year,subject_name,question_html,option_a,option_b,option_c,option_d,correct_option
2023,Geography,"         <p>Consider the following pairs : </p><table border=""1"" data-mce-selected=""1"" style=""border-collapse: collapse; width: 100.04%;""><tbody><tr><td style=""width: 9.23361%;""><strong><em>Regions</em></strong></td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><br/></td><td style=""width: 9.23361%;""><strong><em>often Reason for being in news</em></strong></td></tr><tr><td style=""width: 9.23361%;"">1. North Kivu and Ituri</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">War between Armenia and Azerbaijan</td></tr><tr><td style=""width: 9.23361%;"">2. Nagorno-Karabakh</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">Insurgency in Mozambique </td></tr><tr><td style=""width: 9.23361%;"">3. Kherson and Zaporizhzhia</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">Dispute between Israel and Lebanon</td></tr></tbody></table><p>How many of the above pairs are correctly matched ?</p><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: nw-resize; margin: 0px; padding: 0px; left: -5px; top: 25px;"" id=""mceResizeHandlenw"" style=""cursor: nw-resize; margin: 0px; padding: 0px; left: -5px; top: 25px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: ne-resize; margin: 0px; padding: 0px; left: 1077.99px; top: 25px;"" id=""mceResizeHandlene"" style=""cursor: ne-resize; margin: 0px; padding: 0px; left: 1077.99px; top: 25px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: se-resize; margin: 0px; padding: 0px; left: 1077.99px; top: 110.486px;"" id=""mceResizeHandlese"" style=""cursor: se-resize; margin: 0px; padding: 0px; left: 1077.99px; top: 110.486px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: sw-resize; margin: 0px; padding: 0px; left: -5px; top: 110.486px;"" id=""mceResizeHandlesw"" style=""cursor: sw-resize; margin: 0px; padding: 0px; left: -5px; top: 110.486px;"" unselectable=""true""></div>
      ",(a) Only one,(b) Only Two,(c) All three,(d) None,d
2023,Geography,"         <p>Consider the following statements : </p><p>Statement-I :Israel has established diplomatic relations with some Arab States.</p><p>Statement-II : The 'Arab Peace Initiative' Mediated by Saudi Arabia was signed by Israel and Arab League.</p><p>Which one of the following is correct in respect of the above statements?</p>
      ",(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,(c) Statement-I is correct but Statement-II is incorrect,(d) Statement-I is incorrect but Statement-II is correct,c
2023,Current Affairs, <p>Consider the following pairs with regard to sports awards: </p><p>1. Major Dhyan Chand Khel Ratna Award : For the most Spectacular and outstanding performance by a sportsperson over period of last four years</p><p>2. Arujna Award : For the lifetime achievement by a sportsperson</p><p>3. Dronacharya Award : To honour eminent coaches who have successfully trained sportspersons or teams</p><p>4. Rashtriya Khel Protshan Puraskar : To recognize the contribution made by sportspersons even after their retirement </p><p>How many of the above pairs are correctly matched?</p>,(a) Only one,(b) Only two,(c) Only three,(d) All four,b
2023,Current Affairs," <p>Consider the following statements in respect of the 44th Chess Olympiad, 2022 : </p><p>1. It was the first time that Chess Olympiad was held in India.</p><p>2. The official mascot was named 'Thambi'.</p><p>3. The trophy for the winning team in the open section is the Vera Menchik Cup.</p><p>4. The trophy for the winning team in the women's section is the Hamilton-Russell Cup.</p><p>How many of the statements given above are correct?</p>",(a) Only one,(b) Only two,(c) Only three,(d) All four,b
2023,Geography,"         <p>Consider the following pairs:</p><table border=""1"" data-mce-selected=""1"" style=""border-collapse: collapse; width: 100.04%;""><tbody><tr><td style=""width: 9.23361%;""><strong><em> Area of conflict mentioned in news</em></strong></td><td style=""width: 9.23361%;""><br/></td><td style=""width: 9.23361%;""><strong><em>Country where it is located</em></strong></td></tr><tr><td style=""width: 9.23361%;"">1. Donbas</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">Syria</td></tr><tr><td style=""width: 9.23361%;"">2. Kachin</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">Ethiopia</td></tr><tr><td style=""width: 9.23361%;"">3. Tigray</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">North Yemen</td></tr></tbody></table><p>How many of the above pairs are correctly matched?</p><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: nw-resize; margin: 0px; padding: 0px; left: -5px; top: 25px;"" id=""mceResizeHandlenw"" style=""cursor: nw-resize; margin: 0px; padding: 0px; left: -5px; top: 25px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: ne-resize; margin: 0px; padding: 0px; left: 1077.99px; top: 25px;"" id=""mceResizeHandlene"" style=""cursor: ne-resize; margin: 0px; padding: 0px; left: 1077.99px; top: 25px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: se-resize; margin: 0px; padding: 0px; left: 1077.99px; top: 110.486px;"" id=""mceResizeHandlese"" style=""cursor: se-resize; margin: 0px; padding: 0px; left: 1077.99px; top: 110.486px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: sw-resize; margin: 0px; padding: 0px; left: -5px; top: 110.486px;"" id=""mceResizeHandlesw"" style=""cursor: sw-resize; margin: 0px; padding: 0px; left: -5px; top: 110.486px;"" unselectable=""true""></div>
      ",(a) Only one,(b) Only two,(c) All three,(d) None,d
2023,Geography,"         <p>In the recent years Chad, Guinea, Mali and Sudan caught the international attention for which one of the following reasons common to all of them?</p>
      ",(a) Discovery of rich deposits of rare earth elements,(b) Establishment of Chinese Military bases,(c) Southward expansion of Sahara Desert,(d) Successful coups,d
2023,Environment, <p>Consider the following heavy industries :</p><p>1. Fertilizer plants</p><p>2. Oil refineries</p><p>3. Steel plants</p><p>Green hydrogen is expected to play a significant role in decarbonizing how many of the above industries?</p>,(a) Only one,(b) Only two,(c) All three,(d) None,c
2023,Geography,"         <p>Consider the following statements about G-20:</p><p>1. The G-20 group was originally established as a platform for the Finance Ministers and Central Bank Governors to discuss the international economic and financial issues. </p><p>2. Digital public infrastructure is one of India's G-20 priorities. </p><p>Which of the statements given above is/are correct?</p>
      ",(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,c
2023,History of Modern India," <p>With reference to the Indian History, Alexander Rea, A. H. Longhurst, Robert Sewell, James Burgess and Walter Elliot were associated with</p>",(a) archaeological excavations,(b) establishment of English Press in Colonial India,(c) establishment of Churches in Princely States,(d) construction of railways in Colonial India,a
2023,Art and Culture," <p>Consider the following pairs : </p><table border=""1"" style=""border-collapse: collapse; width: 100.04%;""><tbody><tr><td style=""width: 9.23361%;""><strong><em>Site</em></strong></td><td style=""width: 9.23361%;""><br/></td><td style=""width: 9.23361%;""><strong><em>Well known for </em></strong></td></tr><tr><td style=""width: 9.23361%;"">1.Besnagar </td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">Shaivite cave shrine</td></tr><tr><td style=""width: 9.23361%;"">2.Bhaja </td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">Buddhist cave shrine </td></tr><tr><td style=""width: 9.23361%;"">3.Sittanavasal </td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">Jain cave shrine </td></tr></tbody></table><p>How many of the above pairs are correctly matched?</p>",(a) Only one,(b) Only two,(c) All three,(d) None,b
2023,History of Modern India,"         <p>Consider the following statements : </p><p>Statement-I : 7th August is declared as the National Handloom Day.</p><p>Statement-II :It was in 1905 that the Swadeshi Movement was launched on the same day.</p><p>Which one of the following is correct in respect of the above statements?</p>
      ",(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,(c) Statement-I is correct but Statement-II is incorrect,(d) Statement-I is incorrect but Statement-II is correct,a
2023,Current Affairs," <p>Consider the following statements in respect of the National Flag of India according to the Flag Code of India, 2002 :</p><p>Statement-I : One of the standard sizes of the National Flag of India is 600 mm x 400 mm.</p><p>Statement-II :The ratio of the length to the height (width) of the Flag shall be 3:2.</p><p>Which one of the following is correct in respect of the above statements?</p>",(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,(c) Statement-I is correct but Statement-II is incorrect,(d) Statement-I is incorrect but Statement-II is correct,d
2023,Polity and Governance,"         <p>Consider the following statements in respect of the Constitution Day:</p><p>Statement-I</p><p>The Constitution Day is celebrated on 26th November every year to promote constitutional values among citizens</p><p>Statement-II</p><p>On 26th November, 1949, the Constituent Assembly of India set up a Drafting Committee under the Chairmanship of Dr. B. R. Ambedkar to prepare a Draft Constitution of India. </p><p>Which one of the following is correct in respect of the above statements?</p>
      ",(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,(c) Statement-I is correct but Statement-II is incorrect,(d) Statement-I is incorrect but Statement-II is correct,c
2023,Economics, <p>Consider the following Statements : </p><p>Statement-I</p><p>Switzerland is one of the leading exporters of gold in terms of value. </p><p>Statement-II</p><p>Switzerland has the second largest gold reserves in the world.</p><p>Which one of the following is correct in respect of the above statements?</p>,(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,(c) Statement-I is correct but Statement-II is incorrect,(d) Statement-I is incorrect but Statement-II is correct,c
2023,Current Affairs," <p>Consider the following statements : </p><p>Statement-I</p><p>Recently, the United States of America (USA) and the European Union (EU) have launched the 'Trade and Technology Council'</p><p>Statement-II</p><p>The USA and the EU claim that through this they are trying to being technological progress and physical productivity under their control. </p><p>Which one of the following is correct in respect of the above statement?</p>",(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,(c) Statement-I is correct but Statement-II is incorrect,(d) Statement-I is incorrect but Statement-II is correct,c
2023,Economics, <p>Consider the following statements :</p><p>Statement-I :</p><p>India accounts for 3.2% of global export of goods.</p><p>Statement-II : </p><p>Many local companies and some foreign companies operating in India have taken advantage of India's 'Production-linked Incentive' scheme.</p><p>Which one of the following is correct in respect of the above statements?</p>,(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,(c) Statement-I is correct but Statement-II is incorrect,(d) Statement-I is incorrect but Statement-II is correct,d
2023,Current Affairs, <p>Consider the following statements : </p><p>The 'Stability and Growth Pact' of the European Union is a treaty that </p><p>1. limits the levels of the budgetary deficit of the countries of the European Union </p><p>2. makes the countries of the European Union to share their infrastructure facilities</p><p>3. enables the countries of the European Union to share their technologies </p><p>How many of the above statements are correct?</p>,(a) Only one,(b) Only two,(c) All three,(d) None,a
2023,Current Affairs," <p>Consider the following statement : </p><p>1. Recently, all the countries of the United Nations have adopted the first-ever compact for international migration, the 'Global Compact for Safe, Orderly and Regular Migration (GCM)'.</p><p>2. The objectives and commitments stated in the GCM are binding on the UN member countries.</p><p>3. The GCM addresses internal migration or internally displaced people also in its objectives and commitments.</p><p>How many of the above statements are correct? </p>",(a) Only one,(b) Only two,(c) All three,(d) None,d
2023,Current Affairs, <p>Consider the following countries:</p><p>1. Bulgaria </p><p>2. Czech Republic</p><p>3. Hungary</p><p>4. Latvia</p><p>5. Lithuania </p><p>6. Romania </p><p>How many of the above-mentioned countries share a land border with Ukraine? </p>,(a) Only two,(b) Only three,(c) Only four,(d) Only five,a
2023,Geography,"         <p>With reference to the Earth's atmosphere, which one of the following statements is correct?</p>
      ",(a) The total amount of insolation received at the equator is roughly about 10 times of that received at the poles.,(b) Infrared rays constitute roughly two-thirds of insolation.,(c) Infrared waves are largely absorbed by water vapour that is concentrated in the lower atmosphere.,(d) Infrared waves are a part of visible spectrum of electromagnetic waves of solar radiation.,c
2023,Geography,"         <p>Consider the following statements : </p><p>Statement-I :</p><p>The soil in tropical rain forests is rich in nutrients.</p><p>Statement-II :</p><p>The high temperature and moisture of tropical rain forests cause dead organic matter in the soil to decompose quickly.</p><p>Which one of the following is correct in respect of the above statements?</p>
      ",(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,(c) Statement-I is correct but Statement-II is incorrect,(d) Statement-I is incorrect but Statement-II is correct,d
2023,Geography,"         <p>Consider the following statements : </p><p>Statement-I</p><p>The temperature contrast between continents and oceans is greater during summer than in winter.</p><p>Statement-II</p><p>The specific heat of water is more than that of land surface.</p><p>Which one of the following is correct in respect of the above statements?</p>
      ",(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,(c) Statement-I is correct but Statement-II is incorrect,(d) Statement-I is incorrect but Statement-II is correct,a
2023,Geography,"         <p>Consider the following statements:</p><p>1. In a seismograph, P waves are recorded earlier than S waves.</p><p>2. In P waves, the individual particles vibrate to and fro in the direction of wave propagation whereas in S waves, the particles vibrate up and down at right angles to the direction of wave propagation. </p><p>Which of the statements given above is/are correct?</p>
      ",(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,c
2023,Geography,"         <p>With reference to coal-based thermal power plants in India, consider the following statements : </p><p>1. None of them uses seawater.</p><p>2. None of them is set up in water-stressed district.</p><p>3. None of them is privately owned.</p><p>How many of the above statements are correct?</p>
      ",(a) Only one,(b) Only two,(c) All three,(d) None,d
2023,Current Affairs, <p>Wolbachia method' is sometimes talked about with reference to which one of the following?</p>,(a) Controlling the viral diseases spread by mosquitoes,(b) Converting crop residues into packing material,(c) Producing biodegradable plastics,(d) Producing biochar from thermochemical conversion of biomass,a
2023,Environment, <p>Consider the following activities :</p><p>1. Spreading finely ground basalt rock on farmlands extensively </p><p>2. Increasing the alkalinity of oceans by adding lime </p><p>3. Capturing carbon dioxide released by various industries and pumping it into abandoned subterranean mines in the form of carbonated waters</p><p>How many of the above activities are often considered and discussed for carbon capture and sequestration?</p>,(a) Only one,(b) Only two,(c) All three,(d) None,c
2023,Science and Technology, <p>Aerial metagenomics' best refers to which one of the following situations?</p>,(a) Collecting DNA samples from air in a habitat at one go,(b) Understanding the genetic makeup of avian species of a habitat,(c) Using air-borne devices to collect blood samples from moving animals,(d) Sending drones to inaccessible areas to collect plant and animal samples from land surfaces and water bodies,a
2023,Science and Technology, <p>Microsatellite DNA' is used in the case of which one of the following?</p>,(a) Studying the evolutionary relationships among various species of fauna,(b) Stimulating 'stem cells' to transform into diverse functional tissues,(c) Promoting clonal propagation of horticultural plants,(d) Assessing the efficacy of drugs by conducting series of drug trials in a population,a
2023,Current Affairs, <p>Consider the following statements in relation to Janani Suraksha Yojana: </p><p>1. It is safe motherhood intervention of the State Health Departments. </p><p>2. Its objective is to reduce maternal and neonatal mortality among poor pregnant women. </p><p>3. It aims to promote institutional delivery among poor pregnant women. </p><p>4. Its objective includes providing public health facilities to sick infants up to one year of age. </p><p>How many of the statements given above are correct? </p>,(a) Only one,(b) Only two,(c) Only three,(d) All four,b
2023,Current Affairs," <p>Consider the following statements in the context of interventions being undertaken under Anaemia Mukt Bharat Strategy: </p><p>1. It provides prophylactic calcium supplementation for pre-school children, adolescents and pregnant women. </p><p>2. It runs a campaign for delayed cord clamping at the time of child-birth. </p><p>3. It provides for periodic deworming to children and adolescents. </p><p>4. It addresses non-nutritional causes of anaemia in endemic pockets with special focus on malaria, hemoglobinopathies and fluorosis. </p><p>How many of the statements given above are correct? </p>",(a) Only one,(b) Only two,(c) Only three,(d) All four,c
2023,Current Affairs, <p>Consider the following statements:</p><p>1. Carbon fibres are used in the manufacture of components used in automobiles and aircrafts.</p><p>2. Carbon fibres once used cannot be recycled.</p><p>Which of the statements given above is/are correct?</p>,(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,a
2023,Science and Technology, <p>Consider the following actions:</p><p>1. Detection of car crash/collision which results in the deployment of airbags almost instantaneously</p><p>2. Detection of accidental free fall of a laptop towards the ground which results in the immediate turning off of the hard drive</p><p>3. Detection of the tilt of the smartphone which results in the rotation of display between portrait and landscape mode</p><p>In how many of the above actions is the function of accelerometer required?</p>,(a) Only one,(b) Only two,(c) All three,(d) None,c
2023,Environment," <p>With reference to the role of biofilters in Recirculating Aquaculture System, consider the following statements :</p><p>1. Biofilters provide waste treatment by removing uneaten fish feed.</p><p>2. Biofilters convert ammonia present in fish waste to nitrate.</p><p>3. Biofilters increase phosphorus as nutrient for fish in water.</p><p>How many of the statements given above are correct?</p>",(a) Only one,(b) Only two,(c) All three,(d) None,b
2023,Science and Technology," <p>Consider the following pairs :</p><table border=""1"" style=""border-collapse: collapse; width: 100.04%;""><tbody><tr><td style=""width: 9.23361%;""><strong><em>Objects in space</em></strong></td><td style=""width: 9.23361%;""><br/></td><td style=""width: 9.23361%;""><strong><em>Description</em></strong></td></tr><tr><td style=""width: 9.23361%;"">1. Cepheids</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">Giant clouds of dust and gas in space</td></tr><tr><td style=""width: 9.23361%;"">2. Nebulae</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">Stars which brighten and dim periodically</td></tr><tr><td style=""width: 9.23361%;"">3. Pulsars</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">Neutron stars that are formed when massive stars run out of fuel and collapse</td></tr></tbody></table><p> How many of the above pairs are correctly matched?</p>",(a) Only one,(b) Only two,(c) All three,(d) None,a
2023,Science and Technology, <p>Which one the following countries has its own Satellite Navigation System? </p>,(a) Australia,(b) Canada,(c) Israel,(d) Japan,d
2023,Science and Technology," <p>Consider the following statements:</p><p>1. Ballistic missiles are jet-propelled at subsonic speeds throughout their flights, while cruise missiles are rocket-powered only in the initial phase of flight.</p><p>2. Agni-V is a medium-range supersonic cruise missile, while BrahMos is a solid-fuelled intercontinental ballistic missile.</p><p>Which of the statements given above is/are correct?</p>",(a) 1 Only,(b) 2 Only,(c) Both 1 and 2,(d) Neither 1 nor 2,d
2023,Environment, <p>Consider the following statements regarding mercury pollution :</p><p>1. Gold mining activity is a source of mercury pollution in the world.</p><p>2. Coal-based thermal power plants cause mercury pollution.</p><p>3. There is no known safe level of exposure to mercury.</p><p>How many of the above statements are correct?</p>,(a) Only one,(b) Only two,(c) All three,(d) None,b
2023,Environment," <p>With reference to green hydrogen, Consider the following statements :</p><p>1. It can be used directly as a fuel for internal combustion.</p><p>2. It can be blended with natural gas and used as fuel for heat or power generation.</p><p>3. It can be used in the hydrogen fuel cell to run vehicles.</p><p>How many of the above statements are correct?</p>",(a) Only one,(b) Only two,(c) All three,(d) None,c
2023,Economics," <p>Consider the following statements with reference to India:</p><p>1. According to the 'Micro Small and Medium enterprises Development (MSMED) Act, 2006, the 'medium enterprises' are those with investments in plant and machinery between Rs. 15 crore and Rs. 25 crore.</p><p>2. All bank loans to the Micro, Small and Medium Enterprises qualify under the Priority sector.</p><p>Which of the statements given above is/are correct?</p>",(a) 1 Only,(b) 2 Only,(c) Both 1 and 2,(d) Neither 1 nor 2,b
2023,Current Affairs," <p>With reference to Central Bank digital currencies, consider the following statements :</p><p>1. It is possible to make payments in a digital currency without using US dollar or SWIFT system.</p><p>2. A digital currency can be distributed with a condition programmed into it such as a time-fame for spending it.</p><p>Which of the statements given above is/are correct?</p>",(a) 1 Only,(b) 2 Only,(c) Both 1 and 2,(d) Neither 1 nor 2,c
2023,Economics," <p>In the context of finance, the term 'beta' refers to</p>",(a) the process of simultaneous buying and selling of an asset from difference platforms.,(b) an investment strategy of a portfolio manager to balance risk versus reward.,(c) a type of systemic risk that arises where perfect hedging is not possible.,(d) a numeric value that measures the fluctuations of a stock to changes in the overall stock market.,d
2023,Economics," <p>Consider the following statements :</p><p>1. The Self-Help Group (SHG) programme was originally initiated by the State Bank of India by providing microcredit to the financially deprived.</p><p>2. In an SHG, all members of a group take responsibility for a loan that an individual member takes.</p><p>3. The Regional Rural Banks and Scheduled Commercial banks support SHGs.</p><p>How many of the above statements are correct?</p>",(a) Only one,(b) Only two,(c) All three,(d) None,b
2023,Current Affairs," <p>Consider the following statements :</p><p>Statement-I :</p><p>India's public sector health care system largely focuses on curative care with limited preventive, promotive and rehabilitative care.</p><p>Statement-II :</p><p>Under India's decentralized approach to health care delivery, the States are primarily responsible for organizing health services.</p><p>Which one of the following is correct in respect of the above statements?</p>",(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,(c) Statement-I is correct but Statement-II is incorrect,(d) Statement-I is incorrect but Statement-II is correct,b
2023,Current Affairs," <p>Consider the following statements :</p><p>Statement-I :</p><p>According to the United Nation's 'World Water Development Report, 2022', India extracts more than a quarter of the world's groundwater withdrawal each year.</p><p>Statement-II :</p><p>India needs to extract more than a quarter of the world's groundwater each year to satisfy the drinking water and sanitation needs of almost 18% of world's population living in its territory.</p><p>Which one of the following is correct in respect of the above statements?</p>",(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,(c) Statement-I is correct but Statement-II is incorrect,(d) Statement-I is incorrect but Statement-II is correct,c
2023,Polity and Governance,"         <p>Consider the following statements :</p><p>1. According to the Constitution of India, the Central Government has a duty to protect States from internal disturbances.</p><p>2. The Constitution of India exempts the States from providing legal counsel to a person being held for preventive detention.</p><p>3. According to the Prevention of Terrorism Act, 2002, confession of the accused before the police cannot be used as evidence.</p><p>How many of the above statements are correct?</p>
      ",(a) Only one,(b) Only two,(c) All three,(d) None,b
2023,Geography,"         <p>Which one of the following countries has been suffering from decades of civil strife and food shortages and was in news in the recent past for its very severe famine? </p>
      ",(a) Angola,(b) Costa Rica,(c) Ecuador,(d) Somalia,d
2023,Environment," <p>Consider the following statements :</p><p>1. In India, the Biodiversity Management committees are key to the realization of the objectives of Nagoya Protocol.</p><p>2. The Biodiversity Management committees have important functions in determining access and benefit sharing, including the power to levy collection fees on the access of biological resources within its jurisdiction.</p><p>Which of the statements given above is/are correct?</p>",(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,c
2023,Polity and Governance," <p>Consider the following statements in respect of election to the President of India:</p><p>1. The members nominated to either House of the Parliament or the Legislative Assemblies of States are also eligible to be included in the Electoral College.</p><p>2. Higher the number of elective Assembly seats, higher is the value of vote of each MLA of that State.</p><p>3. The value of vote of each MLA of Madhya Pradesh is greater than that of Kerala.</p><p>4. The value of vote of each MLA of Puducherry is higher than that of Arunachal Pradesh because the ratio of total population to total number of elective seats in Puducherry is greater as compared to Arunachal Pradesh</p><p>How many of the above statements are correct?</p>",(a) Only one,(b) Only two,(c) All three,(d) All four,a
2024,Polity and Governance,"         <p>How many Delimitation Commissions have been constituted by the Government of India till December 2023?</p>
      ",(a) One,(b) Two,(c) Three,(d) Four,d
2024,Polity and Governance,"         <p>The Constitution (71st Amendment) Act, 1992 amends the Eighth Schedule to the Constitution to include which of the following languages?</p><p>1. Konkani</p><p>2. Manipuri</p><p>3. Nepali</p><p>4. Maithili</p><p>Select the correction answer using the code given below :</p>
      ","(a) 1, 2 and 3","(b) 1, 2 and 4","(c) 1, 3 and 4","(d) 2, 3 and 4",a
2024,Current Affairs," <p>Consider the following pairs :</p><table border=""1"" style=""border-collapse: collapse; width: 100.024%;""><tbody><tr><td style=""width: 7.18391%;""><strong><em>Party</em></strong></td><td style=""width: 7.18391%;""><br/></td><td style=""width: 7.18391%;""><strong><em>Its Leader</em></strong></td></tr><tr><td style=""width: 7.18391%;"">1. Bhartiya Jana Sangh</td><td style=""width: 7.18391%; text-align: center;""><strong>:</strong></td><td style=""width: 7.18391%;"">Dr. Shyama Prasad Mukherjee</td></tr><tr><td style=""width: 7.18391%;"">2. Socialist Party</td><td style=""width: 7.18391%; text-align: center;""><strong>:</strong></td><td style=""width: 7.18391%;"">C. Rajagopalachari</td></tr><tr><td style=""width: 7.18391%;"">3. Congress for Democracy</td><td style=""width: 7.18391%; text-align: center;""><strong>:</strong></td><td style=""width: 7.18391%;"">Jagjivan Ram</td></tr><tr><td style=""width: 7.18391%;"">4. Swatantra Party</td><td style=""width: 7.18391%; text-align: center;""><strong>:</strong></td><td style=""width: 7.18391%;"">Acharya Narendra Dev</td></tr></tbody></table><p>How many of the above are correctly matched?</p>",(a) Only one,(b) Only two,(c) Only three,(d) All four,b
2024,Polity and Governance,"         <p>Which of the following statements are correct about the Constitution of India?</p><p>1. Powers of the Municipalities are given in Part IX A of the Constitution.</p><p>2. Emergency provisions are given in Part XVIII of the Constitution.</p><p>3. Provisions related to the amendment of the Constitution are given in Part XX of the Constitution.</p><p>Select the answer using the code given below :</p>
      ",(a) 1 and 2 only,(b) 2 and 3 only,(c) 1 and 3 only,"(d) 1, 2 and 3",d
2024,Polity and Governance,"         <p>Which one of the following statements is correct as per the Constitution of India?</p>
      ",(a) Inter-State trade and commerce is a State subject under the State List.,(b) Inter-State migration is a State subject under the State List.,(c) Inter-State quarantine is a Union subject under the Union List.,(d) Corporation tax is a State subject under the State List.,c
2024,Polity and Governance,"         <p>Under which of the following Articles of the Constitution of India, has the Supreme Court of India places the Right to Privacy?</p>
      ",(a) Article 15,(b) Article 16,(c) Article 19,(d) Article 21,d
2024,Current Affairs, <p>What are the duties of the Chief of Defence Staff (CDS) as Head of the Department of Military Affairs?</p><p>1. Permanent Chairman of Chiefs of Staff Committee.</p><p>2. Exercise military command over the three Service Chiefs.</p><p>3. Principal Military Advisor to Defence Minister on all tri-service matters.</p><p>Select the correct answer using the code given below.</p>,"(a) 1, 2 and 3",(b) 1 and 2 only,(c) 2 and 3 only,(d) 1 and 3 only,d
2024,Current Affairs, <p>Operations undertaken by the Army towards upliftment of the local population in remote areas to include addressing of their basic needs is called :</p>,(a) Operation Sankalp,(b) Operation Maitri,(c) Operation Sadbhavana,(d) Operation Madam,c
2024,Geography,"         <p>The longest border between any two countries in the world is between :</p>
      ",(a) Canada and the United States of America,(b) Chile and Argentina,(c) China and India,(d) Kazakhstan and Russian Federation,a
