year,subject_name,subject_id,topic,subtopic,question_html,option_a,option_b,option_c,option_d,correct_option,difficulty_level,nature,explanation_html
2006,Current Affairs,1,,," <p>Match List-I with List-II and select the correct answer using the code given below the lists:</p><p>List-I                       List-II</p><p>A. Harold Pinter             1. Director-General, FAO</p><p>B. Jacques Diouf            2. President, European Commission</p><p>C. Jose Manuel Barroso  3. World Bank appointed for expert for adjudicating on the Baglihar Hydel Project</p><p>D. Raymond Laffite        4. Litterateur</p>",(a)  A-4 B-3 C-2 D-1,(b)  A-4 B-3 C-2 D-1,(c)  A-2 B-1 C-4 D-3,(d)  A-2 B-3 C-4 D-1,c,Medium,Fundamental(F),"A – 4, B – 1, C – 2, D – 3"
2006,Current Affairs,1,,, <p>Which one of the following companies is associated with the exploration and commercial production of oil in Barmer-Sanchore basin of Rajasthan?</p><p> </p>,(a)  Cairn Energy,(b)  Unocal Corporation,(c)  Reliance Energy Ventures,(d)  ONGC,a,Easy,Fundamental(F),"Cairn Energy, a British Oil Firm."
2006,Current Affairs,1,,," <p>Recently with which country’s government did ONGC-Mittal Energy Limited (OMEL) sign a joint venture deal of $6 billion dealing with infrastructure, refinery and power?</p><p> </p>",(a)  Colombia,(b)  Venezuela,(c)  Nigeria,(d)  Saudi Arabia,c,Easy,Fundamental(F),OMEL sign a joint venture deal with Nigeria’s Govt.
2006,Current Affairs,1,,," <p>Which one among the following as awarded the CSIR. Diamond Jubilee Technology Award 2004 in September, 2005 by the Prime Minister of India?</p>",(a)  Infosys Technologies Ltd.,(b)  Midas Corporation Technologies,(c)  Tata Consultancy Services,(d)  Biocon India Ltd.,b,Easy,Fundamental(F),"MIDAS Communication Technologies was awarded the CSIR Diamond Jubilee Technology Award, 2004."
2006,Current Affairs,1,,, <p>Who among the following directed the film chosen as India’s official entry for the year 2006 Academy Awards?</p>,(a)  Adodor Gopalakrishnan,(b)  Amol Palekar,(c)  Sanjay Leela Bhansali,(d)  Kunal Kohli,b,Easy,Fundamental(F),Amol Palekar’s Film ‘Paheli’.
2006,Social issues,3,,," <p>With reference to the Government of India’s various programmes, what is Nirmal Gram Puraskar</p><p> </p>",(a)  It is an incentive scheme of scholarships for the single girl child in families in villages.,(b)  It is an incentive scheme of scholarships for female sportspersons from villages who represents their states in any game.,(c)  It is an incentive scheme for schools in the villages for computer education.,(d)  It is an incentive scheme for Panchayati Raj institutions.,d,Medium,Fundamental(F),It is an incentive scheme for Panchayati Raj Institutions.
2006,International Affairs and Institutions,3,,, <p>In which country is the committee which selects winners for Nobel Peace Prize located?</p><p> </p>,(a)  Norway,(b)  Sweden,(c)  Finland,(d)  Denmark,a,Easy,Fundamental(F),"Nobel Peace Prize Committee is located in Oslo, Norway."
2006,Science and Technology,6,,, <p>Match List-I (Indian Scientist/Scholar) with List-II (Area of Work) and select the correct answer using the code given below the lists: </p><p>List-I                                    List-II </p><p>A. C.N.R. Rao                1. Telecommunication </p><p>B. Jagdish Bhagwati       2. Physics </p><p>C. G.N. Ramachandran   3. Economics </p><p>D. Ashok Jhunjhunwala   4. Solid State Chemistry and Material Science</p>,(a)  A-4 B-3 C-2 D-1,(b)  A-2 B-1 C-4 D-3,(c)  A-4 B-1 C-2 D-3,(d)  A-2 B-3 C-4 D-1,a,Medium,Fundamental(F),"A – 4, B – 3, C – 2, D – 1"
2006,Current Affairs,1,,, <p>Match List-I with List-II and select the correct answer using the code given below the lists: </p><p>List-I (Person)                  List-II (Area of Work) </p><p>A. Ela Bhatt                 1. Theatre training </p><p>B. Mahashweta Devi     2. Women’s labour sector </p><p>C. Ebrahim Alkazi         3. Management teaching </p><p>D. Vijay Govindarajan   4. Litterateur and social worker for the country’s tribal communities</p>,(a)  A-3 B-1 C-4 D-2,(b)  A-2 B-4 C-1 D-3,(c)  A-3 B-4 C-1 D-2,(d)  A-2 B-1 C-4 D-3,b,Difficult,tFundamental(F),"A – 2, B – 4, C – 1, D – 3"
2006,Current Affairs,1,,, <p>Match List-I with List-II and select the correct answer using the code given below the lists:</p><p>List-I (Person)            List-II (Organization/Area of Work)</p><p>A. Chandra                1. Advertising</p><p>B. Amrita Patel         2. Banking</p><p>C. Indra Nooyi          3. Dairy Development</p><p>D. Piyush Pandey      4. Pepsi Co.</p>,(a)  A-2 B-1 C-4 D-3,(b)  A-4 B-3 C-2 D-1,(c)  A-2 B-3 C-4 D-1,(d)  A-4 B-1 C-2 D-3,c,Medium,Fundamental(F),"A – 2, B – 3, C – 4, D – 1"
2006,Science and Technology,6,,, <p>To which one of the following processes is the term CMYK related?</p><p> </p>,(a)  Railway Signalling,(b)  Navigation,(c)  Offset printing,(d)  Electronic voting machine,c,Medium,Fundamental(F),"CMYK related to Offset printing. It is subtractive colour model used in colour printing. The colours are Cyan, Magenta, Yellow and Key (Black)."
2006,Current Affairs,1,,,"<p>Consider the following statements:</p>

<p>1. Kofi Annan &ndash; the UN Secretary General is from Nigeria.</p>

<p>2. Kofi Annan is the first UN Secretary General to be appointed from the ranks of the United Nations staff.</p>

<p>3. Kofi Annan was appointed for a second to the office of the UN Secretary General.</p>

<p>Which of the statements given above are correct?</p>

<p>&nbsp;</p>","(a)  1, 2 and 3","(b)  1 and 2, only","(c)  2 and 3, only","(d)  1 and 3, only",c,,,<p>Kofi Annan is from Ghana and is the Seventh Secretary General of UNO.</p>
2006,International Affairs and Institutions,3,,," <p>Consider the following statements:</p><p>1. The Nobel Prize Awarding Ceremony takes place on December 10 to every year.</p><p>2. The Nobel Prize for Literature was added later on to the other five areas – Physics, Chemistry, Physiology or Medicine, Peace and Economics.</p><p>Which of the statements given above is/are correct?</p>",(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,a,Difficult,tFundamental(F),"<p>The Nobel Prize for Economics (also called Nobel Memorial Prize) was set up by Swedish Central Bank in 1968 to commemorate its tricentennial was added later on to the other five areas – Physics, Chemistry, Physiology or Medicine, Peace and Literature, which were set up after the death of the inventor, Alfred Nobel.</p>"
2006,International Affairs and Institutions,3,,, <p>What is Medecins Sans Frontieres (MSF)?</p>,(a)  An agency formed by the International Olympic Committee (IOC) to check misuse of drugs by sports-persons,(b)  A non-governmental organization which specializes in international humanitarian aid and emergency medical assistance.,(c)  An organization to develop applications of nano-technology in medicine,(d)  An organization of medical practitioners funded by the European Union which carries out research against spread of AIDS,b,Easy,Fundamental(F),MSF is a non-governmental organization with specialize in international humanitarian aid and emergency medical assistance.
2006,International Affairs and Institutions,3,,, <p>Which one of the following countries is not a member of the Nordic Council?</p><p> </p>,(a)  Norway,(b)  Denmark,(c)  Iceland,(d)  United Kingdom,d,Easy,Fundamental(F),"Nordic Council consists of Norway, Sweden, Denmark, Iceland and Finland. U.K. is not a member of the Nordic Council."
2007,Polity and Governance,3,,," <p>Which of the following Constitution Amendment Acts seeks that the size of the Councils of Ministers at the Centre and in a State must not exceed 15 per cent of the total number of members in the Lok Sabha and the total number of members of the Legislative Assembly of that State, respectively?</p>",(a)  91st,(b)  93rd,(c)  95th,(d) 97th,a,,,<ul><li>91st Amendment (2003) – Amended the anti-defection law and made a provision that the number of ministers in the Central and State Govt. cannot be more than 15% of the strengths of Lok Sabha and Vidhan Sabha respectively.</li></ul>
2007,Polity and Governance,3,,,"<p>Consider the following statements in respect of financial emergency under Article 360 of the Constitution of India:</p>

<p>1. A Proclamation of financial emergency issued shall cease to operate at the expiration of two months, unless before the expiration of that period it has been approved by the resolution of both houses of Parliament.</p>

<p>2. If any Proclamation of financial emergency is in operation, it is competent for the President of India to issue directions for the reduction of salaries and allowances of all or any class of persons serving in connection with the affairs of the Union but excluding the Judges of the Supreme Court and the High Courts.</p>

<p>Which of the statement(s) given above is/are correct?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,a,,,"<ul>
	<li>The President acquires the following extraordinary powers when a Financial emergency is proclaimed: i. He can give directions to the states to observe the canons of financial propriety. ii. He can issue directions for the reduction of salaries and allowances of all or any class of persons serving under the state. iii. He can require that all money bills and other financial bills passed by the state legislature be reserved for his consideration. iv. He can issue directions for the reduction of salaries and allowances of all or any class of persons serving in connection with the affairs of the Union, including judges of the Supreme Court and High Courts.</li>
</ul>"
2007,Polity and Governance,3,,, <p>Assertion (A): The Council of Ministers in the Union of India is collectively responsible both to the Lok Sabha and the Rajya Sabha.</p><p>Reason (R): The Members of both the Lok Sabha and the Rajya Sabha are eligible to be the Ministers of the Union Government.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,d,,,"<ul><li>The Council of Ministers in the Union of India is collectively responsible to the lower house of the Parliament, i.e. Lok Sabha only.</li></ul>"
2007,Polity and Governance,3,,," <p>
	Consider the following statements:</p>
<ol>
<li>
		The Chairman of the Committee on Public Accounts is appointed by the Speaker of the Lok Sabha.</li>
<li>
		The Committee on Public Accounts comprises Members of Lok Sabha, Members of Rajya Sabha and a few eminent persons of industry and trade.</li>
</ol>
<p>
	Which of the statement(s) given above is/are correct?</p>
<p>
</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,a,,,"<ul>
<li>
		‘Committee on Public Accounts’ consists of 22 members – 15 from the Lok Sabha and 7 from Rajya Sabha, a Lok Sabha member from a major opposition party is appointed its chairman.</li>
</ul>
"
2007,Polity and Governance,3,,, <p>Who was the Speaker of the first Lok Sabha?</p>,(a)  Hukam Singh,(b)  G.V. Mavalankar,(c)  K.M. Munshi,(d)  U.N. Dhebar,b,,,"<ul><li>G.V. Mavalankar was the speaker of the first Lok Sabha (15 May, 1952 – 27 Feb, 1956). Humak Sngh – 17 april 1962 – 16 March 1967 (IIIrd Lok Sabha) K.M. Munshi and U.N. Dhebar never became the Speaker of Lok Sabha.</li></ul>"
2007,Polity and Governance,3,,, <p>Consider the following statements:</p><p>1. Jawaharlal Nehru was in his fourth term as the Prime Minister of India at the time of his death.</p><p>2. Jawaharlal Nehru represented Rae Bareilly constituency as a Member of Parliament.</p><p>3. The first non-Congress Prime Minister of India assumed the Office in the year 1977.</p><p>Which of the statements given above is/are correct?</p>,(a)  1 and 2  only,(b)  3 only,(c)  1 only,(d)  1 and 3,d,,,"<ul><li>Jawaharlal Nehru was in PM’s Office for four terms (1947-52, 1952-57, 1957-62 and 1962-64) represented ‘Phulpur’ near Allahabad as a member of Parliament. ‘Morarji Desai’ of Janata Party was the first non-Congress PM of India assumed the office on March 24, 1977.</li></ul>"
2007,Polity and Governance,3,,," <p>Consider the following statements:</p><p>1. The mode of removal of a Judge of a High Court in India is same as that removal of a Judge of the Supreme Court.</p><p>2. After retirement from the office, a permanent Judge of a High Court cannot plead or act in any court or before any authority in India.</p><p>Which of the statement(s) given above is/are correct?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,a,,,"<ul>
<li>No person who, after the commencement of this Constitution, has held office as a permanent judge of a High Court shall plead or act in any Court and the other High Courts (Article-220).</li>
</ul>"
2007,Geography,5,,, <p>Consider the following statements:</p><p>1. The annual range of temperature is greater in the Pacific Ocean than that in the Atlantic Ocean.</p><p>2. The annual range of temperature is greater in the Northern Hemisphere than that in the Southern Hemisphere.</p><p>Which of the statement(s) given above is/are correct.</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,b,,,"<ul><li>Bigger the size of ocean (pacific), lesser the annual range of temperature.</li></ul>"
2007,Geography,5,,, <p>The largest coral reef in the world is found near the coast of which one of the following countries?</p>,(a)  Australia,(b)  Cuba,(c)  Ghana,(d)  Philippines,a,,,<p>President Bush designated an Island chain spanning nearby 2250 km of the Pacific Ocean as a national monument. The region contains 70% of the tropical shallow water coral reefs in U.S. The reserve is the world’s largest protect marine area.</p>
2007,Geography,5,,, <p>Match List-I with List-II and select the correct answer using the code given below the lists: </p><p>List-I (Town)              List-II (River Nearer to it) </p><p>A. Betul                      1. Indravati</p><p> B. Jagdalpur              2. Narmada </p><p>C. Jabalpur                3. Shipra </p><p>D. Ujjain                     4. Tapti </p><p><span>          A     B       C    D                     A     B     C    D</span><br/><span></span></p><br/>,(a)       1     4       2    3,(b)   4     1      2   3,(c)       4     1       3    2,(d)   1     4     3   2,b,,,"<ul><li>4, 1, 2, 3  Betul is the district of MP. The major rivers flowing in the district are Ganjal river that is tributary of Tapi river, Morand river and Tawa river.</li><li>Jagdalpur is a city in the Chhattisgarh. The city is located on the south bank of Indravati river.</li><li>Jabalpur is in MP. It has a beautiful collection of marble rocks surrounding the holy Narmada river.</li><li>Ujjain is in Malwa region of MP, on the eastern bank of Shipra river.</li></ul>"
2007,Geography,5,,, <p>Which one of the following rivers originates at Amarkantak?</p>,(a)  Damodar,(b)  Mahanadi,(c)  Narmada,(d)  Tapti,c,,,<ul><li>River Place of Origin Damodar Chotanagpur plateau (Jharkhand) Mahanadi Dandakaranya (Chhattisgarh) Narmada Amarkantak (Maikal Mountain) Tapti Muttai’s Baitul District (MP).</li></ul>
2007,Geography,5,,, <p>Assertion (A): River Kalinadi is an east-flowing river in the southern part of India.</p><p>Reason (R): The Deccan Plateau is higher along its western edge and gently slopes towards the Bay of Bengal in the east.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,d,,,<p>River Kalindi is a west flowing river.</p>
2007,Geography,5,,, <p>Match List-I with List-II and select the correct answer using the code given below the lists: </p><p>List-I (City)                   List-II (River) </p><p>A. Bangkok                  1. Irrawaddy</p><p>B. Phnom-Penh          2. Mekong </p><p>C. Hanoi                       3. Menam (Chao Phraya) </p><p>D. Yangon                    4. Red River </p><p><span>         A        B      C     D                       A         B        C     D</span><br/><span></span></p><br/>,(a)      3       2       4     1,(b)    4        1        3     2,(c)      3       1       4     2,(d)    4        2        3     1,a,,,"<p>Bangkok is the capital of Thailand. It is found at the banks of Chao Phraya river near the Gulf of Thailand. Phnom-Penh is located is south-central region of Cambodia, at the confluence of Mekong river. Hanoi is the capital of Vietnam. It is located on the right bank of the Red river. Yangon is the largest city and former capital of Myanmar. It is located at the convergence of the Yangon and Bago rivers.</p>"
2007,Geography,5,,, <p>Which one among the following rivers is the longest?</p>,(a)  Amazon,(b)  Amur,(c)  Congo,(d)  Lena,a,,,<ul><li>Amazon – 6570 km (longest river of the world) Amur – 2825 km (A river in N-E Asia) Congo – 4667 km (Second largest river of Africa) Lena – 4410 km (A river in Siberia).</li></ul>
2007,Geography,5,,, <p>Which one of the following cities does not have the same clock time as that of the other three cities at any given instant?</p>,(a)  London (U.K.),(b)  Lisbon (Portugal),(c)  Accra (Ghana),(d)  Addis Ababa (Ethiopia),d,,,"<p>London, Lisbon and Accra cities are situated approximately on the same longitude away from Addis Ababa showing the same clock time.</p>"
2007,Indian Art and Culture,9,,, <p>Where is the famous Vijaya Vitala temple having its 56 carved pillars emitting musical notes located?</p>,(a)  Belur,(b)  Bhadrachalam,(c)  Hampi,(d)  Srirangam,c,,,"<p>Vijaya Vittam Temple is one of the most exquisitely carved temples in Hampi. The magnificently sculptured pillars are the marvel in the history of temple architecture. Each of the pillars are different, which gives different musical notes when hit with fingers.</p>"
2007,Geography,5,,, <p>Which one among the following major Indian cities is most eastward located?</p>,(a)  Hyderabad,(b)  Bhopal,(c)  Lucknow,(d)  Bengaluru (Bangalore),c,,,<p>Hyderabad is located almost in middle of India. Bhopal is located in North eastern parts of MP in Central region of India. Lucknow is situated in the Upper Gangetic plains of India. Bangalore is situated on the south-eastern corner of Karnataka.</p>
2007,Geography,5,,," <p>Out of the four southern states: Andhra Pradesh, Karnataka, Kerala and Tamil Nadu, which shares boundaries with the maximum number of Indian States?</p>",(a)  Andhra Pradesh only,(b)  Karnataka only,(c)  Each of Andhra Pradesh and Karnataka,(d)  Each of Tamil Nadu and Kerala,c,,,"<ul><li>State Boundary shared by Andhra Pradesh Maharashtra, Karnataka, Chhattisgarh, Orissa, Tamilnadu Karnataka Goa, Maharashtra, Andhra Pradesh, Tamilnadu, Kerala Tamilnadu Andhra Pradesh, Kerala, Karnataka Kerala Karnataka, Tamilnadu.</li></ul>"
2007,Geography,5,,," <p>Through which one of the following Straits, does a tunnel connect the United Kingdom and France?</p>",(a)  Davis Strait,(b)  Denmark Strait,(c)  Strait of Dover,(d)  Strait of Gibraltar,c,,,"<p>Dover Strait is between English Channel and North Sea. Dover is the strait at the narrowest part of the English Channel. The shortest distance across the strait is from the South Foreland, some 6 km north-east of Dover in the country of Kent, England. The strait lies at the east end of the English Channel, where it joins the North Sea. Its width is the shortest distance between France and England.</p>"
2007,International Affairs and Institutions,3,,, <p>Which one of the following countries is planning to construct a rival to the Panama Canal to link the Pacific and Atlantic Oceans?</p>,(a)  Colombia,(b)  Costa Rica,(c)  Guatemala,(d)  Nicaragua,d,,,"<p>Nicaragua is likely to pursue an ambitious $20 b project to create an alternative to Panama canal. This project would redraw the map of the world trade by opening an east coast of North America, Europe, Brazil to large scale sea traffic from pacific Rim countries like China and South Korea.</p>"
2007,Geography,5,,, <p>Which one among the following States in India has the lowest density of population?</p>,(a)  Himachal Pradesh,(b)  Meghalaya,(c)  Arunachal Pradesh,(d)  Sikkim,c,,,<ul><li>State Density of Population Arunachal Pradesh 13 Sikkim 76 Himachal Pradesh 109 Meghalaya 103.</li></ul>
2007,Geography,5,,, <p>What is the average distance (approximate) between the Sun and the Earth?</p>,(a)  70 x 105 km,(b)  100 x 105 km,(c)  110 x 106 km,(d)  150 x 106 km,d,,,"<p><br/></p><div class=""mcePaste"" data-mce-bogus=""1"" id=""_mcePaste"" style=""position: absolute; left: -40px; top: -25px; width: 1px; height: 1px; overflow: hidden;"">
<p class=""MsoNormal"">One Astronomical Unit (AU) is the approximately the mean
distance between the Earth and the Sun, or, 149,598,000 km.</p>
</div>"
2007,Geography,5,,," <p>Which one of the following National Highways passes though Maharashtra, Chhattisgarh and Orissa?</p>",(a)  NH 4,(b)  NH 5,(c)  NH 6,(d)  NH 7,c,,,"<p>NH 4 – Thane – Chennai NH 5 – Jharpokharia – Chennai (Along east coast) NH 6 – Hajra, Kolkata via Nagpur, Sambalpur and Raipur NH 7 – Varanasi – Kanyakumari via Jabalpur, Nagpur, Hydebarabad, Bangalore and Madurai (longest in the country).</p>"
2007,Geography,5,,, <p>Assertion (A): There are no tea plantations in any African country. </p><p>Reason (R): Tea plants need fertile soil with high humus.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,d,,,"<p><br/></p><div class=""mcePaste"" data-mce-bogus=""1"" id=""_mcePaste"" style=""position: absolute; left: -40px; top: -25px; width: 1px; height: 1px; overflow: hidden;"">
<p class=""MsoNormal"">Major Tea producing countries in Africa are Kenya, Tanzania,
Malawi, Zimbabwe and Mozambique.</p>
</div>"
2007,Ecology and Environment,2,,," <p>Consider the following statements:</p><p>1. In India, Red Panda is naturally found in the Western Himalayas only.</p><p>2. In India, Slow Loris lives in the dense forests of the North East.</p><p>Which of the statement(s) given above is/are correct.</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,b,,,"<p>The Red Panda is found in mountainous band from Nepal through NE India and Bhutan and into China, Laos and northern Myanmar.</p>"
2007,Ecology and Environment,2,,, <p>Which one of the following is located in the Bastar region?</p>,(a)  Bandhavgarh National Park,(b)  Dundeli Sanctuary,(c)  Rajaji National Park,(d)  Indravati National Park,d,,,"<p>Bandhavgarh National Park – M.P. Dandeli Sanctuary – Karnataka Rajaji National Park –Uttarakhand Indravati National Park – Bastar, Chhattisgarh.</p>"
2007,Ecology and Environment,2,,, <p>Which one of the following is also known as Top Slip?</p>,(a)  Simplipal National Park,(b)  Periyar Wildlife Sanctuary,(c)  Manjira Wildlife Sanctuary,(d)  Indira Gandhi Wildlife Sanctuary and National Park,d,,,<p>Indira Gandhi Wildlife Sanctuary and National Park is also known as ‘Top Slip’. It lies in the Coimbatore District of Tamil Nadu at the southern part of the Nilgiri Biosphere Reserve in the Anamalai Hills.</p>
2007,Geography,5,,, <p>Consider the following statements:</p><ol><li>Either of the two belts over the oceans at about 30 to 35 degrees N and S Latitudes in known as Horse Latitude.</li><li>Horse latitudes are low pressure belts.</li></ol><p>Which of the statement(s) given above is/are correct.</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,a,,,<ul><li>'Horse latitudes' are sub tropical high pressure belts extends between 300-350 (250-350) latitudes in both the hemispheres.</li></ul>
2007,Geography,5,,, <p>In which State is the Guru Shikhar Peak located?</p>,(a)  Rajasthan,(b)  Gujarat,(c)  Madhya Pradesh,(d)  Maharashtra,a,,,"<p>Guru Shikhar – On covering a distance of 3 miles Delwara Achagarh road, a hilly coal-tarred road of nearly 7 kms. leads to highest peak of Mount-Abu – popularly known as Guru Shikhar. It is the highest peak of Mt. Abu, at the height of 5650 ft/1722 mts. On the peak is the temple of Guru Dattatreya, who is supposed to be ab incarnation of God Brahma, Vishnu and Mahesh.</p>"
2007,Geography,5,,, <p>Where were Shevaroy hills located?</p>,(a)  Andhra Pradesh,(b)  Karnataka,(c)  Kerala,(d)  Tamil Nadu,d,,,"<p>Yercaud, popularly known as ‘poor man’s ooty’ is located in the Shevaroy Hills of north central Tamilnadu about 4,500 ft. above sea level.</p>"
2007,Geography,5,,, <p>Where is Copacabana Beach located?</p>,(a)  Buenos Aires,(b)  Hawaiian Islands,(c)  Rio de Janeiro,(d)  Valletta,c,,,"<ul><li>Copacabana Beach is located right in the heart of Rio de Janeiro, it is also one of the most lively beaches of the world. It is famous for its 4 km beach. It plays host to millions of revelers during the annual New Year’s Eve celebrations.</li></ul>"
2007,Geography,5,,, <p>Match List-I with List-II and select the correct answer using the code given below lists: </p><p>List-I (Aluminium Company)                    List-II (Location) </p><p>A. BALCO                                                    1. Hirakud </p><p>B. HINDALCO                                             2. Korba </p><p>C. Indian Aluminium Company              3. Koraput </p><p>D. NALCO                                                   4. Renukoot </p><p><span>        A     B       C      D                                          A     B      C     D</span><br/><span></span></p><br/>,(a)    3     1       4      2,(b)   2     4     1      3,(c)    3      4       1     2,(d)   2     1     4      3,b,,,"<p>BALCO is located at distance of 10 km from the Korba city. HINDALCO commissioned its aluminium factory at Renukoot in eastern UP in 1962. NALCO was incorporate in 1981 in the Public sector, to exploit a part of large deposits of bauxite discovered in East Coast.</p>"
2007,Geography,5,,, <p>Consider the following statements:</p><p>1. Balaghat is known for its diamond mines.</p><p>2. Majhgawan is known for its manganese deposits.</p><p>Which of the statements given above is/are correct?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,d,,,<p>Manganese reserves are found in Balaghat and Chindwara districts (MP). Majhagawan area in Panna district in rich in Diamond reserves.</p>
2007,Geography,5,,," <p>In which one of the following districts, have large reserves of diamond-bearing kimberlite been discovered in the recent past?</p>",(a)  Hoshangabad,(b)  Raipur,(c)  Sambalpur,(d)  Warangal,b,,,<p>Large reserves of diamond-bearing Kimberlite traits have been discovered in Payalikhand and Behradin in Raipur district and Tokapal in Bastar.</p>
2007,Current Affairs,1,,," <p>Consider the following statements:</p><p>1. The Judges (Inquiry) Bill 2006 contemplates to establish a Judicial Council which will receive complaints against Judges of the Supreme Court including the Chief Justice of India, High Court Chief Justices and Judges.</p><p>2. Under the Protection of Women from Domestic Violence Act, 2005, a women can file a petition before as 1st Class Judicial Magistrate.</p><p><span>Which of the statement given above is/ are correct?</span></p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,b,Difficult,t,<ul><li>The Chief Justice of India (CJI) has been excluded from the purview of the proposed legislation.</li></ul>
2007,Current Affairs,1,,, <p>Tarapore Committee was associated with which one of the following?</p><p> </p>,(a)  Special Economic Zones.,(b)  Fuller capital account convertibility.,(c)  Foreign exchange reserves.,(d)  Effect of oil-prices on the Indian economy.,b,Medium,Factual,"<ul><li>S. S. Tarapore Committee was constituted by RBI to set out the framework for fuller capital account convertibility. Its members were Surjith S. Bhalla, M.G. Bhide, R.H. Patil, A.V. Rajwade, Ajith Ranade.</li></ul>"
2007,Economics,4,,, <p>Participatory Notes (PNs) are associated with which one of the following?</p><p> </p>,(a)  Consolidated Fund of India.,(b)  Foreign Institutional Investors.,(c)  United Nations Development Programme.,(d)  Kyoto Protocol.,b,Easy,Factual,"<ul><li>Participatory Notes are the instruments issues by SEBI – registered foreign institutions to entities that want to invest in Indian markets but do not want to directly register with the market, resulting in concealment of the investor’s identity.</li></ul>"
2007,Economics,4,,, <p>Consider the following statements:</p><p>1. The repo rate is the rate at which other banks borrow from the Reserve Bank of India.</p><p>2. A value of 1 for Gini Coefficient in a country implies that there is perfectly equal income for everyone in its population.</p><p>Which of the statements given above is/are correct?</p><p> </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,b,Medium,Conceptual,"<ul><li>Repo rate is the rate at which the RBI borrows from the banks, while the bank rate is the rate at which the banks borrow from the RBI.</li></ul>"
2007,Economics,4,,, <p>MCA-21 is a major initiative taken up by the Government of India in which one of the following areas?</p><p> </p>,(a)  Foreign direct investment in India.,(b)  Attracting international tourists.,(c)  e-governance.,(d)  Modernization of airports.,c,Medium,Factual,<ul><li>MCA 21: World Bank funded e-governance project to open a chain of 53 front offices of Registrar of Companies where the companies and professionals would be able to file returns and documents in the electronic mode (Ministry of Company Affairs).</li></ul>
2007,Economics,4,,, <p>Which one of the following is the correct sequence in the decreasing order of contribution of different sectors to the Gross Domestic Product of India?</p>,(a)  Services – Industry – Agriculture,(b)  Services – Agriculture – Industry,(c)  Industry – Services – Agriculture,(d)  Industry – Agriculture - Services,a,Medium,Factual,<ul><li>Contribution of different sectors to the GDP of India – Services – 11.2 Industry – 10 Agriculture – 2.7</li></ul>
2007,Economics,4,,," <p>With reference to the steel industry in India in the recent times, consider the following statements:</p><p>1. Vizag Steel Plant (RINL) has been declared Mini Ratna.</p><p>2. Merger of IISCO with SAIL has been completed.</p><p>Which of the statements given above is/are correct?</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,c,Medium,Factual,<ul><li>Vizag steel plant in AP has been conferred the Mini Ratna status. The Union Cabinet approved SAIL (Steel Authority of India Ltd.) to initiate the process of merger of IISCO (Indian Iron and Steel Company) with SAIL offer taking approval of the Board of Industrial and Financial Reconstruction (BIFR).</li></ul>
2007,Economics,4,,, <p>BASEL II relates to which one of the following?</p><p> </p>,(a)  International standards for safety in civil aviation.,(b)  Measures against cyber crimes.,(c)  Measures against drug abuse by sportpersons.,(d)  International standards for measuring the adequacy of a bank’s capital.,d,Medium,Factual,<ul><li>Basel II is the revised international capital framework. The Basel II framework describes a more comprehensive measure of minimum standard for capital adequacy that national supervisory authorities are now working to implement through domestic rule-making and adaptation procedures.</li></ul>
2007,Economics,4,,, <p>The National Housing Bank was set up in India as a wholly-owned subsidiary of which one of the following?</p><p> </p>,(a)  State Bank of India.,(b)  Reserve Bank of India.,(c)  ICICI Bank.,(d)  Life Insurance Corporation of India.,b,Easy,Factual,"<ul><li>National Housing Bank was set up in 1988 as a wholly owned subsidiary of the RBI, to promote housing finance institutions at local and regional level.</li></ul>"
