q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
114,Who among the following pioneering women serialized her autobiography Amar Katha between 1910 and 1913?,Binodini Dasi,Rashsundari Debi,Begum Rokeya Sakhawat Hossain,Kailashbashini Debi,CDS (I),2022.0,a,"Exp) Option a Is the correct answer.

Binodini Dasi, the pioneering woman in theater and
performing arts in India, serialized her autobiography
titled “Amar Katha” between 1910 and 1913. Through her
autobiography, Binodini Dasi provided insights into her
life journey, experiences, and contributions to the world of
theater. The autobiography was a significant work that shed
light on her struggles, achievements, and the challenges
faced by women in the performing arts industry during that
thme"
115,"Which one of the following pairs of Newspaper and Editor is not correctly matched? 
Newspaper     Editor",Navjivan : Mahatma Gandhi,Mahratta : Bal Gangadhar Tilak,Bengalee : Surendranath Banerjea,Voice of India : Gopal Krishna Gokhale,CDS,2022.0,d,"Exp) Option d is the correct answer.

The Voice of India newspaper was edited by Dadabhai
Naoroji, not Gopal Krishna Gokhale.

feaportaot Tipe

« Nevjtvan was @ newspaper founded by Mehatne
Gandhi ia 1919, and be served os hs editor.

«The Medratta was e promizcat newopaper established
Dy Bal Gongadhas Tulek tn 3381.

c The Bengslee was @ promiacnt Baglish-langeage
newtpaper founded by Surendreneth Banerice 15 1879."
116,"Match List I with List IT and select thecorrect answer using the code given below the Lists:
List-I (Literary.Work)  List II (Author) 
A.Duta Ghatotkacha       1.Bhatti
B.Mrichchhakatikam       2.Bhasa
C.Kiratarjuniyam         3.Shudraka
D.Ravanavadha            4.Bharavi
Code: 
ABCD",1 3 4 2,1 4 3 2,2 3 4 1,2 4 3 I,CDS,2022.0,c,"Exp) Option c be the correct answer.

+ Dute Ghatotkeche ls an epic pores weitten by Bhase, on
anckot Indien poet. tt narrates the story of Ghatothachs,
the 300 of Bhima (cae of the Pandara brothers) and
Hidirods (c rakshat), .

o Mricbchbekatikem, also kaown as “The Little Clay
Carty Wea Sanskrit ptey altcibuted to Shudreke, en ancient
Indiso playwright,

c Kicatacfentyom ls 9 Saoskrit play eutbored by Bharavi,
eo anctemt Indian playwright.

o Ravenavedba, alto known as “The Slaying of Ravana! ls
an epic porns written by Bhett!, en ancteni Indian poet"
117,Which one of the following is not the work of Ashvaghosha?,Sariputraprakarana,Buddhacharita,Saundarananda,Manjushrimulakalpa,CDS  (I1),2022.0,d,"Exp) Option d is the correct exswer,

‘The work *Menjoshrimolakelpe” ls cot stiributed to

Asbrsghoshs. Achraghovha was a0 Important figure La

ancient Indian inereicre and a Buddhist philosopher and

port. He ts known foe bis significant cosiributions to

Buddnlss ltovature.

Lmgorteat Tips

© “Seriputrsprakarene” ls 0 work attetbuted 10
Ashvaghoshs. tt le 0 Sonskeit tex that mertates the
tory of Seriputea, onc of the chief dlactples of Gautama
Bodthe,

* “Beddbacherite” te @ renowned work written by
Ashveghosha. Ite on epk Sanairlt pocm thet chronictes
the life and seachings of Gautams Buddha,

© “Saunderensade” fe 0 Buddhin Sanskrit epic thet
focuses on the life of Nends, who was the half-brother
of Geuteme Boddha.

© “Menjeshrimslakelpe” text primarily focuses co the
Bodhisattva Manjashel, who represents wisdom and is
regarded as a significant figure in Mahayans Buddblem,"
118,Which one of the following statements on the issue of ownership according to Smriti literature is not correct?,The paternal estate was to be divided equally amongst sons.,Women were allowed to retain the gifts they received on the occasion of their marriage.,The gifts to women on the occasion of their marriage were known as Stridhana.,Stridhana was not inherited by the children without the permission of the husband.,CDS  (II),2022.0,d,"Exp) Option d ls the correct answer,
Ia trediional Hinde sectety, Stridbane refers to the gifts
recelved by c weesan cn the ecceston of her marringe,
which includes movable sad Immovable property, Jewelry,
and other easeta. These gifts were considered the woeasn’s
absolute property and were dot subject to the control or
permission of ber husband of children,"
119,"Match List I with List II and select the correct answer using the code given below the lists:
List I (Author)           List-II(Poetical Work)
A.Brindavan Das           1.Shivasankirttan
B.Krishnadas Kaviraj      2.Chandimangal
C.Mukundaram Chakravarti  3.Chaitanyacharitamrita
D.Rameshwar Bhattacharya  4.Chaitanyamangal


Codes 
A B C D",4 2 3 1,4 3 2 1,1 3 2 4,1 2 3 4,CDS (1),2021.0,b,"Exp) Option b ts the correct eanwer,

The cosrect match la A- 4, B-3, C- 2, D-t. .

© Brindavan Deo- He le the author of Chaltanyamengal,
an epic based om the hfe of Chaltazya Chaltsoys played
an important role In development of Bangle aris and
Meerature,

© Kelshesdas Kevira) - He le the author of
Chaltesyecheritemrita. ® ls 6 ‘clgalficant biography
documenting the life and sachinge of Set Cheitenya
Mehaprabbe, the fosader of Geodiya Vaithncva
Sempradaye, Written primarily La Bengall with Sanskekt
‘veraes, It emphaslacs the devotional aspect and highlights
the importance of congregational chanting of Kriahos'’s
names and the Hore Krishna meatra.

c Muksnderes Chaktevertl He is the eotbor of
Chandinsagal, & recounts the story of Goddess
Chasdi’s constant battle to entablich her cult among
bamans,

© Rermecchwar Bhattecharya- He ls the suthor. of
Shivessaklettes. it ls story of God Shive."
120,Which one of the following scholars of Akbar’s court translated Bhaskaracharya’s Lilavati into Persian?,Abul Fazl,Faizi,Fathullah Shirazi,Ataullah Rashidi,CDS (I),2021.0,b,".

Exp) Option b is the correct answer, :

Faint, a renowned port and echolar In the court of Reaperer

Akber, ransaicd Bhaskerecharye's Lilsvatl late Perslon.

Likevatl, a mothematical treetie written Ia Sencksit, focused

om artihaectic and elgedra. Paitib expertice in Perslen

language and Htereture enabled bien to maske the content

occestible to a wider sodience In the Mughal court."
121,"Consider the following statements about Patanjali’s Mahabhashya
1.It makes a mention of Kautilya.
2.It is a book on grammar and refers tohistorical personalities only incidentally.
Which of the statements given above is/are correct?",Only 1,Only 2,Both 1 and 2,Neither 1 nor 2,CDS,2021.0,b,"Exp) Option b is the correct answer. .

Sterement 1 ls Locerrect, - Patasjell'» Mehabhechye docs

not make any direct mention of Keutllya, Kautllya, also

Aeows as Cheaskya, wes a recowned encicot Iadian

economist, phltosopher, and advisor te Chandregupts

Maerya. His teachings on statecraft and politics are compiled

Ln the treatise Artheshsstra, which ie 6 separate work from

Patanial's Mababhashye, |

Statement 2 le correct: Patanjall) Mahabharbya primarily

focuses co grammer end Ungulstic analysis, While it

penvides explanations ead examples related to lengusge,

& does aot extensively eefer to historical personalitics oF

eens,"
122,The painted illustration of the moving of the Ashoka Pillar at Topra is found in:,Tarikh-i-Firuz Shahi,Tarikh-i-Shahi,Sirat-i-Firuz Shahi,Akbar Nama,CDS  (I1),2021.0,c,"Exp) Option c fe the correct suswer.

‘The palated illustration of the moving of the Ashoks Piller

41 Topea can be found ia the book “Sirat-t-Fires Shabl.”

The book fe a hinorical work written by Zieeddia Bareal,

focusing on the reign of Sultan Fires Shab Teghleg and the

Aistocy of the Taghlag dyassty"
123,"The biography of Shaikh Muinuddin Chishti, authored by Jahanara, is known as:",Munis al Arwah,Fawaid ul Fuwad,Sirat ul Auliya,Muraqqa—e-Delhi,CDS  ID,2021.0,a,"Exp) Option 0 fs the correct anewer. .

“Manis al Arweh® [s the biography of Shaikh Melauddia

ChUhtL @ precuacm Sufl ssl, written by Jebsnere

Segem, the deughter of Bmperor Shah Johan and sister

of Aurangzeb. The book provides insights into the life,

teachings, and spiritual practices of Shaikh Muinuddin

Chishti.

Important Tips

Some major sufi order:

c Chisti Order: Founded by Khwaja Shaikh Muinuddin
Chishti, emphasizing unity with God and pacifism.

« Suhrawardi Order: Established by Sheikh
Shahabuddin Suharwardi Magqtul, maintaining a

| closer relationship with the ruling authorities.

c Nagshbandi Order: Founded by Khwaja Baha-ul-din
Naqshband, emphasizing adherence to the Shariat
(Islamic law).

c Qadiriyya Order: Popular in Punjab, founded by
Sheikh Abdul Qadir of Badaun, known for their
support of the Mughal Empire under Akbar’s rule."
124,Which one of the following statements about the ‘famous text of Panchatantra’ is correct?,It is a philosophical text reflecting the debates of the time and refuting rival positions.,It is a text ushering in linguistics as a formal science.,It is a text discussing developments in various spheres of natural sciences.,It is a text showing through illustration what should and should not be done.,CDS  (I),2020.0,d,"Exp) Option d is the correct answer.
The Panchatantra is a collection of Indian animal fables
that was compiled in Sanskrit. The collection is attributed
to Vishnusharma but the original author is unknown. The
Panchatantra is a didactic text, meaning that it Is intended
to teach a moral lesson. The stories in the Panchatantra
are often humorous and entertaining, but they also contain
valuable insights into human nature and the nature of the
world."
125,"The work Siyar-ul-Mutakherin, which describes the Battle of Plassey, 1757, was written by:",Salabat Jung,Qasim Khan,Ghulam Husain,Ram Mohan Roy,CDS,2020.0,c,"Exp) Option c is the correct answer.
Siyar-ul-Mutakherin was written by Ghulam Husain Khan
Tabatabai, an Indian historian from the 18th century Bengal.
He was an 18th-century Persian historian who served in
the court of Nawab Siraj-ud-Daulah, the last independent
Nawab of Bengal.

- Important Tips Oo

Siyar-ul-Mutakhkherin:

c The Siyar-ul-Mutakhkherin is in three volumes,

c Volume I gives an account of the geography, climate,
animals, forts, saints and Ulama of Hindustan, and
briefly surveys its history from the epic age to the reign
of aurangzeb.

« Volume II discusses the history of Bengal from the
death of Aurangzeb and deals with the nizamat of
Murshidabad, the relations of the English with the
nawabs, the battle of Palashi, and establishment of
English supremacy in Bengal and Bihar together with
British administrative system. |

c Volume III discusses the history of the Nizam of
Haidarabad, Haidar Ali of Mysore, Nawab-Wazirs
of Oudh, Emperor Muhammad Shah, Ahmad Shah
Abdali’s invasions and his wars with the Marathas.
The volume comes to an end after the affairs of the
English upto 1781 AD. _"
126,"During the 19th century, who among the following wrote Satapatra Series?",MG Ranade,BG Tilak,Bankim Chandra Chatterjee,GH Deshmukh,CDS,2020.0,d,". .

Exp) Option d is the correct answer, .

Gopal Hari Deshmukh, also known as Lokhitawadi, was a

Marathi social reformer, writer, and journalist. He wrote a

series of articles under the pen name Lokhitawadi, which

were published in the weekly Prabhakar. These articles

were later compiled into a book called Satapatra Series.
Important Tips

Satapatra Series:

« The Satapatra Series was a collection of essays on
social reform, education, and economic development.

c Deshmukh argued that India needed to undergo a
period of social reform in order to achieve progress.

« He advocated for the abolition of child marriage, the
promotion of widow remarriage, and the education
of women.

+ He also argued that India needed to develop its own
industries in order to become self-sufficient.

« The Satapatra Serles was a significant contribution
to the social reform movement in India. It helped to
raise awareness of the need for social reform and it
inspired others to work for change."
127,Who among the following wrote “The Philosophy of the Bomb”?,Sukhdev,Chandrashekhar Azad,Bhagwati Charan Vohra,Bhagal Singh,CDS  ID,2020.0,c,"Exp) Option c is the correct answer.
Bhagwati Charan Vohra was a revolutionary who was a
member of the Hindustan Socialist Republican Association
(HSRA). He was the author of the famous article titled :
“The Philosophy of the Bomb”, which was published in
1930. Vohra argued that the British Raj was a brutal and
oppressive regime, and that violence was the only way to
overthrow it."
128,"Consider the following statements:

1.According to Mahavamsa, Ashoka turned to the Buddha's dhamma when his nephew Nigrodha preached the doctrine to him. 
2.Divyavadana ascribes Ashoka being drawn to the Buddha's teaching to the influence of Ashokavandana Samudra, a merchant-turned monk
3.Dipavamsa speaks of Samudra, the 12 year old son of a merchant, as the key figure in, Ashoka’s coming under theinfluence of the Buddhist
Which of the statement(s) given above is/are correct?",Only 1,Only 2,1 and 2,1 and 3,CDS  (II),2019.0,c,".
Exp) Option c is the correct answer.
Statement 1 is correct: The Mahavamsa, a historical
chronicle of Sri Lanka, mentions that Ashoka converted to
Buddhism after being preached by his nephew, the Buddhist
monk Nigrodha.
Statement 2 is correct: The Divyavadana, a Buddhist text,
mentions that Ashoka was influenced by a merchant-turned-
monk named Ashokavandana Samudra, who played a role in
Ashoka’s acceptance of Buddhism.
Statement 3 is incorrect: Not Dipavamsa but Ashokavandana,
mentions Samudra as a key figure in Ashoka’s conversion to
Buddhism. .

Important Tips

Ashoka’s conversion to Buddhism:

e« According to the Divyavadana, there is a story that
attributes Ashoka’s conversion to Buddhism to a
Buddhist monk named Samudra.

© Samudra wes originally  mcrchact from Shravestl.
The tory goes that Semadra was lepriscucd is
Asboke’s “Hell” but managed to sere himself wileg
hile siracaloas powers,

© When Ashoke heerd about this tacredible fest,
he decided to visit the mea. Daring the meeting.
Ashoka wat ferther lmpresecd by 0 series of miracles
performed by Semudra. These extrecedinary events
had 9 profecad Impact oa Ashoka, feeding him te
embrace Baddhin.

« The Asbokevedans also mentions Samudre os 6
merchant’ s0n and describes him one 12-year-old boy
when he fint encountered Ashoka. Thle particular
eccount acems to have bree influenced by the
Nigroche story."
129,"Who is the author of the 16th century Sanskrit text, the Vraja Bhakti Vilasa which focuses on the Braj region in North India?",Todar Mal,Narayana Bhatta,Chaitanya,Rupa Goswami,CDS,2019.0,b,"‘Bxp) Option b ts the correct answer.

Naraysee Bhetta Gocwaml wes » [Gth-century Sanskrit

scholar ead suthor Me was a mejor figure im the Geadiys

Valaboove tradition. He ts the eathor of several Loportaat

texts, incleding the Vraja Bhakil Vilese. The Vraje Bhaktl

‘Vilaca be @ Seaskrit text that focuses om the Bre) regice In

Nerth Indie. [1 be « collection of stories and poeans about

the Isto of Krithoa."
130,"Match List I with List II and select the correct answer using the codes given below.

A.Sekhar Bandyopadhyay 1.Jawaharlal Nehru:A Biography,Vol-1, 1889-1947
B.Sarvepalli Gopal     2.From Plassey to Partition:A History of Modern India
C.David Hardiman       3.The Ascendancy of the Congress in Uttar Pradesh,1926-1934
D.Gyanendra Pandey     4.Gandhi in His Time and Ours
Codes: 
ABCD",2 4 1 3,2 1 4 3,3 1 4 2,3 4 1 2,CDS  (1),2019.0,b,"Exp) Opelon b te the correct answer,

A. Sekhar Bendyopedhyay - Prom Plassey to Partition: A

History of Modern India

B. Sarvepalld Gopal - Jawahartel Nehru: A Biography, Vol-1,

1489-1947

C, Devid Hardiman - Gendh la Hie Tine and Ours

D. Granendra Pandey - The Asceadancy of the Congress in

Utter Prodesh, 1926-1934"
131,"Verses ascribed to poet-saint Kabir have been compiled in which of the following traditions? 
1.Bijak in Varanasi
2.Kabir Granthawali in Rajasthan
3.Adi Granth Sahib
Select the correct answer using the codes given below:",1 and 2,"1,2 and 3",2 and 3,3 only,CDS  (1),2018.0,b,"Bxp) Option b fe the corcect onswer,

Verses ascribed te port-saint Kable bave been compiled in all

tree tredtlons aaentioned:

© Bijok fm Veranes The Bljck ts 0 collection of verses
attributed te Kebtr and ts associsted with the Kabir
Panth, » religtocs commenity that follows the teschings
of Kabiz, It te belleved to Reve been compiled Ls Verenest.

« Kabir Greathewall In Rejoviben: The Kebir Grantbawall
Us another compitation of Kabir’ verees, compiled by bis
followers In Rejarthan and le etsociated with the Kabir
Panth.

« Adi Granth Sshid: The Adi Granth Seblb, also known as
the Gera Granth Sahib, contalss hymns ead veries from
various selate and relipous figeres, lnchadiog Kabir,"
132,"The important source for Akbar’s reign, Tarikh-i-Akbari was written by which one of the following Persian language scholars?",Arif Qandahari,Bayazid Bayat,Abdul Qadir Badauni,Nizamuddin Ahmad,CDS,2018.0,a,"Exp) Option a ls the correct anewer,

Tertkh-l-skberi also known ep Musa(far name, the fire

chronicie of Emperor Akber,s reign is a important source

of information om the alztern centary history of India

perticulasty the formative years of his concer, This book le

compiled by Mobammed Arif Qaadberi ot the bebert of

Muraffar Khan when completed was presented to the khan

who conferred a Khile on hice,"
133,Who is the author of Manimekalai?,Kovalan,Sathanar,llango Adigal,Tirutakkatevar,CDS  (1),2018.0,b,"Exp) Option b is the correct answer.

Sertenes, also known a3 Chitbalal Chathansr, ts the author of

Mealrockalal, a Temil-Buddblst epic. The epic te considered

to be one of the five greet epics of Tami Liceretuce.
Amportent Tipe

Mealacktets

« Manimekiel Ise “euté-tove merrative,” a sequel to the
love story” in the firm Teseil epic Sileppedikarens,
incleding come of tts cherecters and their
descendants, .

The epic Bes 4,961 Lines tn akaval metre, divided lato
3 cantos,

+ It tells the aory of the eponymous protegonlst,
Monimekalal, who 1s 0 vietwous and compassionate
Buddhist prtecess. The epic follows ber piritoat
Jooracy, her encounters with various chorecters,
and her wltlsote sttalament of colighteement,
showcasing themes of love, devotion, and the seorch
for troth.

+ The Manimekalet coataine several Hindu Peraate
stoctes, ceferences to gods and goddesses in Hinde
and Buddhist traditions os well as the epic author's
suramary sections on different schools af Baddhiet,
Hindu, and Jain philosophies, the authors of which
are commosly secribed to cubsequent ceataries."
134,Which one of the following statements is not correct?,"Al-Biruni Identifies the Sufi doctrineof divine love as self-annihilation with
parallel passages from Bhagawad Gita.","According to Al-Biruni, Sufi theories of Soul were similar to those in Patanjali’s Yoga Sutra.",The Hatha Yogic treatise Amrita Kunda had lasting impact on Sufism.,Hujwiri’s conversation with the Yogis shows that he was impressed with their theory of the division of the human body.,CDS,2018.0,d,"Exp) Option d ls the correct enawer. .
Hojwislt conversation with the yogis does not show thet he
was Impressed with their theory of the diviston of the human.
body, In fact, Hujwir! wap critical of the yogis’ view of the
body, and he argued thot the Salts sheald aot edopt their
delete. :
Ta his book The Keshf al-Mabjob, Hujwir) writce: “The
yogis say thet the body is compased of five elernents, end
thet these elements are subject to decay and dluschution.
Thy therefore conclude thet the body le #0 obstacle to the
sstaloment of wnion with God, Bot the Safls ony that the
body ts o temple of the opirtt, ond that 1 is through the
body that the spirit con aitete caton with God!
Important Tipe

o Ad-Bireal, om Ielemic ochelas, compares the Saft
dactrios of diving love with self-annibilsiton to
peraiiel passages from the Bhageved Gita, in his
dook, Indie.

+ Al-Birant alse sotes the slellesity between Safi
Ubsories of the pon! end those fonad ie Patasjall’s
Yoga Sutra, suggesting cormmonsiities between Sufaes
and yogi: philosophy.

» The Hatha Yogic treatise Amrita Kunda did have a
lasting impact on Sufism, as certain practices and
techniques from Amrita Kunda were incorporated
into Sufi practices over time."
135,Who was/were the 10th century composers of the Nalayira Divya Prabandham?,Alvars,Nayanars,Appar,Sambandar,CDS  (1),2018.0,a,"Exp) Option a is the correct answer.
The Nalayira Divya Prabandham is a collection of 4,000
Tamil verses composed by the 12 Alvars, or Vaishnava
saint-poets, of South India.

7 Important Tips 7

Nalayira Divya Prabandham:

c Nalayira Divya Prabandham was compiled in its
| present form by Nathamuni during the 9th-10th
| centuries.

« The collection consists of four main sections: the
Mudalayiram (1,000 verses), the Periya Thirumozhi
(1,100 verses), the Thiruvaymozhi (1,100 verses),
and the Iyarpa (700 verses).

c The Nalayira Divya Prabandham is regarded as the
Tamil Veda and is considered equal in importance to
the Vedas in the Vaishnava tradition.

« It is recited, sung, and worshipped in temples
dedicated to Lord Vishnu, serving as a means for

| devotees to express their devotion and seek spiritual
upliftment."
136,Which twelfth century Sanskrit scholarwas first responsible for the compilation of‘Nibandhas’ or digests of epic and Puranic texts?,Harsha,Govindachandra,Lakshmidhara,Kalidasa,CDS  (II),2017.0,c,"Exp) Option c is the correct answer.
‘Nibandhas’ refers to digests or concise compilations
of epic and Puranic texts. These digests were created by
Lakshmidhara, a twelfth-century Sanskrit scholar, as a
means to summarize and present the essential information
from these extensive literary works in a more accessible and
manageable form."
137,"Which River is praised in the fifth centuryc Tamil epic, Silappadikaram?",Cauvery,Godavari,Saraswati,Ganges,CDS,2017.0,a,"Exp) Option a is the correct answer,
The fifth-century Tamil epic, Silappadikaram, prominently
praises the river Cauvery. The epic celebrates the beauty,
significance, and cultural importance of the Cauvery
River, which flows through the southern part of the Indian
subcontinent. It portrays the river as a symbol of fertility,
prosperity, and spirituality, deeply intertwined with the
lives of the people and the land.
ERE RE RRR PREETI eREE
Important Tips

The five great epics of Tamil literature, known as “Pancha
Kavyas,” are:

« Silappadikaram: Also known as “The Tale of an
Anklet,” it is a Tamil epic written by Hlango Adigal.
Silappadikaram tells the story of the love, betrayal, |
and redemption of Kannagi, a virtuous woman. |

« Manimekalai: Also known as “Garland of Gems”.
Written by the Sundarar, it is one of the important
work of Buddhist literature. Manimekalai is a sequel
to Silappadikaram. It revolves around the life of
Manimekalai, a young woman who embarks on a
spiritual journey.

« Civaka Cintamani- “The Jewelled Casket of
Civaka” is a 6th-century Tamil epic poem written
by Tiruttakkatévar. It is considered one of the most
important works of Jain literature in India. The poem
tells the story of Civaka, a young man who is born into
a wealthy Jain family. Civaka renounces his wealth
and family to become a Jain monk.

c Valayapathi- “The Tale of the Vallava Kingdom” is a |
6th-century Tamil epic poem written by Paranar. The
poem tells the story of the Vallava kingdom, which was
a powerful kingdom in South India during the Sangam
period. The poem explores themes of war, love, and
politics.

|. Kundalakesi- “The Garland of Kundalakes!” is a 6th-
century Tamil epic poem written by Mahendravarman
I. The poem tells the story of Kundalakesi, a beautiful
princess who is kidnapped by a prince from a rival
kingdom. The poem explores themes of love, war, and
revenge. _"
138,"Match the following.

A.Sumit Sarkar      1.The Rise and Growth of Economic Nationalism in India
B.Shahid Amin       2.A Rule of Property for Bengal
C.Ranajit Guha      3.The Swadeshi Movement in Bengal,1903-1908
D.Bipan Chandra     4.Event, Metaphor,Memory-Chauri Chaura, 1922-1992
Codes 
ABCD",3 4 2 1,3 2 4 1,1 2 4 3,1 4 2 3,CDS  (11),2016.0,a,"Exp) Option a is the correct answer.
Sumit Sarkar: He is a historian known for his work on the
social and political history of modern India, particularly
his book “The Swadeshi Movement in Bengal, 1903-1908”
which delves into the Swadeshi movement as a form of anti-
colonial resistance in Bengal.
Shahid Amin: His book “Event, Metaphor, Memory-Chauri
Chaura, 1922-1992” explores examines the Chauri Chaura
incident and its enduring impact on Indian nationalism.
Ranajit Guha: He was an influential historian known for his
contribution to the Subaltern Studies project. His book “A
Rule of Property for Bengal” examines the dynamics of land
ownership in Bengal during the colonial period.
Bipan Chandra; He was a prominent Indian historian who
specialized in madern Indian history. He wrote the book
“The Rise and Growth of Economic Nationalism in India”,"
139,"The epic, Silappadikaram refers to the",story of Rama,Jaina elements in the storyline,culture of Sri Lankan Buddhists,cult of Shakti worship,CDS,2016.0,b,";
Exp) Option b is the correct answer.
Silappadikaram is an ancient Tamil epic that narrates the
story of Kannagi, a virtuous woman who seeks justice for
her husband’s wrongful execution. The epic is known
for its portrayal of moral values, social customs, and
cultural aspects of ancient Tamil society. While it primarily
focuses on the story of Kannagi, the epic also incorporates
elements of Jainism in its storyline. These Jaina elements
include references to Jain philosophy, teachings, and ethical
principles."
140,Kamandaka’s Nitisara is a contribution to,Logic and Philosophy,Mathematics,Political morality,Grammar,CDS  (I),2016.0,c,"Exp) Option c ls the correct answer,
Kamandake's Nitleara ls 0 Sonchrie treatise on etatecreft and
political morality. & was composrd to the 7th century CE,
and [tls based om the Arthashastes of Kenillya The Nittears
fa divided sate 20 chapters, and & covers 6 wide renge of
topica, inchuding the dutles of the rater, the organization of
the state, the use of force, and the Importance of morality
in politica,"
141,"Consider the following statements:

1.Abhinavagupta wrote a comprehensive treatise called the Tantraloka which systematically presents the teachings of the Kula and Trika systems.
2.The Samaraichchakaha by Haribhadra Suri written in Gujarat around the 8th century is technically not a tantric work but is saturated with tantric ideas andpractices.

Which of the statement(s) given above is/are correct?",Only 1,Only 2,Both 1 and 2,Neither 1 nor 2,CDS  (1),2016.0,c,"Exp) Option c is the correct answer,
Stetemest 1 4 corsect: Abhinevegupta, 6 promlacnt
philosopher end scholar In the field of Tantra, wrote
comprehensive treatice called the “Tantrefoka” This work
presents the teachings of the Kole aod Triks eystems te a
symemal menses. Mt» considered one of the slgalficant
verte to the Shaive Tentre tradition,
Statement 2 ls correct: “Samareichchakebe” ie work written
by Maribbadre Seri is Gejerst around the Sth ceatery.
Alibough techatcally not c tantric work. It incorporates and
explores tantric dean and practices extemstvety. [t reflects
the laflvence and Lotegeation of tantric concepts withis the
‘broader religlous end philosophical content of the thos,"
142,The Rihla was written in:,Arabic in the 14th century by Ibn Battuta,Persian in the 15th century by Abdur Razzaq,Persian in the 13th century by Ibn Battuta,Italian in the 13th century by Marco Polo,CDS,2015.0,a,"xp) Option ols the correct anewer,
‘The Rible, alto knows as “The Travels,” was written in
Arabic by Tha Battate, s Moroccan explorer and echotar.
He embarked o0 « journey ia the 14th century, treveling
extensively throughout the [stamic world and depood.
Important Tipe
The Battate:
© He arrived io India in 1333.
° He wae appointed ose fudge by Sultan Muhamed bin
Tughieg.
* He travelled to vestous parts of India, evch a6 Sindh,
Punjod Gujarat, Malabas, Bengal and Acsam,
© He also visited the Maldives, Sei Lanke and Sumatra ca
bis way to Chima."
143,"Match List I with List II and select the correct answer using the codes given below the lists..
List I           List II
A.Somadeva      1.Malavikagnimitra
B.Kalidasa      2.Kathasaritsagar
C.Bhasa         3.Chaurapanchasika
D.Bilhana       4.Savapnavasacdatta
Codes: 
ABCD",2 1 4 3,3 4 1 2,2 4 1 3,3 1 4 2,CDS,2015.0,a,"Exp) Option o is the correct saswer.
© Somedeva wae 6 Sanskrtt pert who composed the
Mothasaritsagara (“Ocean of the Streams of Stories”) La
the 11h century CE. It Hi a collection of lodian legends,
fotk Lales and histories,
© Kalldese was 9 Sackrtt pect and dramatist who
considered one of the greatest writers of anclent India,
He wrote several works, taclading Melavikegntmitra
(/Malovike and Agoimitre”), @ pley about the love effalr
between King Aguimitra and o maid nemed Malavike
+ Bhese was a Sonskrit playwright who lived befors
Katidace and wrote several plays based on the epics and
purenss, One of bis ploys ts Svepacvecoradatia (“The
Orcam of Vasevedarte”), which tells the story of King

Udeyane and bis queen Vassvadatta,
© Bithans was e Sanskrit pect who lived in the 11th
crotury CB and wrote eeveral works, inchdiag
Checrapanchssths (“Fifty Stanzas of « Thiet""}, « love
poern sbout his affair with Princess Yeminiparnsllake,
whom be abducted from ber father’s palace ."
144,"Which of the following statement(s) about the musical culture in 18th and 19th centuries North India is/are not correct?

1.The period was marked by the growing eminence of Sadarang Neamat Khan who introduced the khyal form.
2.A large number of musicians move out of regional centres to Delhi where they hoped they would receive more employment and patronage.
3.The period was marked by the formationof specific region based gharanas.
Select the correct answer using the codes given below:",Only 1,2 and 3,Only 2,All of these,CDS  (I),2015.0,c,"Hap) Option c ls the correct answer.
Stateencat 3 19 corrects Sedareng Neamet Khan (alto spelled
Niamet Khon or Nereot Khoo) was a Hindustan) musical
composer ond artic: who lived in the 16th ceatery. He te
credited with lntrodacing and popalesizing the khyai form
of vocal music, which became the domlaant genze of classical
eamatc in North lodia.
Statement 2 1a incorrect: A large pumber of musicians
did not move out of regional centres te Deihi, bet rether
moved from Dethi to regional ceotres in search of mere
employmcm ond potronage. This was because Drihi
faced political and economic decline ta the 18th aad 1h
cenitartes, due to the weakening of the Mughal Zinpire, the
Lovasions of Nadis Shah and Ahmad Shah Abdali, end the
1890 of the Beitleb Bast [ndis Company.
Statement 9 Le correct A gherane (meaning “boure” or
“family) ls a sytem of muskel lineage or Uedition that
traces fe origin to a particalas teacher of etyte. A gharene
te characterited by distinctive features of repertoire,
technique, interpretation, end pedegogy that are passed
00 from generation to generation. The period of 19h ond
19tb ceaturtes saw the formation of many gharases Ju
Hiadustand music, especially in khyal singing."
