q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
123,Who among the following assumed the title of Nizam-ul-Mulk Asaf Jah to set himself an independent ruler with his base in Hyderabad?,Kartalab Khan,Bahadur Shah,Alivardi Khan,Chin Qulich Khan,CAPE,2021,d,"Exp) Option d is the correct answer.

Chin Qilich Khan assumed the title of Nizam-ul-Mulk Asaf
Jah to establish himself as an independent ruler with his
base in Hyderabad. He was a prominent noble and military
commander in the Mughal Empire under Aurangzeb since
1765, In 4749, Chins Qilich Khan broxe up with the Mughals
after the death of Aurangzeb and declared himself the ruler
of the Hyderabad State. He was recognized as the Nizam of
Hyderabad by the Mughal emperor Bahadur Shah Lin 1724,"
124,"Consider the following statements about sulh-i kul;
1. It means ‘absolute peace’.
2. It provided for freedom of expression to all religions and schools of thought.
3. The ideal of sulh-i kul was implemented through state policies.
Which of the statement(s) given above is/are correct?",1 and 2 only,"1,2 and 3",3 only,2 and 3 only,CAPF,2020,b,"Exp) Option b is the correct answer.

Statement L is correct- Sulh-ikal, which originated during
the reigii of Emperor Akbar in the Mughal /impire, translates
to ‘absolute peace’ or “universal peace’. It was formulated
with the help of Abul Faz, anc this policy was later followed
by Jahangir and Shah Jahan.

Statement 2 is correct~ Sulh-j kul was a policy implemented
by Emperor Akbar, which promoted religious tolerance
and freedom of expression for all religions and schoals
of thought. It aimed to create a harmonious and inclusive
society where individuals were allowed to practice their faith
without fear of persecution,

Statement 3 is correct- Sulh-i kul was a practical policy
implemented by Emperor Akbar. }t was incorporated into the
state policies of the Mughal Empire, emphasizing religious
inclusivity and promoting an atmosphere ef peace and
harmony. :"
125,Which one of the following statements about the religious policies of the Mughal kings is NOT correct?,"The tax on pilgrimage was abolished in 1563, and the Jizya tax on non-Muslim Subjects was abolished in 1564,",Akbar issued instructions to his officers to follow the policy of religious toleration,Not all Mughal emperors gave grants for the building and maintenance of places of worship,"Grants were issued for the repair of a number of temples in the reigns of Shah Jahan and Aurangzeb, after they had been destroyed during war",CAPF,2020,c,"Exp) Option c is the correct answer.

Statement a is correct- In 1863, Akbar stopped the tax
on pilgrimages, and in 1564, he also ended the jizya tax
because both of these taxes were unfair to people of different
religions. He told his officials to use the idea of suth-i kul,
which means peace for everyone, in their rule.

Statement b is correct- Akbar adopted the policy of Sulh-
I-kul which is an Arabic term that literally means “peace
with all” or “universal peace.” It was 2 policy of religious
tolerance and understanding. Furthermore, he abolished
the jizya, a tax that was imposed on non-Muslims. He
also allowed non-Muslims to hold high positions in his
government. He also built religious schools aud places of
worship for all faiths.

Statement ¢ is incorrect- The Mughal emperors Akbar,
Jahangir, and Shah Jahan were all patrons of religious
Jearning and architecture, They issued grants for the
building and maintenance of mosques, teraples, and other
religious buildings. Kven grants were issued for their repair,
when temples were destroyed during war,

Statement d is correct- Every Mughal emperor provided
funds to help construct and take care of religious places.
Even if temples were damaged in wars, there were grants
given for their restoration, as we can sce during the rule of
Shah Jahan and Aurangzeb."
126,"On which one of the following conditions, did the Marathas agree to serve the Mughal king with a cavalry contingent of 15,000 in the early 18th century?",Grant of the jagir of Malwa province,Control of the resources of Gujarat,The right te levy Chauth and Sardeshmukhi in the Deccan and South India,The right to mint coins in their own name,CAPE,2020,c,"Exp) Option c is the correct answer.

The Marathas were a Hindu warrior clan that emerged in
the 17th century in the Deccan region of India. They were
originally vassals of the Mughal Empire, but they gradually
gained power and independence. In the early 18th century,
the Marathas agreed to serve the Mughal king with a cavalry
contingent of 15,000 in exchange for the right to levy Chauth
and Sardeshmukhi in the Deccan anc South India, Chauth
was a tax that was levied on the agricultural produce of a
region. It constituted a quarter of the iand revenue, and it
was officially imposed at a rate of 25% on the revenue or
agricultural yield. Sardeshmukhi was a tax of ten per cent
that was levied on the military resources of a region."
127,Which one of the following dynasties ruled under the suzerainty of Kingdom of Vijaynagar?,"Sangamas, Saluvas, Tuluvas and Aravidus","Sangamas, Hoysalas, Aravidus and Tuluvas","Hoysalas, Saluvas. Poligars and Sangamas","Yadavas of Devagiri, Hoysalas, Saluvas and Aravidus",CAPF,2017,a,"Exp) Option a is the correct answer.

Vijayanagar Empire was ruled by four major dynasties:
Sangama Dynasty (1336-1486)

Saluva Dynasty (1486-1506)

Tuluva Dynasty (1506-1565)

Aravidu Dynasty (1570-1647)"
128,Which one of the following pairs of term and meaning is not correctly matched?,Khalisa: Villages whose income went directly to the State Treasury,Mauza: Rebellious territory,Inam: Land allotted to learned and religious man,Jagir: Territorial assignment given to Mansabdars in lieu of salary,CAPF,2017,b,"Exp) Option b is the correct answer.

Mauza is a term that means a village or a group of villages
in the Indian subcontinent. It does not refer to a rebellious
territory, as the question suggests. A mauza was the basic
unit of administration and taxation under the Mughal
Empire and later under the British Raj.

Khalisa was the land whose income went directly to the state
treasury, in contrast to jagir, which was the land assigned to
nobles and officials in lieu of salary.

Inam lands were those which were allotted to learned and
educated men. They were also given as rewards or grants for
religious and charitable purposes,

Jagir was a type of feudal Jand grant in the Indian
subcontinent, which developed during the Islamic rule era.
ft was given to nobles, officials, and members of the royal
family, including queens, in exchange for their service to the
state"
129,Which one among the following regarding the Ahadis of the Mughal period is NOT true?,They were individual troopers,They were placed under a separate Diwan and Bakhshi,They were ordinarily not placed under the Mansabdars,Their salary was at par with the Mansabdars,CAPF,2014,d,"Exp) Option d is the correct answer

Ahadis were the personal troopers of the Mughal emperor.
They were directly recruited by the emperor and were not
placed under the command of any Mansabdar. They were
highly paid and had their own paymaster. Their salary was
not at par with the Mansabdars, but it was significantly
higher than the salary of regular soldiers,

Important Tips 1
Mansabdari System |
e In this system, a military officer worked for the
government who was responsible for recruiting and |
| maintaining his quota of horsemen. |
;e His rank was based on the horsemen he provided, |
| which ranged from 10(the lowest), up to 5000. A
prince had the rank of 25000. This was called the zat |
and sowar system. |
| « An officer had to keep men and horses in a ratio
| of 1:2. The horses had to be carefully veritied and |
| branded, and Arabian horses were preferred. The ;
; officer also had to maintain his quota of horses, |
elephants and cots for transportation, as well as foot |
soldiers and artillery.
Soldiers were given the option to be paid either in |
monthly/annual payments or jagir, but many chose
jagir. The emperor also allocated jagir to mansabdars for |
| maintenance of the mansabs. |"
130,Which one among the following cannot be attributed to Shahjahan’s reign?,Moti Masjid,Qila-i-Kuhna Masjid,Jama Masjid,Rang Mahal,CAPF,2014,b,"Exp) Option b is the correct answer
Oila-i-Kuhna Masjid is a mosque located in the Purana
Qila (Old Fort) in Delhi, India. It was built by Sher Shah
Suri in 1541. The mosque is a single-aisled structure with
a courtyard, The mihrab (prayer niche) is made of red
sandstone and is decorated with intricate carvings.
| Important Tips
| Moti Masjid located in the Agra Fort, India. it was built
by Shah Jahan in 1653. The mosque is a smal), square
structure with 2 single dome. The minxab is made of white |
marble and is decorated with intricate carvings. |
Jama Masjid is a mosque located in Old Delhi, India. |
It is the largest mosgue in India and one of the largest
| mosques in the world. It was built by Shah Jahan in 1656.
| The mosque is a red sandstone structure with three large |
domes and four minarets. i
Rang Mahal is a palace located in the Red Fort in Delhi, |
| India. It was built by Shah Jahan in 1637. The palace |
is a two-story structure with a red sandstone exterior |
and a white marble interior. The palace is decorated with
intricate carvings and paintings. |"
131,"Which of the following statements is/are correct?

1. Humayun invented Taj-i-izzat.
2. Taj-i-izzat was a head gear, composed of a cap and a wrapping cloth.
Select the correct answer using the codes given below. 

Codes:",Only 1,Only 2,Both 1 and 2,Neither 1 nor 2,CAPF,2014,c,"Exp) Option c is the correct answer
Statement i is correct: Humayun invented ‘laj-i-izzat. This
is mentioned in the Ain-i-Akbari, a 16th-century Persian
text written by Abu’] Fazl ibn Mubarak.
Statement 2 is correct: Taj-i-izzat was a headgear composed
of a cap and a wrapping cloth. ‘the cap was made of velvet or
silk, and the wrapping cloth was made of muslin or silk. The
Taj-i-izzat was a symbol of power and authority, and it was
worn by Mughal emperors and nobles."
132,"The ruling dynasties Sangama, Saluva, Tuluva were associated with",Warangal,Kashmir,Bengal,Vijayanagara,CAPF,2014,d,"Exp) Option d ts the correct newer | .
‘The Sangama, Seluva, and Toluva dynasties were all
associated with the ViJayanagara Emplce. The Vijayanagare
Empire was a powerfu) Hindu empice that culed over much
of southern India from the 14th to the 16th centuries.
Important Tips
Sengama dynesty (1336-1485): It was founded by
Herihara J and Bukkas Raye 1, who were brothers from
the Hoysele klogdom. The Sangame dynasty was « thme
of greet expansion for the Vijayanagara Empire, and it sew
the empire reach Its greatest extent.
Saluva dynasty (1496-1505): It was founded by Saluve
Narasimha, who wasa general wadce the Seagama kings.
The Saluva dynasty was a time of pollitcal Instability, but
it also saw some importont milltary victories.
Tuluva dynasty (1508-1565): It was founded by
Kelshaadevarays, who Is considered to be one of the
greatest culers of the Vijayanagara Empice. The Tuluva
dynasty was s time of great cultural and economic
prosperity for the empire.
Aravidu dysesty (1565-1646): It was founded by
Aravidu Ratmaraya, who wae a gencral ender the Tulave
kings. The Aravidu dynasty was a time of decline for the
emplre, aad it eventually collapsed In 1646."
133,"In respect to Balutedars, which of the statements given below are correct?
1. They were village servants and artisans.
2. They were employed by individual peasant family.
3. They existed in the Medieval Deccan and Maharashtra. 
Select the correct answer using the code given below.",1 and 2 only,2 and 3 only,1 and 3 only,"1,2 and 3",CDS  (1),2023,c,"Exp) Option cts the correct answer.
Stotement U is corrects Balutedars were village servants and
erttsans who provided various services to the farmers and
the village communtty In exchange (or a share of grain or
agricultural produce. They existed In the Medleval Deccan.
ond Meharashtre and were past of a hereditary system of
twelve vades.
Statement 2 Je Incorrect: They were not employed by
Individual peasaut family, Sut by the village es a whole,
Statement 3 is correct: Balutedars were prevalent in the
Medieval Decesa region, which Includes sreas of present-
day Maharashtra and surrounding regions. They played
a signiNeant role in the socto-economic structure of the
villages In this region. ."
134,Francois Bernier was physician to,Prince Murad,Princess Jahanara,Emperor Shah Jahan,Prince Dara Shikon,CDS  (1),2021,d,"Exp) Option d Is the correct answee
Prengois Bernice waa @ French physician, traveler, end
bistorlan who lived In India for 12 years. He was associated
with the Mughal Court as a personal physician of Dore
Shikoh (eldest son of emperor Shah Jahan)."
135,"Which of the following statements about ‘Mughal Mansab’ system are correct?

1.‘Zat’ rank was an indicator of a Mansabdar’s position in the imperial hierarchy and the salary of the Mansabdar.
2. ‘Sawar’ rank indicated the number of horsemen the Mansabdar was required to maintain.
3. In the seventeenth century, Mansabdars holding 1000 or above ‘Sawar’ rank were designated as nobles (Umara).
Codes:",1 and 2,2 and 3,1 and 3,"1,2 and 3",CDS,2020,a,"Exp) Option ele the correct answer
Stotement 1 le correct: The ‘Zal’ rank In the Mansabdar
eystem Indicated a nobles position or status within the
imperial hierarchy. ft deteemined their soclel status, and

their salary of stipend was directly linked to thelr Zat rank.
Statement 2 Se correct: The ‘Sawar’ rank referred to the
number of cavalrymen or horsemen that a Mensabdar was
tequired to maintaln for military service. The number of
Sewar rank varied, slasting from as low as ten and going up.
to thousands, depending oa the Mansabdar’s rank.
Statement 3 1s Incorrect: Those mansabdacs whose renk was
one thousand or betow were called Amir, while those above
1,000 were called Amie-al Kabir (Great Amir). Some great
Amilce whose ranks were above 5,000 were also given the
title of Amir-al Urmare (Acuir of Amirs)."
136,Name the platform used for ritual purposes by the kings of the Vijayanagara Empire.,Mahanavami Dibba,Lotus Maha,Hazara Rama,Virupaksha,CDS  (1),2018,a,"Exp) Option a is the correct enswer

Mshanavem! Dibba was used by the kings of the
Vijeyanagera Evapire to celebrate the festival of
Mahanavami. It is located in the Royel Enclosure of Hampi,
and It i¢ a UNESCO World Heritage Site. The platform is 12
metere high and It is made of granite. It ls decorated with
carvings of elephants, horses, and warriors."
137,The term Upari refers to which one of the following?,A category of proprietary tenure under the Mughal rule,A category of tenancy tenure under the Maratha rule,A soldier in the Maratha army,A village headman in the Mughal period,CDS  (II),2016,b,"Exp) Option b Ie the correct answer.

‘The term “Upari” refers to a category of tenancy tenure
under the Maratha rule. It was e system in which the revenue
rights of a particular area were leased out to an individual
oF 8 group of individuals, who would then collect revenue
from the land end pay a fixed amount to the governinent.
‘The Upart holders were responsible for the management and
collection of reveaue from the assigned land,"
138,"Consider the following statements and choose the answer using the codes given below:
Statement I: The Zamindars were an exploitative class in Mughal India.
Statement II: The Zamindars often received the support of the peasantry in a large number of agrarian uprisings in North India in the 17th century. 
Codes","Both the statements are individually true, and statement II is the correct explanation of statement I","Both the statements are individually true, but statement II is not the correct explanation of statement I","Statement I is true, but statement II is false","Statement I is false, but statement II is true,",CDS  ID,2016,b,"Exp) Option b ls the correct answer.

Stateroeat I 1s correct- The Zamindars were an exploitative
class in Mughal India, The Zamindars were a hereditary
landowning class who collected revenue from peasants on
behalf of the Mughal admlolsteatlon. They often wielded
significant power and could exploit the peasants through
excessive taxation of other forms of coercion.

Statement II bs correct- The Zamindars often received the
support of the peasantry in a lerge aumber of egrarian
oprisings in North India in the 17th century. While {t is
true that soine agcactan uprisings involved collaboration or
support from certain sections of the peasantry, it is note
universal or consistent pattera, Agrarian uprisings cao have
coniplex dynamics, and the peasantry’s relationship with the
Zamiadars vasied accoss different regions and contexts."
139,"Which of the following statement(s) about
the Vijayanagara empire is/are true?
1. The kings claimed to rule on behalf of the God Virupaksha.
2. Rulers used the title “Hindu Suratrana to indicate their close links with Gods.
3. All royal orders were signed in Kannada,Sanskrit and Tamil.
4. Royal portrait sculpture was now displayed in temples.
Select the correct answer using the codes given below:",4 only,1 and 2 only,"1,2 and 3","1,2 and 4",CDS  (1),2016,d,"Exp) Option d fs the correct anawer.

Statement 1 Ie correct- The kings of the Vijayenagara
emplre claimed to rule on behalf of the God Viropaksbe.
This religious association was a significant aspect of thelr
cule, and they sought to legitimize their authority through
thelr connection with the deity.

Statement 2 is correct- Rulers of the Vijayanagara empire
used the title ‘Hindu Suratrana, which translates tc
“Emperor of Hindu Kings.” This title emphasized thei
close links with Hindu gods and symbolized their role a:
protectors of the Hindu dharma.
Statement 3 is incorrect- Royal oders of court in Vijaynagai
Empire were issued primarily in Sanskrit.
Statement 4 is correct- Royal portrait sculpture was indeec
displayed in temples during the Vijayanagara empire. Thi:
practice reflects the close association between the roya
family and religious institutions, as well as the importance
of royal patronage of the arts."
140,"After the death of Shivaji, there was a fight for succession between",Shambhaji and the widow of Shivaji,Shambhaji and Bajirao,Rajaram and Shambhaji,None of the above,CDS  (ID),2015,c,"Exp) Option c is the correct answer.
After the death of Shivaji, there was a fight for succession
between Rajaram and Shambhaji.

Important Tips

¢ After Shivaji’s death in 1680, his elder son Shambhaji
succeeded him as the Chhatrapati of the Maratha
Empire. However, his younger son Rajaram and his

widow Soyarabai challenged his claim and conspired
against him.

e Acivil war broke out between the two factions, which
was eventually won by Shambhaji with the help of
some loyal generals and ministers.

¢ Shambhaji ruled for nine years until he was captured
and executed by the Mughals in 1689.

¢ Rajaram then became the Chhatrapati and continued
the resistance against the Mughals until his death in
1700."
141,"Which empire did Nicolo de Conti, Abdur Razzaq, Afanasy Nikitin and Fernao Nuniz visit?",The empire of Kannauj,Vijayanagara empire,Hoysala empire,Rashtrakuta empire,CDS,2015,b,"Exp) Option b is the correct answer.

Nicolo de Conti, Abdur Razzaq, Afanasy Nikitin and Fernac
Nuniz were all foreign travellers who visited India in the 15th
and 16th centuries and wrote accounts of their observations.
They all visited the Vijayanagara empire, which was ¢
powerful Hindu kingdom that ruled over most of South
India from 1336 to 1646

! Important Tips

+ Nicolo de Conti was an [talian merchant who visited
India in 1420 and stayed for about four years. He
travelled to various parts of India, including the
Vijayanagara empire, where he met the king Deva
Raya HU and described the city of Vijayanagara as
large and prosperous.

» Abdur Razzaq was a Persian diplomat who visited |
India in 1443 and stayed for about two years. He met

| the king Deva Raya II and wrote about the splendour
and wealth of the Vijayanagara empire

r Afanasy Nikitin was a Russian merchant who visited

| India in 1469 and stayed for about three years. ;
He travelled to various parts of India, including

| the Vijayanagara empire, where he witnessed the
coronation of Virupaksha Raya II and wrote about
the customs and religion of the Hindus.

« Fernao Nuniz, was a Portuguese traveller who visited
India in 1535 and stayed for about three years. He
travelled to various parts of India, including the
Vijayanagara empire, where he met the king Achyuta
Deva Raya and wrote a detailed history of the
Vijayanagara empire from its foundation to his time."
142,"Which of the following features of the State of Arcot in 18th century South India are correct?
1. The founders of the dynasty that ruled Arcot were Daud Khan Panni and Saadatullah Khan.
2, Arcot became the site of a protracted struggle between the English and Dutch East India Companies from the 1740s.
3. Decentralisation was a key feature of the State of Arcot in the 18th century.
4. The other major State to emerge in South India at this time was Mysore.

Select the correct answer using the codes given below:",1 and 2,"1,2 and 4",3 and 4,2 and 4,CDS,2015,b,"Exp) Option b is the correct answer.

Statement 1 is correct: Daud Khan Panni and Saadatullah
Khan were the founders of the dynasty that ruled Arcot, a
princely state that was established by the Mughal emperor
Aurangzeb in 1692 and later became a protectorate of the
British East India Company

Statement 2 is correct: Arcot became the site of a protracted
struggle between the English and Dutch East India
Companies from the 1740s, as part of their rivalry for trade
and influence in India.

Statement 3 is incorrect: The State of Arcot in the 18th
century was characterized by centralization rather than
decentralization. The rulers of Arcot sought to consolidate
their power and establish a strong central authority.
Statement 4 is correct: The other major State to emerge in
South India at this time was Mysore. In the 18th century,
the Kingdom of Mysore, under the leadership of rulers like
Hyder Ali and Tipu Sultan, emerged as a significant power
in South India. ."
143,Which of the statements given below about the Mughal rule in India is false?,Peasant communities were a united and homogeneous group.,There was an abundance of food grain.,The state encouraged those crops that brought in more revenue,Most regions produced two crops in a year,CDS  (ID),2014,a,"Exp) Option a is the correct answer.

During the Mughal rule in India, peasant communities
were not a united and homogeneous group. India had a
diverse agrarian society with various social and economic
differences among peasants. There were differences in
landholding, socio-economic status, and agricultural
practices among different peasant communities.

Option b is correct: The Mughal Empire witnessed
significant agricultural prosperity, and there were periods of
surplus food production.

Option c is correct: Fhe Mughal state implemented policies
that aimed to maximize revenue, and therefore, crops that
were economically profitable received encouragement and
support.

Option d is correct: The favorable climate and agricultural
practices in many regions of the Mughal Empire allowed for
the cultivation of two crops in a year."
144,The ruins of the Vijayanagara at Hampi were brought to light in 1800 by,Colonel Colin Mackenzie,Six John Shore,Andrew Fraser,John Marshall,CDS  (ID,2014,a,"Exp) Option a is the correct answer.

Colonel Colin Mackenzie, a British army officer and surveyor,
played a crucial role in the discovery and documentation

of the caine of the ViJayanegara Empice at Hampi. He
‘wes appointed as the first Surveyor General of India by the
British East [ndla Company.
In 1800, he came across the eulns of Hampi, the capital city
of the Vijeyanagara Empire, which had beea abandoned and
lost to history."
145,"Consider the following statements about Sher Shah’s administration

1. He divided his empire into Sarkars, which were further subdivided into Parganas.
2. The Sarkars and the Parganas were directly administered by Sher Shah without the help of any other officials. 
Which of the statement(s) given above is/are correct?",Only 1,Only 2,Both 1 and 2,Neither 1 nor 2,CDS  (1),2014,a,"Exp) Option a Is the correct answer.
Statement I Is correct: Sher Shah divided his emplre into
administrative aalts caited Sackecs, which were further
divided into Parganas. This administrative division helped
In effective governance and revenue collection.
Statement 2 is incorrect: While Sher Shah implemented
@ systematic sdralnisteative structure with Sarkacs
and Parganas, he did rely on officials to assist In the
administration of these onite. The Sarkars and Parganas
were not directly administeced solely by Sher Shah himself.
The chief offictals of @ savker were the shiqder (military
officer), the amin (revenue officer), the fotedar (treasurer),
and the kackuns (accountents}

Important Tips

About Sheg Shah Suri:

© Shee Shah Suri was @ ruler In medieval India who
established the Suc dynasty and reled from 1540 to
1545,

« He implemented administrative reforms, Including
dividing his empire into Sarkere and Perganes (or
effective governance.

« He improved road connectivity by constructing the
Grand Trunk Road, and established @ postal system.
for efficlent communication.

© Sher Shob istroduced standardized coine and
achieved military victocles ogainst the Mughal
Empire."
146,Who was the first Mughal ruler who fonght against the British?,Jahangir,Aurangzeb,Shah Jahan,"Bahadur Shah Zafar
(e) None of the above/More than one of the above",67th BPSC (Pre) (Re-Fxam),2022,b,"Exp) Option b 1s the correct ecswer

The flest Mughal ruler who fought agelnst the British
was Aurangzeb. He engeged In the Anglo-Mughal War
(1686-1690), also known as Child's Wer, permed after Sir
Josieb Child, the governor of the Kast Ladia Company at
the time. The conflict arose due to tensions between the
English East India Company and the Mughal Empire over
trading privileges and taxes, The war saw bettles and
blockedes along the Indlan coast, with the Mughal forces led
by Aurangzeb ultimately achieving victory. The East indie
Company was forced lo concede, pay a fine, and renew trade
privileges ender Aurangzeb's terms. This marked the initlal
clash between the Mughal Empire end the British on the
Indian subcontinent."
147,Where is Sher Shah’s tomb located?,Sasaram,Maner,Sitamarhi,"Pavapuri
(e) None of the above/More than one of the
above",67th BPSC (Pre),2022,a,"Exp) Option a fs the correct emewer.

The tonib of Sher Shah Suri, situated In Sasaram, Bihar, india,
commemorates the founder of the Surt Empire, Constructed

between 1540 and 1545, it features Indo-Islamic architecture
and stands 122 fect high beside on artificial ake. Its unique
square stone plinth design includes domed kiosks, chhateis,
stone banks, and stepped moorlnges. Connected by » wide
stone bridge, the unain octagonal tomb has a 22-meter dome
end ornamental klosks adorned with colored glazed tile
work. Its completion In August 1$4$ marked Sher Shah's
legacy.
Importaat Tips
Qlla-+-Kalne Masjid, Delhi:- Built by Shee Shah Suri in
1541, this mosque was made for people to gather and pray.
The name “Qila-Kuhna® means “Mosque of the Old Fort”.
This beautiful bultding, along with the Shes Mandal, are
the only two structures left from Delhi's Purana Qila,
Shee Shab efso built the famous Grand Trunk Road,
Rohtas Fort in Pakistan, Shee Shah Suri Masjid In Paine,
and the Quilz-e-Quanah Mosque tn Delhi's Old Fort."
148,Who was the founder of the Vijayanagara Empire?,Deva Raya I,Krishnadeva Raya,Harihara-Bukka,"Vira Narasimha Raya
(e) None of the above/More than one of the above",67th B.P.S.C. (Pre),2022,c,"Exp) Option ¢ le the correct answer.
The Vijayenagera Empire was founded in 1336 AD by
Haribara and Bukka, who were brothers. They established
the rule of the Sangama dynasty in Vijayanagers, with the
guidance and insptration of their Guru Vidyaranys. Hampi
was chosen as the capital of the empire, and Harihara became
the first rules of this dynasty.
Importent Tips
Four dynasty of Vijoyenagara Emptre:
Sangam Dynasty (1336-1485 AD)- It was the firet
dynasty of the Vijayanagara Fropire. It wes founded by
Merthace and Bukka, two generals in the Hoysale army.
Saluva Dynasty ((148$-150$ AD)- Satuva Nereelmha
was the first king of this dynasty and Narasiuhe Raye 2
was the greatest king.
Tulova (1505-1570 AD)- The founder of the Tuluva
dynasty in the ViJayanagara Enspire was Totuva Naracs
Nayake, who happened to be Emperor Krichnedevarays’s
father. Krishnadevaraya wos the greatest king In this
dynasty.
Aravidu (1570-1649 AD)- Tirumala Deva Raya was
the founder of this dynesty and It was the fourth and last
dynasty of the Vijayanagar Empire,"
149,Who promulgated Din-i-ilahi?,Babar,Akbar,Jahangir,"Shah Jahan
(e) None of the above/More than one of the above",66th B.P.S.C. Re-Exam (Pre),2020,b,"Exp) Option b is the correct answer,
Akbar was the Mughal emperor who ruled from 1556 to 1605.
He was known for his religious tolerance and his reforms
in administration, taxation, end culture. He founded the
Dio-f Itahi (Divine Monotheism) or Divine Faith, in
1582 as a new syncreiic religion or spiritual program that
combined elements from vaclous religions, such es islem,
Hindulsm, Jainism, Sikhism, Christianity, Zoroastrianism,
and Buddhism.

| Important Tips

| The Din-i [ahi was not a popular or widespread religion,
but rather an elite eclectic movement that never
numbered more than 19 adherents.

° The members of the religion were handpicked by
Akbar according to their devotion to him.

o They included some of his closest friends and
advisers, such as Abw’l-Fazi, Birbal, Faizi, and Abul
Faizi Sirhindi.

e¢ The Din-i [ahi did not survive Akbar’s death in 1605

| and was soon forgotten,

Akbar established Ibadat Khana as a house of worship at

| Fatehpur Sikri in 1575,

He issued an Infallibility Decree in 1579, which asserted

his religious authority over his subjects. It stated that

Akbar had the power to interpret the Islamic law and issue

binding judgments on religious matters."
150,"In medieval India, why was the mansabdari system introduced?",For revenue collection,Facilitating recruitment to the army,None of the above/More than one of the above,Ensuring clean administration,65th B.P.S.C. (Pre),2019,b,"Exp) Option b is the correct answer.

The main purpose of the mansabdari system was to facilitat
the recruitment and management of the army. The Mugha
army had no regimental structure and the soldiers were no
directly recruited by the emperor. Instead, individuals, suc!
as nobles or local leaders, would recruit their own troops
referred to as a mansab, and contribute them to the arm)
he emperor would assign them a mansab rank based o
their merit and loyalty, and pay them accordingly. Th
emperor would also inspect the troops periodically to ensur
their quality and efficiency."
151,"Who among the following rulers divided his troops into units of two hundred, two hundred fifty and five hundred?",Bahlul Lodi,Sikandar Shah,Sher Shah,"Islam Shah
(e) None of the above/More than one of the above",64th BPSC (Pre),2018,e,"Exp) Option e is the correct answer.

Islam Shah implemented significant reforms to maintaii
the efficiency of the army during his rule. He restructure
the cavalry, establishing regular grades in the service an
organizing the troops into units of 50, 200, 250, and 50
soldiers. Additionally, the army was further organized int
larger divisions of 5,000, 10,000, and 20,000 soldiers. Islan
Shah also focused on strengthening the artillery to enhanc
the military capabilities of the empire. To bolster the defens
of the empire, he constructed five new fortresses: Shergarh
Islamgrah, Rashidgarh, Firozgarh, and Mankot.

Sher Shah Suri was a Pashtun general who rebelled agains
the Mughal Empire in the 16th century. He was a skille:
military strategist and administrator, and he introduced
number of reforms to the Mughal army. One of these reform
was to divide the army into units of 200, 250 and 500 men
These units were called sawars, jazawars and hazara
respectively.

Hence option both ( c) and (d) are correct. Thus option (e
“More than one of the above” is the correct answer."
152,Who stated that five thousand to twenty thousand men worked for forty years to build the palace of forty pillars at Allahabad in Akbar’s time?,Manucci,Tavernier,William Finch,"Abdul Hamid Lahori
(e) None of the above/More than one of the above",B.P.S.C. (Pre),2018,c,"Exp) Option ¢ is the correct answer.

William Finch was an English merchant in the service of Eas

India Company and he travelled along with Captain Hawkins.
He travelled during the reign of Jehangir. He stated that five
thousand to twenty thousand men worked for forty years to
| build the palace of forty pillars at Allahabad in Akbar’s time.
| [ Important Tips
* In 1612, Jehangir confirmed the privileges to Finch
and Hawkins and EIC in that year established the first
factory at Surat.
¢ William Finch is one among the traveler, cited by the
Supreme Court of India in Ayodhya Verdict Case.
| ¢ Finch visited Ayodhya between 1608 and 1611 and did
not find any building of importance of Islamic origin."
153,Who was the ruler of India when the English East India Company was formed?,Aurangzeb,Akbar,Jahangir,"Humayun
(e) None of the above/More than one of the above",63rd B.P.S.C (Pre.),2017,b,"Exp) Option b is the correct answer.
Akbar was the ruler of India when the English East India
Company was formed. ‘he English East India Company was
| formed on December 31, 1600, by a royal charter from Queen
Elizabeth I of England. The company was established to trade
with the East Indies, which included the Indian subcontinent
and Southeast Asia. Akbar died in 1605, and was succeeded
: by his son Jahangir, who received the first English ships
| that arrived in India in 1608. Jahangir allowed the company
to establish a factory at Surat, which became its first foothold
| in India."
154,The remains of Vijayanagara empire are found in-,Bijapur,Golconda,Hampi,"Baroda
(e) None of the above/More than one of the above",63rd B.P.S.C. (Pre.),2017,c,"| Exp) Option c is the correct answer.
: Hampi’s ruins are a reflection of the Vijayanagara empire,
: founded in 1336 by Harihara I and Bukka Raya I. The
empire fell in the Battle of Taliketa in 1565. The credit
for bringing Hampi’s ruins to light in 1800 goes to Colonel
Colin Mackenzie, an engineer and antiquarian working for
the English East India Company.
;"
