q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
112,Sarnath Pillar was built by-,Harshavardhana,Ashoka,Gautam Buddha,Kanishka,U.P. Lower Sub. (Spl)(Pre),2008.0,b,"Exp) Option b is the correct answer.
The Sarnath Pillar, known as the Lion Capital of Ashoka,
was built by the Mauryan emperor Ashoka around 250
BCE. It features four life-sized lions back-to-back on an
abacus, symbolizing Ashoka’s association with Buddhism.
The pillar commemorates the site of Gautama Buddha's first
serinon. It stands 2.1 meters tall, crafted from a single block
of polished sandstone. This iconic pillar is on display near its
original location in Sarnath, representing both Buddhist and
secular symbolism. The Lion Capital also inspired India’s
national flag emblem and state emblem.
_ Important Tips
Ashokan pillars:
« The Ashokan pillars, strategically placed, symbolized
the axis mundi, connecting heaven and earth.
« Found at various sites including Lavuriya-Araraj,
Lauriya Nandangarh, Rampurva, Nigali Sagar, i
| Sarnath, Topra, and Meerut, they conveyed diverse |
messages.
« Interestingly, two pillars relocated by Feroz Shah
Tughlaq to Delhi were from Topra and Meerut. —__

¢ Notably, some, like the bull capital at Rampurva, the
lion capital at Vaishali, and the Kolam pillar, lack
inscriptions.

e These pillars shared common characteristics:

e Crafted from Chunar sandstone, they were mostly
monolithic, having a polished surface.

e Rising 12-14m, the plain cylindrical shaft, without a
base, met a bell capital, which took the shape of an
inverted lotus.

« An abacus atop the bell capital supported the
crowned animal. This abacus evolved from square and
plain to curved and circular.

» Fully carved on all sides, they intended to be viewed
from all angles.

* Rich in symbolism, the motifs held profound meaning:

+ Lotus represented purity and fertility.

« Lion symbolized solar energy and Buddha, termed
Sakyasimha.

» Bull was associated with fertility.

- Elephant resonated with Buddha's miraculous
conception.

+ Spoked wheel indicated the wheel of dharma and
sovereignty.

« Horse signified Siddhartha’s departure for
enlightenment, depicting key aspects of Indian

___feligious traditions."
113,"Who amongst the following Sultans built
the fitth Storey of Qutb Minar?",Qutbuddin Aybak,Ututmish,Firuz Shah Tughluq,Sikandar Lodi,U.P. Lower Sub. (Spl)(Pre),2004.0,c,"Exp) Option c is the correct answer.
Qutab-ud-din Aibak, the first Muslim ruler of Delhi,
commenced the construction of the Qutab Minar in 1200
AD, but could only finish the basement. His successor,
Iltutmush, added three more storeys, and in 1368, Firoz Shah
Tughlak constructed the fifth and the last storey. The first
three storeys are made of red sandstone; the fourth and fifth
storeys are of marble and sandstone. At the foot of the tower
is the Quwwat-ul-Islam Mosque, the first mosque to be built
in India. It isa UNESCO World Heritage Site in the Mehrauli
area of South Delhi, India."
114,"Which centre consists of more than 100
Buddha caves?","Both (A)and (R)are true, and (R)is the
correct explanation of (A).","Both (A)and (R)are ture, but (R)is not
the correct explanation of (A),","(A)is true, but (R)is false.","(A)is false, but (R)is true.",U.P. Lower Sub. (Pre),2002.0,c,"Exp) Option c is the correct answer.

The Kanheri caves are a group of rock-cut Buddhist

monuments located in the Sanjay Gandhi National Park,

near Mumbai, Maharashtra. They are one of the largest and
oldest cave complexes in India, dating from the lst century

BCE to the 10th century CE. The caves contain more than

100 Buddhist shrines, monasteries, halls, and stupas, carved

out of basalt rock. The caves also have sculptures, paintings,

and inscriptions that reflect the history and culture of
: Buddhism in India."
115,,,,,,,,c,"Exp) Option c is the correct answer.

Assertion is true: Akbar constructed the Buland Darwaza

in 1575 to commemorate his victory over Gujarat. The

Buland Darwaza is the main entrance to the Jama Masjid

at Fatehpur Sikri, and is one of the highest gateways in the

world. It is an example of Mughal architecture, and displays
sophistication and heights of technology in Akbar’s empire.

Reason (R) is false: Akbar did not build the Buland

Darwaza to celebrate the birth of his son Jahangir. Jahangir

was born in 1569, six years before the construction of the

Buland Darwaza. Akbar built another monument, called

the Hiran Minar, at Fatehpur Sikri to mark the birth of

Jahangir. The Hiran Minar is a tower with a height of 21.34

metres and has a stone elephant on its top.

Akbar built Buland Darwaza to commemorate his victory

over Gujarat. Buland means victorious. So when Akbar won

over Gujarat, he thought to build something remarkable as

a memorial. That's how the idea of building this gate was

worked out at Fatehpur Sikri."
116,"Consider the following statements about

Kanaganahalli archaeological site :

1. It is situated on the bank of Bhima river.

2. The remains of the Kanaganahalli
Stupa can be dated between Ist and 3rd
centuries CE.

3. Emperor Ashoka’s image was found at the
Site.

Which of the statements given above are

correct?",1 and 2 only,2 and 3 only,land 3 only,"1,2 and 3",CDS  (1),2023.0,d,"Exp) Option d is the correct answer.

Statement 1 is correct: The Kanaganahalli archaeological

site is located on the bank of the Bhima river in Karnataka,

India.

Statement 2 is correct: The remains of the Kanaganahalli

Stupa can be dated between Ist and 3rd centuries CE.

The Kanaganahalli Stupa, which is a significant feature of

the archacological site, can be dated back to the Ist and 3rd

centuries CE. The stupa represents the Buddhist architectural
style of that period.

Statement 3 is correct: During excavations at the

Kanaganahalli site, an image of Emperor Ashoka, a

renowned Mauryan emperor who played a significant role

in the spread of Buddhism, was discovered. This finding
suggests the influence of Ashoka’s patronage of Buddhism
in the region."
117,"Manav is planning to visit all UNESCO

World Heritage Sites in Delhi. He will be

visiting?","Red Fort, Qutab Minar, Jama Masjid","Red Fort, India Gate, Qutab Minar","Red Fort, Qutab Minar, Humayun Tomb","Red Fort, Humayun Tomb, India Gate",CDS  (D,2023.0,c,"Exp) Option c is the correct answer.

Manay, while planning to visit all UNESCO World Heritage

Sites in Delhi, will be visiting Red Fort, Qutab Minar, and

Humayun Tomb.

The three UNESCO World Heritage Sites in Delhi are:

1) Qutub Minar and its Monuments, a complex of structures
built in the 12th and 13th centuries, including the
72.5 m high red sandstone tower of Qutub Minar, the
Quwwatu'l-Islam Mosque, the Alai-Darwaza Gate, and
the Iron Pillar of Delhi.

2) Humayun’s Tomb, a garden-tomb built by the widow of
the Mughal Emperor Humayun in 1562, and considered
as the precursor of the Taj Mahal.

3) Red Fort, a fort and palace complex built by the Mughal
Emperor Shah Jahan in 1639, and a symbol of Mughal
power and architecture."
118,"Which of the following statements about
sculptures at Sanchi is/are correct?

1. Insome sculptures there is representation
of Shalabhanjika.

2. The figure of Shalabhanjika is represented
by a woman surrounded by lotuses and
elephants.

3. The Shalabhanjika motif was not directly
inspired by Buddhist ideas.

Select the correct answer using the code given

below:","1,2 and3",2 and 3 only,2 only,1 and 3 only,CDS§ (1),2022.0,d,"Exp) Option d is the correct answer.
Statement 1 is correct- Shalabhanjika is a common motif
in Indian art and is often depicted as a female figure in a
graceful pose. It is found in some of the sculptures at Sanchi.
Statement 2 is incorrect- While the figure of Shalabhanjika
is indeed represented by a woman, she is typically depicted
as standing under a tree, holding a branch, and not
necessarily surrounded by lotuses and elephants.
Statement 3 is correct- The Shalabhanjika motif predates
Buddhism and is found in various ancient Indian art forms,
including Buddhist, Jain, and Hindu sculptures. It is a
motif associated with fertility and abundance rather than
being specific to Buddhist ideas."
119,"Which one of the following painters was not

associated with Humayun? (CDS§ 20621(D]",Mir Sayyid Ali,Maulana Dost Musawir,Maulana Yusuf,Bihzad,,,d,"Exp) Option d is the correct answer. .
Bihzad, a renowned Persian painter during the Timurid
period, was not associated with Emperor Humayun. While
highly influential in Persian and Islamic miniature painting,
Bihzad primarily worked under the patronage of the
Timurid court and regional rulers in Persia and Central
Asia, making him unrelated to Humayun’s artistic circle."
120,"The famous Mughal painting, depicting

Jahangir embracing the Safavid king Siaah

Abbas, was painted by which one of the

following Mughal painters?",Abd al-Samad,Abul Hasan,Dasavant,Bishandas,CDS  (),2020.0,b,"Exp) Option b is the correct answer.
Abul Hasan was a court painter during the reign of
Jahangir. He was known for his naturalistic style and his
ability to capture the likeness of his subjects. The painting
of Jahangir embracing Shah Abbas is one of his most famous
works.

Important Tips

The Mughal Painting depicting Jahangir embracing the

Safavid King:

¢ The painting is an allegorical portrait, depicting the
friendship between the Mughal and Safavid empires.

« It shows Jahangir and Shah Abbas standing atop the |

: world, with a lion and lamb lying together at their |
feet.

« The lion and lamb represent the two empires, and
their peaceful coexistence symbolizes the friendship
between the two rulers.

* ‘The painting is also notable for its use of symbolism.
The globe at the feet of the two rulers represents their
power and authority.

|* The halos around their heads represent their divinity.
| And the two rulers’ clothing is carefully depicted to
' show their respective cultures."
121,"In the Gendhara School of Art, initially
bing schist and green phyllite were used.
When did stucco completely replace stone
as ihe weain maierisl used by Gandhara
School sculptors? [CDS 2620 CL)|","A shoka played an important role in
popularising the Stupa cult","They were repositorics of relics of Buddha
and other monks",They were located in rural areas,They were located close to trade routes,,,c,"Exp) Option c is the correct answer.

The Gandhara School of Art was a Greco-Buddhist
school of art that flourished in the Gandhara region (now
in Pakistan and Afghanistan) from the Ist to the 5th

centuries CE. The school’s sculptors initially used blue

schist and green phyllite, but by the 3rd century CE, stucco

had completely replaced stone as the main material used
for sculptures.
Important Tips -

Stucco:

« Stucco is a type of plaster that is made from lime,
sand, and water.

¢ Itisa relatively soft material, but it can be hardened
by exposure to air.

e Stucco was a popular material for sculpture in the
ancient world, and it was used by many different
cultures, including the Greeks, Romans, and Egyptians.

« The use of stucco in the Gandhara School of Art
had a significant impact on the style of the school’s
sculptures.

« Stucco is a more malleable material than stone, and |
this allowed the sculptors to create more realistic :
and expressive figures. |

¢ The use of stucco also made it possible to paint and

| gild the sculptures, which added to their beauty and

| visual appeal. oe"
122,,,,,,,,c,"Exp) Option c is the correct answer.

Buddhist Stupas were typically located in urban areas,
close to trade routes. This was because they were important
pilgrimage sites for Buddhists, and they also served as a way
to spread the Buddhist message to people from all walks of
life."
123,"What form of Shiva is most prominent in
the Erihadeshwara tempie built by the
Chola dynasty?",Harihara,Bhaivava,"Rudra
(4)Tripurantaka",,CDS  AD,2016.0,d,"Exp) Option d is the correct answer.

Tripurantaka form of Shiva is the most prominent in
the Brihadeshwara temple. The Brihadeshwara temple,
also known as the Peruvudaiyar Kovil, is a Hindu temple
dedicated to Lord Shiva and is located in Thanjavur, Tamil
Nadu, India. It was built during the reign of the Chola
dynasty in the 11th century CE. The temple showcases
various manifestations of Lord Shiva, but the most prominent
form depicted is that of Tripurantaka. Tripurantaka is a
fierce aspect of Lord Shiva, symbolizing the destruction of
the demon Tripurasura. This form is often depicted with
multiple arms, holding various weapons, and riding a
chariot."
124,"Which one of the fol-owing is the common
clement heiween the Kailasnatha
termple at KHora and the Sore temple at
Mamalapuram? [CDS 2016 (1)","Both are examples of Nagara architectu.
[b)Roth are carved out from solid rocks .",,Both are Gupta period temples.,"Both were built under the patronage of
Pallava Kings.",,,b,"Exp) Option b is the correct answer.

The Kaijlasanatha temple at Ellora and the Shore temple
at Mamallapuram share the common feature of being
monolithic temples, meaning they are carved out of solid
rock. The Kailasanatha temple, dedicated to Shiva, holds
the distinction of being the largest monolithic temple
globally. On the other hand, the Shore temple, dedicated
to Shiva and Vishnu, is comparatively smaller in size.

Both temples exemplify the Dravidian architectural style
prevalent in southern India, characterized by the use of
granite, intricate sculptures, and pyramidal towers. The
Kailasanatha temple was constructed by the Rashtrakuta
dynasty in the 8th century CE, while the Shore temple was
built by the Pallava dynasty in the 7th century CE. These
remarkable temples have been recognized as UNESCO
World Heritage Sites."
125,"Which of the following is/are NO'T depicted
in the Rajput pabitings?
1. The stories of Krishna
2. Ragas an- Raginis
3. The deedsof Hamza
4. ‘Phe deed of Babur
Sclect the crrect answer using the codes
given below: 
 1, Zand  3",,"2,3 and 4",Sand 4,4 only,CDS  (,2616.0,c,"Exp) Option c is the correct answer.
Option 1 is correct- The stories of Krishna were often
depicted in Rajput paintings, showcasing scenes from the
life of Lord Krishna and his interactions with Radha and
other gopis.
Option 2 is correct- Ragas and Raginis, which are melodic
modes in Indian classical music, were also a popular subject
in Rajput paintings. Each raga and ragini was associated
with a specific mood or emation, and artists depicted these
musical modes visually.
Option .3 is incorrect- The deeds of Hamza, who is a
legendary hero from Arabic and Persian literature, were not
commonly depicted in Rajput paintings. Rajput paintings
primarily focused on Indian themes and narratives.
Option 4 is incorrect- The deeds of Babur, the founder of the
Mughal Empire in India, were also not commonly depicted in
Rajput paintings. Rajput paintings largely celebrated Rajput
culture, history, and legends, rather than depicting Mughal
rulers or their deeds. _

Important Tips

Schools of Rajput Painting:

¢ Bikaner School: Known for its bold and rich color
palette and intricate details.

¢« Bundi-Kota Kalam School: Renowned for its delicate
and lyrical style, emphasizing poetic themes and
miniature art.

¢ Jaipur School: Characterized by its blend of Mughal
and Rajput styles, featuring vibrant colors and detailed
compositions.

¢ Kishangarh School: Recognized for its ethereal
and romantic portrayal of Radha and Krishna, with
elongated features and lyrical expressions.

e Marwar School: Focused on heroic and narrative
themes, with strong lines and vibrant colors.

« Mewar School: Celebrated for its majestic and grand
depictions of Rajput royalty and courtly scenes.

+ Raagamala School: Devoted to illustrating the musical
modes or raagas, with intricate compositions and
delicate brushwork.

« Amber and Jaipur: Reflecting the influence of Mughal
and Rajput styles, characterized by detailed portraits
and courtly scenes. __"
126,"Which oue among the following was NOY
an atirvibule of Samudragupta described in
Prayag Prashasti?",Sharp and polished intellect,Accomplished sculptor,Fine musical performances,Poetical talent of a genius,CDS  (3),2016.0,b,"Exp) Option b is the correct answer.
The Prayag Prashasti is an inscription that was composed
in the 4th century CE to eulogize the Gupta emperor
Samudragupta. The inscription describes Samudragupta
as a man of many talents, including his sharp and polished
intellect, his fine musical performances, and his poetic
talent. However, the inscription does not mention
Samudragupta as an accomplished sculptor.
Important Tips
Samudragupta, who reigned from 335/336 CE to 375
CE, was known as the “Napoleon of India” according
to V.A. Smith. His military campaigns are documented
in inscriptions such as the Eran inscription in Madhya
Pradesh and the Allahabad Pillar Inscription (Prayaga-
Prashasti). He pursued a policy of war and conquest.
Additionally, Samudragupta issued coins bearing the
inscription “restorer of the asvamedha,” indicating his
association with the ritual horse sacrifice."
127,"Which one of the following boeks was NOT
illustrated with paintings in Akbar’s court?
ICDS 2616 (1)",Wamzanama,Razmnama,Baburnama,Yarikh-i-Alfi,,,d,"Exp) Option d is the correct answer.
Tarikh-i-Alfi is a history of the Muslim millennium, written
by Mulla Daud and compiled by Akbar. It was not illustrated
with paintings because it was a historical text, and Akbar
did not believe that paintings were appropriate for historical
works."
128,"Consider the following statements about
votive inscriptions in the 2nd century BC:

1. They record gifts made to religious
institutions.

2. They tell us about the idea of transference
of the meritorious results of the action of
one person to another person.

Which of the statement(s)given above is/are

correct? [CDS 2016 (Dj",Only 1,Only 2,"Both 1] and 2

(d} Neither 1 nor 2",,,,c,"Exp) Option c is correct answer.
Statement 1 is correct: Votive inscriptions from the 2nd
century BC often record gifts made to religious institutions.
These inscriptions serve as evidence of the patronage and
donations made by individuals or communities to support
and maintain religious establishments.
Statement 2 is correct: Votive inscriptions provide insights
into the concept of transferring the meritorious results of
one’s actions to another person. This idea is often associated
with the practice of making donations or performing
religious acts on behalf of oneself or others to accumulate
spiritual merit or blessings."
129,"Consider the following statements:

I. The inscriptions on the pillar at
Rumunindei give vivid details of Ashoka’s
Dhamma.

2. ‘the Nigalisagar inscription records
the fact of Ashoka having visited the
Konagamana stupa.

Which of the statement(s)given above is/arc-
orrect?",Only1,"Only 

[c)Both t and 2",,Neither 1 nor 2,CDS  (),2016.0,b,"Exp) Option b is the correct answer.
Statement 1 is incorrect: The inscriptions on the pillar at
Rummindei do not give vivid details of Ashoka’s Dhamma,
but rather record his visit to Lumbini, the birthplace of the
Buddha, and his exemption of Lumbini from tax.
Statement 2 is correct: The Nigalisagar inscription records
the fact of Ashoka having visited the Konagamana stupa
near lumbini, one of the ancient stupas of a previous
Buddha, and having enlarged it and erected a pillar there.
This inscription provides evidence of Ashoka’s pilgrimage
to various Buddhist sites and his support for the Buddhist
faith."
130,"Which of the following statemeni(s)about
visual culture in 18th and early 19th century

North India is/are correct?

1. Painters from Patna and Murshidabad
flocked to Calcutta and prodiuced water
colours in the English mode.

2. Landscape and portraiture became
extremely important at this time.

3. The artists Zayan-al-Din, Bhawani Das
and Ram Das were adopted by the English
Kast India Company to produce albums
of India birds and animals.

4. While Indians were influenced by-European artistic styles, Europeans artists
id not visit regional courts.
Select the correct answerusing the cades

given bel:  -
a)1,2 and 3
(b} 2 and",,,"1,3 and 

[d)Only 4",,CDS  (1),2015.0,a,"exp) Option a is the correct answer.
ifatemenut Lis correct: Painters frora Paina and Murshidabad
flocked to Calcutta and produced watercolors in the English
mode, During the [8th and early i9th century, there was a
migration of artists from various regions to Calcutta, where
they adopted the English mode of painting and produced
watercolors.
Statement 2 is correct: Landscape and portraiture became
extremely important at this time. During this period,
landscape and portraiture gained significant importance
in the visual culture of Novth India. Artists focused on
capturing aatural scenery and depictuig individuals through
portraits.

Statement 3 is correct: The artists Zayan-al-Din, Bhawani

Das, and Ram Das were adopted by the English East India

Company to produce albums of Indian birds and animals.

These artists were indeed comunissioned by the English Fast

India Company to create albums depicting Indian birds and

animals, showcasing the rich fauna of the region.

Statement 4 is incorrect: While Indians were influenced by

European artistic styles, European artists also visited the

regional courts. European artists cid visit regional courts

in North India during this period, and their presence and
influence had an impact on the local artistic styles and
techniques."
131,"Match the following
List I(Temple)         List II(Town)
A.Kailasanathar       1.Bhuvneshwar
B.Lingaraj            2.Khajuraho
C.Kandariya Mahadev   3.Mount Abu
D.Dilwara             4.Kanchipuram

Codes : 
A B C D",4 2 1 3,4 1 2 3,3 1 2 4,3 2 1 4,CDS  (D),2014.0,b,"Exp) Option b is the correct answer.

+ Kailasanathar temple is located in Kanchipuram,
Yamil Nadu. It is one of the oldest temples in the region
and is dedicated to Lord Shiva. The temple is known for
its architectural grandeur and intricate carvings.

» Lingacaj temple is situated in Bhubaneswar, Odisha. It
is a raajor pilgrimage site for devatces of Lord Shiva. The
temple is known for its towering spive and architectural
brilliance, representing the Kalinga style of architecture.

+s Kanderiya Mahadev temple is located in Khajuraho,
Madhya Pradesh. It is one of the most famous temples in
the Khajuraho Group of Monuments, a UNESCO World
Heritage site. Uhe temple is dedicated to Lord Shiva and
is renawned for iis exquisite sculptures and intricate
ariwork.

e 6DBilwara temples are a group of Jain temples located
in Mount Abu, Rajasthan. These temples are known
for their exceptional craftsmanship and intricate
marble carvings. Ihe temples are dedicated to various
Jain Tivthankaras and are considered among the most
important pilgrimage sites for Jains."
132,"‘The only inscribed stone portrait of

Emperor Ashoka has been found at",Sanchi,Amaravati,Kanaganahalli,Ajanta,CDS  (1),2014.0,c,"Jinp) Option cis the correct answer,

Kanaganahalli is the site where the only inscribed stone

portrait of Kmpexor Ashoka has been found. Kanaganahalli

is iocated near Sannati, Karnataka. lt is the sitc of an ancient

Buddhist stupa and monastery that dates back to the 2nd-3rd

century CE. The stupa was excavated by the Archaeological
Survey of India between 1994 and 2002."
133,"Ashokan inscriptions in Afghanistan are
written in which one of the following

scripts?",Brahmi,Sharada,Kharoshthi,Greek-Aramaic,CAPF,2022.0,d,"Exp) Option d is the correct answer.
The Ashokan inscriptions in Afghanistan are written in the
Greek-Aramaic script. Emperor Ashoka, during the 3rd
century BCE, commissioned these inscriptions as part of his
cfforts to spread Buddhist teachings and principles. While
most of Ashoka’s inscriptions in India are written in Brahmi
script, the inscriptions found in Afghanistan, specifically in
places like Kandahar and Laghman, are in Greek-Aramaic
script. This indicates the presence and influence of Greek
and Aramaic-speaking communities in those regions during
that time.

Important Tips |
Some other scripts:

Brahmi script- It is one of the oldest known scripts
and considered as the ancestor of many modern Indian
| scripts, including Devanagari, Bengali, and Tamil. It
ij was developed around the 3rd century BCE and was
; widely used in various regions of the Indian subcontinent
| including the Indus Valley Civilization, the Maurya
! Empire, and the Gupta Empire. !
| Sharada script- It is an ancient script primarily used for
| writing Sanskrit and Kashmiri languages. It originated in
the Kashmir region, but it was also used in other parts
| of northern India, suck as Punjab and Himachal Pradesh
| and was prominent between the 8th and 12th centuries
' Kharoshthi script- It was used in ancient Gandhara, a
_ region spanning parts of modern-day Afghanistan and
| Pakistan. It was prevalent from the 3rd century BCE to |
i the 3rd century CE. |"
134,"Consider the following statements:

l. The early Malwa school of paintings was
influenced by Shirazi school while the
early Mughal paintings initially followed
Bihzad school.

2. The major exponents of the Bihzad school
in India were Sayyid Ali and Abdus
Samad.

Which of the statements given above is/are

correct?",1 only,2 only,Both 1 and 2,Neither I nor 2,CAPE,2022.0,c,"Exp) Option c is the correct answer.

Statement I is correct- The Malwa school of painting,
emerging in 15th and l6th century central India, drew
from Persian influences, particularly the Shirazi school,
and showcased vivid colors, intricate nature depictions,
and narrative storytelling, often featuring Hindu and Jain
mythological scenes. Notable works include the Rasikapriya
illustrating Krishna’s life and the Gita Govinda. Conversely,
early Mughal paintings, influenced by the Bihzad school but
forming their unique blend of Persian and Indian styles,
are famed for vibrant colors, intricate natural depictions,
and strong storytelling. Noteworthy pieces include the
Hamzanama, depicting Hamza’s life, and the Akbarnama,
portraying Mughal emperor Akbar’s life.

Statement 2 is correct- The major exponents of the Bihzad
school in India were Sayyid Ali and Abdus Samad. Bihzad
was a Persian painter who was active in the 15th and 16th
centuries. He was known for his innovative use of perspective
and his realistic depiction of figures. Sayyid Ali and Abdus
Samad were both students of Bihzad and they brought his
style to India."
135,The ‘King of Dance’ is a description of,Trimurti at Elephanta Caves,Kaliyamardan of Krishna,Bodhisattva Maitreya at Gandhara,Bronze Nataraja of the Cholas,CAPF,2022.0,d,"Exp) Option d is the correct answer.
The bronze Nataraja of the Cholas is a 10th-century
Chola bronze statue of the Hindu god Shiva in the form of
Nataraja, the “Lord of Dance”. The statue depicts Shiva in
a dancing pose, with one leg raised and the other bent. He
is holding a drum in one hand and a flame in the other. The
statue is made of bronze and is about 1.2 meters tall.
Important Tips -
Key features of the Nataraja sculpture include: i
» Upper right-hand holding a drum, representing the |
sound of creation. |
¢ Upper left-hand holding eternal fire, symbolizing |
destruction as a natural counterpart to creation.
« Lower right hand in Abhay mudra gesture, offering
reassurance to devotees.
« Lower left-hand pointing to the raised foot, indicating
the path to salvation.
¢ Dancing on a dwarf, representing ignorance and ego.
« Matted hair symbolizing the Ganges river’s flow.
¢ Qne ear with a male earring, the other with a female
earring, signifying unity (Ardhanarishwar).
« A snake around Shiva’s arm, representing the dormant
kundalini power.
» Surrounded by a glowing nimbus signifying endless
cycles of time. ;"
136,"Which one of the following was NOT a
feature of the art of painting in India in the

19th century?","Art was being produced for the open
market.","The artist (Shilpi)became distinct from
the artisan (Karigar).","The technique of oil painting was
developed.","The distinction between elite and popular
art widened,",CAPF,2022.0,a,"Exp) Option a is the correct answer.
Option a is incorrect- In the 19th century, art was not
produced for the open market. During this period, the
art of painting in India was often patronized by the royal
courts, nobility, and wealthy individuals. Artists were
commissioned to create artworks for these patrons, and the
focus was on producing art for specific patrons rather than
for the open market.
Option b is correct- The artist (Shilpi) became distinct
from the artisan (Karigar). This was a gradual process
that began in the early 19th century. As art became more
professionalized, artists began to receive formal training
and to develop their own unique styles.
Option c is correct- Oil painting was introduced to India by
the British in the 18th century. It quickly became popular
among Indian artists, who found that it allowed them to
create more realistic and detailed paintings. Thomas Daniell
and his nephew, William Daniell, were the most renowned
artists who worked in this particular artistic tradition.
Option d is correct- The distinction between elite and
popular art widened. This was a result of the increasing
commercialization of art. As art became more accessible to
the middle class, it also became more diverse. There was a
growing demand for buth traditional and modern art, and
this led to the development of a wider range of artistic styles.

Ce ee
Important Tips
| Some of the famous proponents of the art of painting in

India in the 19th century include:

e Raja Ravi Varma: Varma was a master of the Indian
miniature painting tradition. He is known for his
paintings of Hindu gods and goddesses, as well as his |
portraits of Indian royalty and other notable figures. |

e Abanindranath Tagore: Tagore was a pioneer of the
Bengal School of Art. He was influenced by both Indian
and Western art traditions, and his paintings often
depict scenes from Indian mythology and folklore.

+ Rajanikanta Gupta: Gupta was a leading figure in the
Patna School of Art. He is known for his paintings of
everyday life in rural India,

« Amrita Sher-Gil: Sher-Gil was a unique artist who
combined Indian and European art styles. Her
paintings often depict scenes of Indian life with a

_ Western sensibility. ee"
137,"In the Mathura School of Ari, Buddha’s
images are largely carvedin",Dhyana Mudra,Abhaya Mudra,Dharmachakra Mudra,Varada Mudra,CAPF,2021.0,b,"Exp) Option b is the correct answer,

Buddha’s images in the Mathura Schoel of Art are often

carved in Abhaya Mudra. This is because Abhaya Mudra is

a gesture that is associated with the Buddha's teachings of

peace and compassion. It is also a gesture that is meant to

reassure the viewer and to protect them from fear.
Important Tips

Some important Mudras related to the Gautam Buddha

Statues:

« Dhyana Mudra: Represents meditation and inner
concentration.

« Abhaya Mudra: Symbolizes fearlessness and protection.

« Dharmachakra Mudra: Signifies the turning of the
wheel of Dharma and teaching of the Buddhist doctrine.

« Varada Mudra: Represents the gesture of granting
boons and blessings.

| Vitarka Mudra: Symbolizes the transmission of
knowledge and intellectual discussion.

« Bhumisparsha Mudra: Depicts the Earth-touching
gesture, symbolizing the enlightenment of the Buddha.

« Anjali Mudra: The gesture of prayer or greeting, with
palms pressed together.

* Karana Mudra: he gesture of warding off negativity
and dispelling obstacles.

« Namaskara Mudra: The gesture of salutation or
reverence, with hands raised to the chest."
138,"The Mauryan Capital of Pataliputra has
been associated with the archaeological
remains of",Bulandibagh and Rajagriha,Kumrahar and Mocharim,"Kumrahar and Bulandibagh
(qd)Kumrahar and Jalalgarh",,CAPP,2024.0,c,"Exp) Option c is the correct answer.

The archaeological remains of the Mauryan capital of
Pataliputra are located in the modern-day city of Patna,
Bihar. The remains are spread over two sites, Kumrahar
and Bulandibagh. Kumrahar is the site of the ancient city’s

administrative center, while Bulandibagh is the site of its
residential quarters. The remains at Kumrahar include a
number of palaces, temples, and administrative buildings.
The remains at Bulandibagh include a number of houses,
shops, and streets."
139,"Which one of the following is the correct
description of Kandaria Mahadeo?",A Shiva temple at Elephanta,The title of a work by Bhatti,The capital of Chandella kings,A temple at Khajuraho,CAPE,2020.0,d,"‘
Exp) Option d is the correct answer.
The Kandariya Mahadeva Temple is a Hindu temple
dedicated to Shiva, located in the Khajuraho Group of
Monuments in Madhya Pradesh, India. It is constructed
between 1003 and 1035 CE during the reign of Vidyadhara.
This temple is adorned with intricate carvings on all sides,
featuring celestial nymphs, mithunas (erotic couples), and
numerous deities. It is a Nagar Style temple.
“Important Tips
Some examples of the Chalukyan Architecture:
| - Lad Khan Temple, Aihole.
‘e¢ Durga Temple, Aihole.
» Ravana Pahadi Cave, Aihole. |"
140,"At which one of the following places is the
Vitthala temple located? (CAPE 2020]",Elephanta,Chidambaram,Hampi,Nagarjunakonda,,,c,"Exp) Option c is the correct answer.
The Vitthala temple is located at Hampi, on the bank of
Tungabhadra River. It was built in the 15th century during
the reign of King Devaraya UI (1422 - 1446 A.D.), one of the
rulers of the Vijayanagara Empire. Krishnadevaraya (1509 -
1529 A.D.), the ruler of the Vijayanagara dynasty expanded
and enhanced the beauty of the temple.
/ ~~ Amportent Tips
Other sites at Hampi:
« Virupaksha Temple
e Hampi Bazaar
» Blephant Stables
»® Queen’s Bath
» Lotus Mahal
« Hazara Rama Temple
¢ Hemakuta Hili Temples"
141,"Examine these two statements carefally and
select the correct answer using the codes
given below;
Statement I - For early societics, historians
, retrieve information about elite families
mostly from inscriptions.
Statement IT - Satavahana inscriptions
generally end with the term Putra, a Prakrit
word meaning ‘son.
Codes:","Both the statements are individually
true and Statements I] is the correct
explanation of Statement I","Both the statements are individually
true but Statement II is not the correct
explanation of Statement I",Statement I is true but Statement IJ is false,"Statement I is false but Statement II is
true",CAPR,2018.0,c,"Exp) Option cis the correct answer.
Statement I Ss correct: For early societies, historlans
retrieve information about elite families mostly from
inscriptions. Inscriptions are written records engraved
on stone, metal, or other durable materials. They provide
valuable information about the names, titles, genealogies,
achievements, and religious beliefs of the elite families
whe commissioned or patronized them. For example, the
Allahabad Prashasti inscription gives information about the
Gupta dynasty and Its rulers,

Statement II is not correct: Satavahana inscriptions mention

the names of rulers’ sons or descendants, They often mention

the names of their rulers followed by the word Putra which

is Sanskrit word for Son (not a Prakrit word)."
