Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
100, <p>Which of the following pairs is not correctly matched?</p><p> </p>,(a)  Reinhold Messner : Computer Technology.,(b)  Harlow Shapley : Astronomy.,(c)  Gregor Mendel : Hereditary Theory.,(d)  Godfrey Hounsfield : CT Scan.,Current Affairs,a,Difficult,tFundamental(F),"Reinhold Messner, the Italian Mountainer was the first person to scale Mt. Everest without bottled oxygen in 1978."
101, <p>INS Trishul acquired by the Indian Navy in 2003 has been built by.</p><p> </p>,(a)  Israel,(b)  USA,(c)  Russia,(d)  France,Current Affairs,c,Easy,Applied(A),
102," <p>INSAT – 3E, India’s communication satellite, was launched in 2003 from.</p><p> </p>",(a)  French Guiana,(b)  Seychelles,(c)  Mauritius,(d)  Mauritania,Current Affairs,a,Easy,Applied(A),
103, <p>Consider the following statements: </p><p>1. Smart Car is a plastic card with embedded microchip.</p><p> 2. Digital technology is primarily used with new physical communication medium such as satellite and fibre optics transmission. </p><p>3. A digital library is a collection of documents an organized electronic form available on the Internet only. </p><p>Which of the statements given above is/are correct? </p>,(a)  3 only,(b)  1 and 2,(c)  2 and 3,"(d)  1, 2 and 3",Science and Technology,d,Difficult,tApplied(A),All the above statements are correct.
104," <p>Param Padma, which was in news recently, is.</p><p> </p>",(a)  a new Civilian Award instituted by the Government of India.,(b)  the name of a supercomputer developed by India.,(c)  the name given to a proposed network of canals linking northern and southern rivers of India.,(d)  a software programme to facilitate e-governance in Madhya Pradesh.,Science and Technology,b,Medium,Applied(A),"In December 2002, “Centre for Development of Advanced Computing (C-DAC), Pune succeeded in developing India’s most powerful super computer ‘Param Padma’ which can perform ‘one trillion operations /sec, which is at present functioning at C-DAC’s ‘Tera Scale Facility’ at Bangalore."
105, <p>Two cars X and Y starts from two places A and B respectively which are 700 km apart at 9 a.m. Both the cars run at an average speed of 60 km/hr. Car X stops at 10 a.m. and again starts at 11 a.m. while the other car Y continues to run without stopping. When do the two cars cross each other?</p><p> </p>,(a)  2 : 40 p.m.,(b)  3 : 20 p.m.,(c)  4 : 10 p.m.,(d)  4 : 20 p.m.,,b,,,
106," <p>In a question of a test paper, there are five items each under List-A and List-B. The examinees are required to match each them under List-A with its corresponding correct item under List-B. Further, it is given that (i) no examinee has given the correct answer (ii) answers of no two examines are identical What is the maximum number of examines who took this test?</p><p> </p>",(a)  24,(b)  26,(c)  119,(d)  129,,c,,,
107, <p>The magazine on science is published by.</p><p> </p>,(a)  Aryan Publishers,(b)  Bharat Publishers,(c)  Charan Publishers,(d)  Dev Publishers,,c,,,
108, <p>The magazine on sports is.</p><p> </p>,(a)  Edited by Feroz,(b)  Edited by Gurbaksh,(c)  Published by Bharat Publishers,(d)  Published by Charan Publishers,,a,,,
109, <p>The magazine on films is.</p><p> </p>,(a)  Published by Dev Publishers.,(b)  Published by Bharat Publishers.,(c)  Edited by Gurbaksh.,(d)  Published by Charan Publishers.,,b,,,
110, <p>The magazine on politics is.</p><p> </p>,(a)  Edited by Ila,(b)  Edited by Gurbaksh,(c)  Published by Dev Publishers,(d)  Published by Charan Publishers,,b,,,
111, <p>A and B start from the same point and in the same direction at 7 a.m. to walk around a rectangular field 400 m x 300 m. A and B walk at the rate of 3 km/hr and 2.5 km/hr respectively. How many times shall they cross each other if they continue to walk till 12:30 p.m.?</p><p> </p>,(a)  Not even once,(b)  Once,(c)  Twice,(d)  Thrice,,b,,,
112, <p>How many three – digit even numbers are there such that 9 comes as a succeeding digit in any number only when 7 is the preceding digit only when 9 is the succeeding digit?</p><p> </p>,(a)  120,(b)  210,(c)  365,(d)  405,,c,,,
113," <p>In how many different ways can six players be arranged in a line such that two of them, Ajit and Mukherjee, are never together?</p><p> </p>",(a)  120,(b)  240,(c)  360,(d)  480,,d,,,
114," <p>50 men or 80 women can finish a job in 50 days. A contractor deploys 40 men and 48 women for this work, but after every duration of 10 days, 5 men and 8 women are removed till the work is completed. The work is completed in.</p><p> </p>",(a)  45 days,(b)  50 days,(c)  54 days,(d)  62 days,,b,,,
115, <p>Three students are picked at random from a school having a total of 1000 students. The probability that these three students will have identical date and month of their birth is</p><p> </p>,(a)  3/1000,(b)  3/365,(c)  1/(365)2,(d)  1/(365)3,,c,,,
116, <p>Which one of the following was the largest It software and services exporter in India during the year 2002-03?</p><p> </p>,(a)  Birlasoft,(b)  Infosys Technologies,(c)  Tata Consultancy Services,(d)  Wipro Technologies,Current Affairs,c,Medium,Applied(A),T.C.S. was the largest It software and service exporter in India during the year 2002-03 followed by Infosys Technologies and Wipro Technologies.
117, <p>Match List I (Books) with List II (Authors) and select the correct answer using the codes given below the lists: List I List II A. My Presidential Years.</p><p> 1. S. Radhakrishnan B. The Hindu View of Life.</p><p> 2. V.V. Giri C. Voice of Conscience.</p><p> 3. N. Sanjiva Reddy D. Without Fear or Favour.</p><p> 4. R. Venkataram A B C D.</p><p> </p>,(a)  2 1 4 3,(b)  4 3 2 1,(c)  2 3 4 1,(d)  4 1 2 3,Current Affairs,d,Difficult,tApplied(A),"A – 4, B – 1, C – 2, D – 2"
118, <p>What was the reason for 5 lakh people of Hong Kong to make a demonstration around the middle of 2003?.</p><p> </p>,(a)  They were demanding tax relief.,(b)  They were against the Hong Kong Government’s plat impose an internal security law.,(c)  They were the members of Falun Gong group who were demanding religious freedom.,(d)  They were demanding more direct elections in Kong Kong.,Current Affairs,d,Easy,Applied(A),They were demanding more direct elections in Hong Kong.
119, <p>The Ramon Magsaysay Award winner Shanta Sinha is known as.</p><p> </p>,(a)  a campaigner for urban sanitation.,(b)  an anti-child labour activist.,(c)  an organizer of rain-water harvesting schemes.,(d)  an activist for the welfare of poor rural women.,Current Affairs,b,Easy,Applied(A),Shanta Sinha is known as an anti-child labour activist.
120," <p>Match List I (Persons) with List II (Positions) and select the correct answer using the codes given below the List I List II A. B.P. Mishra.</p><p> 1. Executive Director, IMF B. Suresh Kalmadi.</p><p> 2. Chairman, Steel Authority of India Ltd C. Praful Patel.</p><p> 3. President Indian Olympic Association D. V.S. Jain.</p><p> 4. Vice-President, South Asian Region, World Bank A B C D.</p><p> </p>",(a)  4 2 1 3,(b)  1 3 4 2,(c)  4 3 1 2,(d)  1 2 4 3,Current Affairs,b,Easy,Applied(A),"A – 1, B – 3, C – 4, D – 2"
121," <p>Tarun Bharat Singh, an organization based in a village near Alwar (Rajasthan) has become famous because of.</p><p> </p>",(a)  cultivation of genetically modified cotton.,(b)  rehabilitation of women victims of AIDS.,(c)  livelihood projects for destitute rural women.,(d)  rain-water harvesting.,Current Affairs,d,Medium,Applied(A),"Tarun Bharat Singh, an organization based in a village near Alwar (Rajasthan) working in the field of rain water harvesting. Mr. Rajendra Singh of this organization received the Ramon Magsaysay Award for his contribution to this field."
122," <p>Consider the following statements:</p><p> 1. Heman Malini is the Chairperson of the Children’s Film Society, India.</p><p> 2. Yash Chopra is the Chairman of the Central Board of Film Certification of India.</p><p> 3. Dilip Kumar, Raj Kapoor and Dev Anand have all been recipient of Dada Saheb Phalke Award. </p><p>Which of the statements given above is/are correct? </p>",(a)  1 and 3,(b)  2 and 3,(c)  2 only,(d)  3 only,Current Affairs,d,Difficult,tApplied(A),"Currently (June-2006)
 Nasifa Ali – Chairperson of the Children’s Film Society, India
 Sharmila Tagore – Chairman of the Central Board of Film Certification of India."
123, <p>Famous Golf player Vijay Singh is from which one of the following countries?</p><p> </p>,(a)  Fiji,(b)  Mauritius,(c)  Malaysia,(d)  Kenya,Current Affairs,a,Difficult,tApplied(A),Famous Gold Player Vijay Singh is from Fiji.
124," <p>Which of the following institutes have been recognized as the Institutes of National Importance (by an Act of Parliament)?</p><p> 1. Dakshina Bharat Hindi Prachar Sabha, Chennai.</p><p> 2. National Institute of Pharmaceutical Education and Research, Mohali.</p><p> 3. Sree Chitra Tirunal Institute for Medical Services and Technology, Thiruvananthapuram.</p><p> 4. Lakshmibai National Institute of Physical Education, Gwalior Select the correct answer using the codes given below: </p>","(a)  1, 2 and 3",(b)  3 and 4,"(c)  1, 2 and 4","(d)  1, 2, 3 and 4",Current Affairs,d,Medium,Applied(A),All the institutes mentioned above were recognized as the Institutes of National Importance (by an Act of Parliament).
125, <p>World’s largest ruling head of government is from.</p><p> </p>,(a)  Switzerland,(b)  Cuba,(c)  Zimbabwe,(d)  New Zealand,Current Affairs,b,Difficult,tApplied(A),"Fidel Castro came to power in 1959 following Cuban revolution, an armed revolt that overthrew the dictatorship of Fulgencio Batista. He became Cuba’s PM in 1961 and shortly thereafter, the elections were cancelled and Constitution was suspended. He was elected ‘President’ in 1967 by Cuba’s National Assembly."
126, <p>Liberia was in the international news in the recent times for.</p><p> </p>,(a)  Harbouring terrorists associated with religious fundamentalism.,(b)  Supplying raw uranium to North Korea.,(c)  Its long-running civil war killing or displacing thousands of people.,(d)  Cultivation of drug-yielding crops and smuggling of drugs.,Current Affairs,c,Medium,Applied(A),Its long running Civil War killing or displacing thousands of people.
127, <p>Consider the following statements: </p><p>1. P.V. Narasimha Rao’s government established diplomatic relations between India and Israel. </p><p>2. Ariel Sharon is the second Prime Minister of Israel to have visited India.</p><p> Which of the statements given above is/are correct?</p><p> </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Current Affairs,a,,,Ariel Sharon was the first Prime Minister of Israel to visit India.
128, <p>The reason for Chechnya to be in the news recently is.</p>,(a)  Discovery of huge reserves of oil.,(b)  Separatist rebeliious activities by the local people.,(c)  Continuous conflict between the government troops and the narcotic mafia resulting in a great loss of human life.,(d)  Intense cold wave killing hundreds of people.,Current Affairs,b,Medium,Applied(A),Separatist rebellious activities by the local people.
129, <p>The Prime Minister of which one of the following countries was assassinated in the year 2003? </p>,(a)  Czech Republic,(b)  Romania,(c)  Serbia,(d)  Slovenia,Current Affairs,c,Medium,Applied(A),P.M. of Serbia was assassinated in the year 2003.
130, <p>Consider the following companies: </p><p>1. Voltas.</p><p> 2. Titan Industries.</p><p> 3. Rallis India.</p><p> 4. Indian Hotels.</p><p> Which of the above companies are in the Tata Group of industries?</p><p> </p>,(a)  1 and 2,"(b)  2, 3 and 4","(c)  1, 3 and 4","(d)  1, 2, 3 and 4",Current Affairs,d,Medium,Fundamental(F),All the Companies given in the question are in the Tata Group of Industries.
131," <p>In which one of the following countries, did an ethnic violence between the communities of Hema and Lendu result in the death of hundreds of people?</p><p> </p>",(a)  Democratic Republic of Congo,(b)  Indonesia,(c)  Nigeria,(d)  Zambia,Current Affairs,a,Medium,Applied(A),
132," <p>More than 40 Heads of States/Governments were invited by Vladimir Putin in May, 2003 to.</p><p> </p>",(a)  Discuss the issues related to the rehabilitation of Iraq.,(b)  Celebrate the tricentenary of the city of St Petersburg.,(c)  Convene a meeting of European and CIS countries to discuss the issue of missile shield for European and CIS countries.,(d)  Develop the strategies for containing global terrorism.,Current Affairs,b,Medium,Applied(A),Celebrate the tricentenary of the city of St. Petersburg.
133, <p>Match List I (Institute) with List II (Located At) and select the correct answer using the codes given below the lists: List I List II A. Indian Institute of Geomagnetism.</p><p> 1. Coimbatore B. International Advanced Research.</p><p> 2. Mumbai Centre for Powder Metallurgy and New Materials C. Salim Ali Centre for Ornithology and.</p><p> 3. Jaipur Natural History D. Tropical Forestry Research Institute.</p><p> 4. Hyderabad A B C D.</p><p> </p>,(a)  2 3 1 4,(b)  1 4 2 3,(c)  2 4 1 3,(d)  1 3 2 4,Current Affairs,c,Difficult,tApplied(A),"A – 2, B – 4, C – 1, D – 3"
134, <p>Consider the following international language:</p><p> 1. Arabic.</p><p> 2. French.</p><p> 3. Spanish The correct sequence of the language given above in the decreasing order of the number of their speaker is</p><p> </p>,(a)  3 – 1 – 2,(b)  1 – 3 – 2,(c)  3 – 2 – 1,(d)  1 – 2 – 3,Geography,a,Difficult,tFundamental(F),"Spanish, Arabic and French."
135, <p>Match List I (Distinguished Ladies) with List II (Area of Work) and select the correct answer using the codes given below the lists: List I List II A. Jhumpa Lahiri.</p><p> 1. Science and environment B. Sunita Narain.</p><p> 2. Novel-writing C. Naina Lal Kidwai.</p><p> 3. Film industry D. Ravina Raj Kohli.</p><p> 4. Banking.</p><p> 5. Television media A B C D.</p><p> </p>,(a)  4 5 3 1,(b)  2 1 4 5,(c)  4 1 3 5,(d)  2 5 4 1,Current Affairs,b,Medium,Applied(A),"A – 2, b – 1, C – 4, D – 5"
136," <p>The research work of Paul Lauterbur and Peter Mansfield, the Nobel Prize winners for Medicine in 2003, relates to.</p><p> </p>",(a)  The control of AIDS.,(b)  Magnetic resonance imaging.,(c)  Respiratory diseases.,(d)  Genetic engineering.,Current Affairs,b,Medium,Applied(A),
137," <p>George W. Bush, the President of America, comes from which of the following American States?</p><p> </p>",(a)  California,(b)  Texas,(c)  Virginia,(d)  Indiana,Current Affairs,b,Medium,Applied(A),George W. Bush comes from Texas.
138, <p>Match List I with List II and select the correct answer using the codes given below the lists: </p><p>List I (Agency)                                                  List II (Headquarters) </p><p>A. United Nations Development Programme (UNDP).1. Nairobi</p><p> B. United Nations Environment Programme (UNEP).   2. Vienna </p><p>C. United Nations Industrial Development Organization (UNIDO). 3. Berne </p><p>D. Universal Postal Union (UPU).    4. New York </p><p>A B C D.</p>,(a)  2 3 4 1,(b)  4 1 2 3,(c)  2 1 4 3,(d)  4 3 2 1,Current Affairs,b,Medium,Applied(A),"A – 4 , B – 1 , C – 2, D – 3"
139, <p>Which of the following authors won the Booker Prize twice?</p><p> </p>,(a)  Margaret Atwood,(b)  J.M. Coetzee,(c)  Graham Swift,(d)  Ian McEwan,Current Affairs,b,Medium,Applied(A),"J.M. Coetzee: South African Writer and Scholar, who is best known for his novels ‘Waiting for the Barbarians (1980)’ and The Life and times of Michael K (1983) which won the Booker Prize, Britain’s highest literacy award. He won a second Booker Prize in 1999 for ‘Disgrace’ a novel about life in post-apartheid South Africa."
140," <p>In the well-known Lawn Tennis doubles team, Max Mirnyi-the partner of Mahesh Bhupati, comes from which of the following countries? </p>",(a)  Italy,(b)  Sweden,(c)  Belarus,(d)  Croatia,Current Affairs,c,Medium,Applied(A),Max Mirnyi is from Belarus.
141, <p>Which of the following cricketers holds the record for the highest score in a Cricket Test Match innings by an Indian? </p>,(a)  Sunil Gavaskar,(b)  Vinoo Mankad,(c)  Sachin Tendulkar,(d)  V.V.S. Laxman,Current Affairs,d,Medium,Applied(A),"Presently, Virender Sehwag (309) holds the record of highest score in a Cricket Test Match innings by an Indian breaking V.V.S. Laxman’s record of 281."
142," <p>Match List I (Person) with List II (Position) and select the correct answer using the codes given below the lists:</p><p> List I                                              List II</p><p> A. Anil Kakodar.                        1. Chief of the Integrated Defence Staff </p><p>B. Raman Puri.                         2. Chairman, 17th Law Commission </p><p>C. M. Jagannatha Rao.            3. Chairman, ISRO</p><p> D. G. Madhavan Nair.              4. Chairman Atomic Energy Constitution A B C D.</p>",(a)  3 1 2 4,(b)  4 2 1 3,(c)  3 2 1 4,(d)  4 1 2 3,Current Affairs,d,Medium,Applied(A),"A – 4, B – 1, C – 2, D – 3"
143, <p>Which one of the following cities (they were in the news in recent times) is not correctly matched with its country? </p>,(a)  Salamanca : Spain.,(b)  Cannes : Italy,(c)  Cancun : Mexico,(d)  Bruges : Belgium,Current Affairs,b,Medium,Applied(A),"Cannes city, famous for its film festival is present in France."
144, <p>Match List I (Sports – person) with List II (Sport/Game) and select the correct answer using the codes given below the lists: </p><p>List I                            List II </p><p>A. Shikha Tandon    1. Badminton</p><p>B. Ignace Tirkey      2. Swimming</p><p>C. Pankaj Advani     3. Lawn Tennis</p><p>D. Rohan Bopanna   4. Snooker </p><p>                              5. Hockey </p>,(a)  A-3 B-5 C-4 D-2,(b)  A-2 B-4 C-1 D-3,(c)  A-3 B-4 C-1 D-2,(d)  A-2 B-5 C-4 D-3,Current Affairs,d,Medium,Applied(A),"A – 2, B – 5, C – 4, D – 3"
145," <p>The record for the highest score in an innings in Test Cricket is now being held by M. Hayden. Immediately prior to him, the three record holders were.</p><p> </p>","(a)  Don Bradman, Sunil Gavaskar and Colin Cowdrey.","(b)  Len Hutton, Peter May and Vivian Richards.","(c)  Hanif Mohammed, Garfield Sobers and Brian Lara.","(d)  Bobo Cowper, Bill Lawry and Brian Lara.",Current Affairs,c,Medium,Applied(A),"Hanif Mohammed, Garfield Sobers (365) and Brian Lara (375).
 Presently Brian Lara (400) holds this record by breaking M. Hayden’s 380."
146, <p>Which one of the following pairs is not correctly matched?</p><p> Unit of Indian Railway                                                        Location </p>,(a)  Railway Staff College .                                              1. Vadodara,(b)  Central Organization for Railway Electrification.2. Varanasi,(c)  Wheel and Axle Plant.                                              3. Bangalore,(d)  Rail-coach Factory.                                                   4. Kapurthala.,Current Affairs,b,Medium,Applied(A),Diesel Locomotive works is at Varanasi
147," <p>Shirin Ebadi, who won the Nobel Peace Prize in 2003, in from </p>",(a)  Iraq,(b)  Nigeria,(c)  Iran,(d)  Libya,Current Affairs,c,Easy,Applied(A),Shirin Ebadi is a lawyer from Iran and has contributed greatly for democratization of polity in Iran.
