Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
118," <p>‘A’ and ‘B’ are two fixed points in a field. A cyclist ‘C’ moves such that ACB is always a right angle. In this context, which one of the following statements is correct?</p>",(a)  The path followed by the cyclist is an ellipse,(b)  The path followed by the cyclist is a circle,(c)  The path followed by the cyclist is an exponential curve,(d)  This type of motion is not possible,gs_unclassified,b,Medium,Applied(A),
119," <p>Three flags, each of different colour, are available for a military exercise. Using these flags, different codes can be generated by waving </p><p> (i) Single flag of different colours, or</p><p> (ii) Any two flags in a different sequence of colours, or </p><p>(iii) Three flags in a different sequence of colours. </p><p>The maximum number of codes that can be generated is.</p>",(a)  6,(b)  9,(c)  15,(d)  18,gs_unclassified,c,Medium,Fundamental(F),
120," <p>A car travels the first one-third of a certain distance with a speed of 10 km/hr, the next one-third distance with a speed of 20 km/hr and the last one-third distance with a speed of 60 km/hr. The average speed of the car for the whole journey is</p>",(a)  18 km/hr,(b)  24 km/hr,(c)  30 km/hr,(d)  36 km/hr,gs_unclassified,a,Medium,Fundamental(F),
121, <p>‘A’ walks around a circular field at the rate of one round per hour while ‘B’ runs around it at the rate of six rounds per hour. They start in the same direction from the same point at 7.30 a.m. They shall first cross each other at</p>,(a)  8.30 a.m.,(b)  8.10 a.m.,(c)  7.48 a.m.,(d)  7.42 a.m.,gs_unclassified,d,Medium,Fundamental(F),
122," <p>Four different candles, which can last for 5 hours, 4 hours, 3 hours and 2 hours of burning, respectively, are lit in a room at the same instant and allowed to burn till such time that the three candles in the room get extinguished. The cost of burning each one of these candles is 75 paise per hour. The cost involved is:</p><p> </p>",(a)  Rs. 2.75,(b)  Rs. 3.75,(c)  Rs. 9.75,(d)  Rs. 12.50,gs_unclassified,c,Difficult,tApplied(A),
123," <p>A two member committee comprising of one male and one female member is to be constituted out of vie males and three females. Amongst the females, Ms. A refused to be a member of the committee in which Mr. B is taken as the member. In how many different ways can the committee be constituted? </p>",(a)  11,(b)  12,(c)  13,(d)  14,gs_unclassified,d,Medium,Applied(A),
124," <p>Three bells toll at intervals of 9, 12 and 15 minutes respectively. All the three begin to toll at 8 a.m. At what time will they first toll together again?</p><p> </p>",(a)  8.45 a.m.,(b)  10.30 a.m.,(c)  11.00 a.m.,(d)  1.30 p.m.,gs_unclassified,c,Medium,Applied(A),
125, <p>Total time taken by a person in going to a place by walking and returning on cycle is 5 hours 45 minutes. He would have gained 2 hours by cycling both ways. The time taken by him to walk both ways is.</p><p> </p>,(a)  6 hrs. 45 minutes,(b)  7 hrs. 45 minutes,(c)  8 hrs. 15 minutes,(d)  8 hrs. 30 minutes,gs_unclassified,b,Medium,Applied(A),
126, <p>Dilip Kaur Tiwana is well known as a</p>,(a)  Literateur,(b)  Musician,(c)  Scientist,(d)  Sportsperson,Current Affairs,a,Medium,Fundamental(F),Dilip Kaur Tiwana is well known as a literateur.
127, <p>Match List I with List II and the select the correct answer using the codes given below the lists:</p><p>List I (Cricketers)                   List II (Country)</p><p>A. Barry Richards.                1. England</p><p>B. Tex Dexter.                        2. West Indies</p><p>C. Alan Davidson.                 3. South Africa</p><p>D. Charlie Griffith.                4. New Zealand</p><p>      A   B   C   D.</p>,(a)   3   2   5   1,(b)   5   1   4   2,(c)   3   1   5   2,(d)   5   2   4   1,Current Affairs,c,Difficult,tFundamental(F),"A – 3, B – 1, C – 5, D – 2"
128, <p>Tim Montgomery set a new world record at the IAAF Grand Prix final in the year 2002 in.</p><p> </p>,(a)  Long Jump,(b)  110 m Hurdle Race,(c)  100 m Dash,(d)  High Jump,Current Affairs,c,Difficult,tFundamental(F),
129, <p>Who is the author of the book ‘New Dimensions of India’s Foreign Policy?</p><p> </p>,(a)  A.B. Vajpayee,(b)  Jaswant Singh,(c)  P.C. Alexander,(d)  Yashwant Sinha,Current Affairs,a,Medium,Fundamental(F),The Book ‘New Dimensions of India’s Foreign Policy’ is written by Atal Bihari Vajpayee.
130, <p>The Basque people who are frequently in the news for their separatist activity live in.</p><p> </p>,(a)  France,(b)  Italy,(c)  Portugal,(d)  Spain,Geography,d,Medium,Fundamental(F),
131, <p>Match List I with List II and select the correct answer using the codes given below the lists: </p><p>        List I                                                       List II                                                                                                                                                     (High Officials)                                   (Organization)</p><p> A. C.P. Jain.                             1. Indian Airlines </p><p>B. S. Ramadorai.                   2. NTPC </p><p>C. Sunil Arora.                       3. TCS</p><p>D. Vivek Paul.                         4. Wipro Technologies </p><p>     A B C D.                       A B C D.</p>,(a)  4 1 3 2,(b)  4 3 1 2,(c)  2 3 1 4,(d)  2 1 3 4,Current Affairs,c,Difficult,tFundamental(F),"A – 2, B – 3, C – 1, D – 4"
132, <p>Which one of the following statements is NOT correct?</p><p> </p>,(a)  The Press Council of India is an autonomous quasi-judicial body established under an Act of Parliament.,(b)  The Press Information Bureau provides accreditation to media person so as to have easy access to information from government sources.,"(c)  Among all the states of India, Maharashtra publishes the largest number of newspapers.",(d)  Press Trust of India is the largest news agency in the country.,Polity and Governance,c,Difficult,tFundamental(F),
133," <p>Consider the following statements regarding the relations between India and Pakistan:</p><p> 1. During Shimla Agreement, Indira Gandhi and Zulfikar Bhutto agreed to maintain the sanctity of LOC.</p><p> 2. Lahore Summit took place in the year 1997.</p><p>3. Islamabad Summit was held between Rajiv Gandhi and Nawaj Sharif. </p><p>Which of these statements is/are correct?</p><p> </p>","(a)  1, 2 and 3",(b)  1 and 3,(c)  Only 2,(d)  Only 1,International Affairs and Institutions,d,Difficult,tFundamental(F),Lahore Summit took place in the year 1999. Islamabad Summit was held between Rajiv Gandhi and Benazir Bhutto.
134," <p>In December 2002, the Prime Minister of India signed ‘Delhi Declaration’ with the.</p><p> </p>",(a)  President of Indonesia,(b)  President of Russia,(c)  Prime Minister of Cambodia,(d)  Prime Minister of Laos,Current Affairs,b,Medium,Fundamental(F),The Prime Minister of India signed ‘Delhi Declaration’ with the President of Russia.
135, <p>Which one of the following statements is correct?</p>,(a)  Each Timor was a British colony for four centuries,(b)  The European colonial rulers handed over East Timor to Indonesia in 1975.,(c)  The United Nations took over East Timor in 1999 to prepare it for independence.,(d)  East Timor finally declared its independence in December 2001.,International Affairs and Institutions,c,Difficult,tFundamental(F),"East Timor was a Portuguese Colony and was occupied by Indonesia. East Timor declared independence only after referendum. UN took over it on October 25, 1999."
136," <p>The Indira Gandhi Peace Prize, 2002 was awarded to:</p>",(a)  John Hume,(b)  Nelson Mandela,(c)  Norodom Sihanouk,(d)  Sadako Ogata,Current Affairs,d,Difficult,tFundamental(F),
137, <p>Match List-I with List-II and select the correct answer using the codes given below the lists:</p><p>List I                                                       List II</p><p>(Name of the Person)                (Associated with)</p><p>A. Brijmohan Lal Munjal.       1. Biotechnology</p><p>B. Kiran Karnik.                        2. Automobile Industry</p><p>C. Kiran Mazumdar Shaw.      3. Software Industry</p><p>D. Sunil Mittal.                          4. Telecom Industry.</p><p>                                                    5. Film Industry </p><p>     A B C D.</p>,(a)  4 1 5 2,(b)  4 3 1 2,(c)  2 3 1 4,(d)  2 1 5 4,Current Affairs,c,Medium,Fundamental(F),"A – 2, B – 3, C – 1, D – 4"
138, <p>Whom did Mahesh Bhupati and Max Mirnyi beat in the US Open men’s doubles tennis Championship in the year 2002 to win the title?</p>,(a)  Wayne Black and Kelvin Ullyet,(b)  Mike Bryan and Bob Bryan,(c)  Jonas Bjorkman and Todd Woodbridge,(d)  Jiri Novak and Radek Stepanek,Current Affairs,d,Medium,Fundamental(F),
139, <p>Who among the following was selected for 2001 Dada Saheb Phalke Award?</p><p> </p>,(a)  Dev Anand,(b)  Lata Mangeshkar,(c)  Ramanand Sagar,(d)  Yash Chopra,Current Affairs,d,Medium,Fundamental(F),
140, <p>Who won the title in the finals of French Open men’s singles tennis championship in the year 2002?</p><p> </p>,(a)  Albert Costa,(b)  Juan Carlos Ferrero,(c)  Andra Agassi,(d)  Pete Sampras,Current Affairs,a,Medium,Fundamental(F),
141, <p>The sportsperson Soma Biswas is associated with</p>,(a)  Sailing,(b)  Hockey,(c)  Golf,(d)  Athletics,Current Affairs,d,Medium,Fundamental(F),Soma Biswas is associated with Athletics.
142, <p>Match List I with List II and select the correct answer using the codes given below the lists:</p><p>          List I                                                        List II</p><p>   (Distinguished Lady)                        (Organization/Industry)</p><p>A. Amrita Patel.                     1. National Dairy Development Board</p><p>B. Anu Aga.                            2. Park Hotels</p><p>C. Mallika Srinivasan.            3. Pfizer Hotels</p><p>D. Priya Paul.                         4. Thermax Limited.</p><p>                                                 5. Tractors and Farm Equipment Limited</p><p>      A B C D.</p>,(a)  1 4 5 2,(b)  2 4 1 5,(c)  1 3 5 2,(d)  2 3 1 5,Current Affairs,a,Medium,Fundamental(F),"A – 1, B – 4, C – 5, D – 2"
143, <p>Survey of India is under the Ministry of.</p><p> </p>,(a)  Defence,(b)  Environment and Forests,(c)  Home Affairs,(d)  Science and Technology,Polity and Governance,d,Medium,Fundamental(F),Survey of India is under the Ministry of Science and Technology.
144, <p>Which among the following countries was the earliest to give women the right to vote? </p>,(a)  Iceland,(b)  India,(c)  New Zealand,(d)  U.S.A.,World History,c,Medium,Fundamental(F),New Zealand was the first country to give women the right to vote.
145," <p>Sandeep Pandey, the winner of Raman Magsaysay Award, is mainly an activist in:</p>",(a)  Prevention of child marriages,(b)  Promotion of communal harmony,(c)  Environmental protection,(d)  Education and livelihood projects for Dalits,Current Affairs,d,Medium,Fundamental(F),Sandeep Pandey is mainly an activist in education and livelihood projects for Dalits.
146," <p>In the FIFA World Cup Football event in the year 2002, the number of goals scored by Ronaldo of Brazil was.</p><p> </p>",(a)  6,(b)  7,(c)  8,(d)  9,Current Affairs,c,Easy,Fundamental(F),
147," <p>In the year 2002, the President of India presented the national award for excellence in public administration and management sciences to.</p>",(a)  Kumar Manglam Birla,(b)  N.R. Narayana Murthy,(c)  Rahul Bajaj,(d)  Ratan Tata,Current Affairs,b,Medium,Fundamental(F),"Third Lal Bahadur Shastri National Award for Excellence in Public Administration and Management Sciences was given to Infosys Technologies Chairman, N.R. Narayana Murthy."
