Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
108, <p>Which one of the following pairs is not correctly matched? </p><p>Well-known Company Major Area of Work?</p>,(a)  Abode Systems India : Software,(b)  Sasken : Communication technology,(c)  Genpact : Power generation,(d)  Sunthite : Export of spices,Current Affairs,c,Easy,Fundamental(F),<ul><li>Genpact is BPO company not a power generation company.</li></ul>
109, <p>Zayed bin Sultan-al-Nahyan was a long serving President of which of the following?</p>,(a)  Oman,(b)  Kuwait,(c)  United Arab Emirates,(d)  Saudi Arabia,World History,c,Easy,Fundamental(F),<ul><li>Zayed bin Sultan-al-Nahyan was a long serving President of United Arab Emirates.</li></ul>
110, <p>In which State is the Rajiv Gandhi National Institute of Youth Development located?</p>,(a)  Tamil Nadu,(b)  Karnataka,(c)  Himachal Pradesh,(d)  Uttaranchal,gs_unclassified,a,Easy,Fundamental(F),"<ul><li>Rajiv Gandhi National Institute of Youth Development is located in Sriperumbudur, Tamil Nadu.</li></ul>"
111, <p>What was the main reason for which Niger was in the news in recent times?</p>,(a)  Many deaths due to AIDS,(b)  Fierce civil war,(c)  Intense fighting with Algeria,(d)  Famine and starvation,Current Affairs,d,Easy,Fundamental(F),<ul><li>Niger was in the news because of famine and starvation due to Locust epidemics and Drought conditions.</li></ul>
112, <p>Match List-I with List-II and select the correct answer using the code given below the lists:</p><p>List-I (Author)</p><p>A. Amartya Sen</p><p>B. Bimal Jalan.</p><p>C. Arundhati Roy.</p><p>D. Mani Shankar Aiyar.</p><p> List-II (Book)</p><p>1. An Ordinary Person’s Guide to Empire </p><p>2. The Argumentative Indian </p><p>3. The Future of India </p><p>4. Confessions of a Secular Fundamentalist A B C D.</p><p>Select the correct answer using the code given below.</p>,"(a)  3, 2, 1 and 4 only","(b)  3, 2, 4 and 1 only","(c)  2, 3, 1 and 4 only","(d)  2, 3,  4 and 1",Current Affairs,b,Medium,Fundamental(F),"<ul><li>A – 2, B – 3, C – 1, D – 4</li></ul>"
113, <p>Which one of the following pairs is not correctly matched? </p><p>Recent Scientific Achievement Country?</p>,(a)  Creating the world’s first mouse  : United Kingdom,(b)  Cloning a human embryo for the first time : Germany,(c)  Guiding a spacecraft for collision with a comet : United States of America,(d)  Landing a spacecraft on an asteroid : Japan,Science and Technology,b,Difficult,tFundamental(F),"<ul><li>Cloning a human embryo for the first time was done by the Scientists at Massachusetts, U.S.A.</li></ul>"
114, <p>Which of the following pairs is/are correctly matched? </p><p>Inventor                         Invention</p><p>1. Christopher       :       Hovercraft </p><p>Cockerell</p><p>2. David Bushnell  :      Submarine</p><p>3.  J.C. Perrier         :     Steamship</p><p>Select the correct answer using the code given below.</p>,"(a)  1, 2 and 3 only","(b)  1 and 2, only","(c)  2 and 3, only","(d)  1 and 3, only",Science and Technology,b,Difficult,tFundamental(F),<ul><li>Fulton invented the Steamship.</li></ul>
115, <p>Who among the following wrote “The Communist Manifesto” along with Karl Marx?</p>,(a)  Emile Durkheim,(b)  Friedrich Engels,(c)  Robert Owen,(d)  Max Weber,World History,b,Difficult,tFundamental(F),"<ul><li>Friedrich Engels an Industrialist in England, wrote “The Communist Manifesto” alongwith Karl Marx.</li></ul>"
116," <p>Who among the following was presented with the Sangeet Natak Akademi Ratna Award, 2005 for her lifetime achievement in dance?</p>",(a)  Chandralekha,(b)  Tanjavur Balasaraswati,(c)  Uma Sharma,(d)  Yamini Krishnamurthy,Current Affairs,a,Easy,Fundamental(F),"<ul><li>Chandralekha was presented the Sangeet Natak Akademi Ratna Award, 2005.</li></ul>"
117, <p>Which one of the following countries is the first country in the world to propose a carbon tax for its people to address global warming?</p>,(a)  Australia,(b)  Germany,(c)  Japan,(d)  New Zealand,Current Affairs,d,Easy,Fundamental(F),<ul><li>New Zealand is the first country in the world to propose a carbon tax for its people to address global warming.</li></ul>
118, <p>Who is Wole Soyinka?</p>,(a)  A well-known economist,(b)  A well-known football player,(c)  A well-known industrialist owning steel plants in many parts of the world.,(d)  A Nobel Prize winner for literature.,gs_unclassified,d,Medium,Fundamental(F),Wole Soyinka is a Nobel Prize winner for literature.
119, <p>Which one of the following countries is not a member of ASEAN?</p>,(a)  Vietnam,(b)  Brunel Darussalam,(c)  Bangladesh,(d)  Myanmar,International Affairs and Institutions,c,Medium,Fundamental(F),"ASEAN founded in 1967. Its original signatories are Indonesia, Malaysia, the Philippines, Singapore and Thailand and later expanded to Cambodia, Laos, Myanmar, Vietnam and Brunei Darussalam. Papua New Guinea was given observer status and summit level dialogue partners are China, S. Korea, Japan and India."
120, <p>Whom did Croatia defeat in the Davis Cup-2005 Finals to win the Davis Cup – 2005?</p><p> </p>,(a)  United States of America,(b)  Slovak Republic,(c)  Argentina,(d)  Spain,Current Affairs,b,Easy,Fundamental(F),"Croatia defeat Slovak Republic in the Davis Cup, 2005."
121, <p>Indian Airlines (New name: Indian) have redesigned their logo which is a graphic wheel. This logo has been inspired from which one of the following?</p><p> </p>,(a)  Hampi Temples,(b)  Mamallapuram Temples,"(c)  Sun Temple, Konark",(d)  Khajuraho Temple,Indian Art and Culture,c,Difficult,tApplied(A),"Sun Temple, Konark."
122, <p>Match List-I with List-II and select the correct answer using the code given below the lists: List-I (Person) List-II (Area of Distinction) A. E.C.G. Sudarshan.</p><p> 1. Theatre B. V. Shanta .</p><p>2. Violin C. T.N. Krishnan.</p><p> 3. Research in Physics D. Mahesh Dattani.</p><p> 4. Cancer treatment.</p><p> 5. Water-harvesting</p><p> </p>,(a)  A-3 B-1 C-2 D-4,(b)  A-2 B-4 C-5 D-1,(c)  A-3 B-4 C-2 D-1,(d)  A-2 B-1 C-5 D-4,gs_unclassified,c,Medium,Fundamental(F),"A – 3, B – 4, C – 2, D – 1"
123, <p>What is the Universal Product Code (UPC) adopted for?</p>,(a)  Fire safely code in buildings,(b)  Earthquake-resistant building code,(c)  Bar code,(d)  Against aduiteration eatables,gs_unclassified,c,Medium,Fundamental(F),UPC was the first Bar code Symbology widely adopted.
124, <p>For which sport is the Val Barker Cup awarded in the Olympic Games?</p><p> </p>,(a)  Swimming,(b)  Boxing,(c)  Long Jump,(d)  High Jump,gs_unclassified,b,Medium,Fundamental(F),Olympic boxer displaying the best style and technique will be awarded Val Barker Cup in the Olympic Games.
125, <p>Which one among the following was the first to legalize euthanasia?</p><p> </p>,(a)  Australia,(b)  Switzerland,(c)  Netherlands,(d)  Canada,Social issues,c,Medium,Fundamental(F),Netherlands was the first country to legalize euthanasia in April 2002.
126, <p>Which one of the following is not a Central University?</p>,(a)  Pondicherry University,"(b)  Maulana Azad National Urdu University, Hyderabad","(c)  Visva Bharti, Shanti Niketan","(d)  University of Madras, Chennai",Polity and Governance,d,Medium,Applied(A),"University of Madras, Chennai is not a Central University."
127, <p>Match List-I with List-II and select the correct answer using the code given below the lists:</p><p>List-I (Leading Woman Lawn Tennis Player)             List-II (Country)</p><p>A. Daniela Hanutchova                                            1. Russia</p><p>B. Patty Schnyder                                                   2. Slovakia</p><p>C. Nadia Petrova                                                     3. France</p><p>D. Amelie Mauresmo                                               4. Switzerland</p>,(a)  A-2 B-1 C-4 D-3,(b)  A-2 B-4 C-1 D-3,(c)  A-3 B-4 C-1 D-2,(d)  A-3 B-1 C-4 D-2,Current Affairs,c,Difficult,t,"A – 2, B – 4, C – 1, D – 3"
128," <p>Match List-I with List-II and select the correct answer using the code given below the lists:</p><p>List-I                       List-II</p><p>A. Harold Pinter             1. Director-General, FAO</p><p>B. Jacques Diouf            2. President, European Commission</p><p>C. Jose Manuel Barroso  3. World Bank appointed for expert for adjudicating on the Baglihar Hydel Project</p><p>D. Raymond Laffite        4. Litterateur</p>",(a)  A-4 B-3 C-2 D-1,(b)  A-4 B-3 C-2 D-1,(c)  A-2 B-1 C-4 D-3,(d)  A-2 B-3 C-4 D-1,Current Affairs,c,Medium,Fundamental(F),"A – 4, B – 1, C – 2, D – 3"
129, <p>Which one of the following pairs is not correctly matched?</p>,(a)  Sigmund Freud : Psychoanalysis,(b)  Anna Freud : Child psychiatry,(c)  Milton Friedman : Economics,(d)  Eric R. Kandel : Literature,gs_unclassified,d,Medium,Fundamental(F),"Eric R. Kandel, the 2000 Nobel Prize Laureate in Physiology."
130, <p>Which one of the following companies is associated with the exploration and commercial production of oil in Barmer-Sanchore basin of Rajasthan?</p><p> </p>,(a)  Cairn Energy,(b)  Unocal Corporation,(c)  Reliance Energy Ventures,(d)  ONGC,Current Affairs,a,Easy,Fundamental(F),"Cairn Energy, a British Oil Firm."
131," <p>Recently with which country’s government did ONGC-Mittal Energy Limited (OMEL) sign a joint venture deal of $6 billion dealing with infrastructure, refinery and power?</p><p> </p>",(a)  Colombia,(b)  Venezuela,(c)  Nigeria,(d)  Saudi Arabia,Current Affairs,c,Easy,Fundamental(F),OMEL sign a joint venture deal with Nigeria’s Govt.
132," <p>Which one among the following as awarded the CSIR. Diamond Jubilee Technology Award 2004 in September, 2005 by the Prime Minister of India?</p>",(a)  Infosys Technologies Ltd.,(b)  Midas Corporation Technologies,(c)  Tata Consultancy Services,(d)  Biocon India Ltd.,Current Affairs,b,Easy,Fundamental(F),"MIDAS Communication Technologies was awarded the CSIR Diamond Jubilee Technology Award, 2004."
133, <p>Who among the following directed the film chosen as India’s official entry for the year 2006 Academy Awards?</p>,(a)  Adodor Gopalakrishnan,(b)  Amol Palekar,(c)  Sanjay Leela Bhansali,(d)  Kunal Kohli,Current Affairs,b,Easy,Fundamental(F),Amol Palekar’s Film ‘Paheli’.
134," <p>With reference to the Government of India’s various programmes, what is Nirmal Gram Puraskar</p><p> </p>",(a)  It is an incentive scheme of scholarships for the single girl child in families in villages.,(b)  It is an incentive scheme of scholarships for female sportspersons from villages who represents their states in any game.,(c)  It is an incentive scheme for schools in the villages for computer education.,(d)  It is an incentive scheme for Panchayati Raj institutions.,Social issues,d,Medium,Fundamental(F),It is an incentive scheme for Panchayati Raj Institutions.
135, <p>In which Olympics Games did India last win a Gold Medal?</p>,(a)  Montreal (1976),(b)  Moscow (1980),(c)  Los Angeles (1984),(d)  Atlanta (1996),gs_unclassified,b,Medium,Fundamental(F),India last win a Gold Medal in Moscow Olympics (1980) for the Hockey event.
136, <p>In which country is the committee which selects winners for Nobel Peace Prize located?</p><p> </p>,(a)  Norway,(b)  Sweden,(c)  Finland,(d)  Denmark,International Affairs and Institutions,a,Easy,Fundamental(F),"Nobel Peace Prize Committee is located in Oslo, Norway."
137, <p>Match List-I (Indian Scientist/Scholar) with List-II (Area of Work) and select the correct answer using the code given below the lists: </p><p>List-I                                    List-II </p><p>A. C.N.R. Rao                1. Telecommunication </p><p>B. Jagdish Bhagwati       2. Physics </p><p>C. G.N. Ramachandran   3. Economics </p><p>D. Ashok Jhunjhunwala   4. Solid State Chemistry and Material Science</p>,(a)  A-4 B-3 C-2 D-1,(b)  A-2 B-1 C-4 D-3,(c)  A-4 B-1 C-2 D-3,(d)  A-2 B-3 C-4 D-1,Science and Technology,a,Medium,Fundamental(F),"A – 4, B – 3, C – 2, D – 1"
138, <p>Match List-I with List-II and select the correct answer using the code given below the lists: </p><p>List-I (Person)                  List-II (Area of Work) </p><p>A. Ela Bhatt                 1. Theatre training </p><p>B. Mahashweta Devi     2. Women’s labour sector </p><p>C. Ebrahim Alkazi         3. Management teaching </p><p>D. Vijay Govindarajan   4. Litterateur and social worker for the country’s tribal communities</p>,(a)  A-3 B-1 C-4 D-2,(b)  A-2 B-4 C-1 D-3,(c)  A-3 B-4 C-1 D-2,(d)  A-2 B-1 C-4 D-3,Current Affairs,b,Difficult,tFundamental(F),"A – 2, B – 4, C – 1, D – 3"
139, <p>Match List-I with List-II and select the correct answer using the code given below the lists:</p><p>List-I (Person)            List-II (Organization/Area of Work)</p><p>A. Chandra                1. Advertising</p><p>B. Amrita Patel         2. Banking</p><p>C. Indra Nooyi          3. Dairy Development</p><p>D. Piyush Pandey      4. Pepsi Co.</p>,(a)  A-2 B-1 C-4 D-3,(b)  A-4 B-3 C-2 D-1,(c)  A-2 B-3 C-4 D-1,(d)  A-4 B-1 C-2 D-3,Current Affairs,c,Medium,Fundamental(F),"A – 2, B – 3, C – 4, D – 1"
140, <p>To which one of the following processes is the term CMYK related?</p><p> </p>,(a)  Railway Signalling,(b)  Navigation,(c)  Offset printing,(d)  Electronic voting machine,Science and Technology,c,Medium,Fundamental(F),"CMYK related to Offset printing. It is subtractive colour model used in colour printing. The colours are Cyan, Magenta, Yellow and Key (Black)."
141, <p>Consider the following statements: </p><p>1. Kofi Annan – the UN Secretary General is from Nigeria. </p><p>2. Kofi Annan is the first UN Secretary General to be appointed from the ranks of the United Nations staff. </p><p>3. Kofi Annan was appointed for a second to the office of the UN Secretary General.</p><p> Which of the statements given above are correct?</p><p> </p>,"(a)  1, 2 and 3","(b)  1 and 2, only","(c)  2 and 3, only","(d)  1 and 3, only",,c,,,Kofi Annan is from Ghana and is the Seventh Secretary General of UNO.
142, <p>Which one of the following countries is not a participating team in the Football World Cup-2006 to be held in Germany in July 2006?</p><p> </p>,(a)  Russia,(b)  Togo,(c)  Ivory Coast,(d)  Switzerland,,a,,,Russia is not a participating team in the Football World Cup 2006.
143," <p>Consider the following statements:</p><p>1. The Nobel Prize Awarding Ceremony takes place on December 10 to every year.</p><p>2. The Nobel Prize for Literature was added later on to the other five areas – Physics, Chemistry, Physiology or Medicine, Peace and Economics.</p><p>Which of the statements given above is/are correct?</p>",(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,International Affairs and Institutions,a,Difficult,tFundamental(F),"<p>The Nobel Prize for Economics (also called Nobel Memorial Prize) was set up by Swedish Central Bank in 1968 to commemorate its tricentennial was added later on to the other five areas – Physics, Chemistry, Physiology or Medicine, Peace and Literature, which were set up after the death of the inventor, Alfred Nobel.</p>"
144, <p>What is Medecins Sans Frontieres (MSF)?</p>,(a)  An agency formed by the International Olympic Committee (IOC) to check misuse of drugs by sports-persons,(b)  A non-governmental organization which specializes in international humanitarian aid and emergency medical assistance.,(c)  An organization to develop applications of nano-technology in medicine,(d)  An organization of medical practitioners funded by the European Union which carries out research against spread of AIDS,International Affairs and Institutions,b,Easy,Fundamental(F),MSF is a non-governmental organization with specialize in international humanitarian aid and emergency medical assistance.
145, <p>In which one of the following films did the Nobel Laureate Pearl S. Buck collaborate?</p>,(a)  Shatranj Ke Khilari,(b)  Guide,(c)  Lawrence of Arabia,(d)  Titanic,gs_unclassified,b,Difficult,tFundamental(F),Nobel laureate ‘Pearl S. Buck’ was the screen writer of ‘Guide’ (1965).
146, <p>Which one of the following countries is not a member of the Nordic Council?</p><p> </p>,(a)  Norway,(b)  Denmark,(c)  Iceland,(d)  United Kingdom,International Affairs and Institutions,d,Easy,Fundamental(F),"Nordic Council consists of Norway, Sweden, Denmark, Iceland and Finland. U.K. is not a member of the Nordic Council."
