Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
130," <p>Recently, the European Union and other six countries including India signed the International Thermonuclear Experimental Reactor (ITER) Project. Which one of the following was not a signatory to it? </p>",(a)  Canada,(b)  China,(c)  Japan,(d)  USA,Science and Technology,a,,,"ITER (International Thermonuclear Experimental Reactor) is a global effort to harness energy from nuclear fission, the process that powers sun and other stars. It comprises seven number – EU, Russia, US, Japan, China, Korea and India."
131, <p>Match List-I with List-II and select the correct answer using the code given below the lists :</p><p><strong>List-I(Person)                       List-II(known as)</strong></p><p>A.    Bhajan Sopori              1. Bharatnatyam dancer<br/>B.    Birju Maharaj               2. Exponent of Santoor<br/>C.    Priyadarsini Govind     3. Mridangam maestro<br/>D.    T.V.Gopalakrishnan      4. Kathak dancer<br/><br/>          A        B       C        D                      A          B        C      D<br/></p><br/><br/><br/><br/><br/><br/>,(a)       2        1       4        3,(b)    3          1        4      2,(c)        2        4       1        3,(d)    3          4        1      2,Indian Art and Culture,c,,,
132, <p>Which one of the following Himalayan Passes was reopened around in the middle of the year 2006 to facilitate trade between India and China?</p><p> </p>,(a)  Chang La,(b)  Jara La,(c)  Nathu La,(d)  Shipki La,Current Affairs,c,,,"On July 6, India and China formally inaugurated trade through Nathu La pass linking Tibet automonous region and Sikkim. The 430 m high pass was closed 44 years ago after the 1962 conflict."
133, <p>How is Steve Fossett known as?</p>,(a)  As a crocodile hunter,(b)  For completing the longest nonstop flight around the globe,(c)  For swimming across Atlantic Ocean,(d)  For climbing to Mt. Everest without any co-climber,Current Affairs,b,,,"James Stephen Fossett is a American aviator and adventurer known for his appetite to set world record. Fossett, who made his fortune in the American financial service industry, is best known for his five world record non-stop circumnavigations of the Earth: as a long-distance solo balloonist, as a sailor, and as a solo airplane pilot. Fossett has set 116 records in five different sports, 76 of which still stand."
134," <p>Match List-I with List-II and Select the correct answer using the code given below the lists:</p><p><strong>List-I(Persoan)                List-II(Position/Organization)</strong></p><p>A.    Nancy Pelosi            1. WTO<br/>B.    Margaret Chan        2.Speaker, U.S. House of Representatives<br/>C.    Pascal Lasmy            3.WHO<br/>D.    Steve Ballmer          4. Microsoft</p><p>         A     B    C   D              A     B    C    D<br/></p><br/><br/><br/><br/>",(a)     2     1    3   4,(b)    4     3     1    2,(c)      2     3    1   4,(d)    4    1     3     2,International Affairs and Institutions,c,,,
135, <p>In which one of the following cities in the Global Automotive Research Centre being set up? </p>,(a)  Chennai,(b)  Hyderabad,(c)  Pune,(d)  Gurgaon,Current Affairs,a,,,"PM lays foundation stone of Global Automotive Research Centre in November, 2006 in Chennai, Tamil Nadu."
136," <p>Consider the following statements: </p><p>1. Republicans won the majority in the U.S. House of Representatives Elections held in the year 2006.</p><p> 2. Republican Bobby Jindal, won a seat in the U.S. House of Representatives for the second time. </p><p>Which of the statements given above is/are correct? </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,International Affairs and Institutions,b,,,
137," <p>What is the broad area in which the Nobel Prize winners for the year 2006 in Physiology or Medicine, worked to get the Prize?</p><p> </p>",(a)  Prevention of weakening due to ageing.,(b)  Flow of genetic information.,(c)  Immunology and disease resistance .,(d)  Adult stem cell research.,Current Affairs,b,,,"The 2006 Nobel Prize in Physiology is shared by Andrew Z. Fire and Craig C. Mello. The two researchers are honoured for their discovery of RNA interference, a mechanism for silencing genes that could lead to new disease treatment."
138, <p>What was the purpose of the Operation Sukoon launched by the Government of India?</p><p> </p>,(a)  Helping Indonesia in its efforts to rehabilitate the victims of earthquake in that country.,(b)  Evacuating the Indian Nationals from Lebanon during the conflict in the Middle East .,(c)  Assisting United Nations in its efforts to help the civil war victims in the Darfur region of North Africa.,(d)  Providing a relief package to farmers after a spate of suicides by other farmers in Andhra Pradesh.,India and World,b,,,"Operation Sukoom was launched by India to evacuate its nationals and that of Sri Lanka, Nepal who were fleeing from the Israeli-Lebnese conflict in July-August 2006. Sukoon means relief in Urdu."
139, <p>Who among the following is Chile’s first woman President?</p><p> </p>,(a)  D. Ortega,(b)  M. Bachelet,(c)  E. Morales,(d)  A. Garcia,International Affairs and Institutions,b,,,Ms. Michelle Bachelet is the first woman President of Chile and second women elected head of a South American state after Janet Jagan of Gayana in 1997.
140, <p>Parimarjan Negi has excelled in which one of the following games? </p>,(a)  Billiards,(b)  Swimming,(c)  Chess,(d)  Weightlifting,Current Affairs,c,,,Parimarjan Negi became the youngest international master achieved at the age of 12 (Jan. 2006) in the Hastings Master tournament (Chess). He broke the record held by England’s David Howell since 2004.
141," <p>Which one of the following pairs of countries joined the European Union in January, 2007?</p>",(a)  Bulgaria and Romania,(b)  Bulgaria and Belgium,(c)  Romania and Slovenia,(d)  Hungary and Croatia,International Affairs and Institutions,a,,,"Romania and Bulgaria joined the European Union on Jan., 1, 2007, taking the membership of EU to 27. The two nations together bring 30 million new people into EU."
142, <p>Raghu Rai is well known for which one of the following areas?</p>,(a)  Research in Mathematics,(b)  Photography,(c)  Water harvesting,(d)  Pollution control,Current Affairs,b,,,Raghu Rai is an Indian photographer and a staff member of ‘the Statesman’ a New Delhi publication.
143," <p>Which one of the following organizations won the CSIR Award for Science and Technology (S &amp; T) Innovations for Rural Development, 2006?</p><p> </p>",(a)  CLRI,(b)  IARI,(c)  NDDB,(d)  NDRI,Current Affairs,a,,,"CLRI (Central Leather Research Institute), became the first recipient of the CSIR award for Innovations for rural development instituted by CSIR in 2006. It was awarded the prize for development of several technologies impacting positively on livelihood of the people."
