Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
72, <p>Which one of the following is used as an explosive?</p><p> </p>,(a)  Phosphorous trichloride,(b)  Mercuric oxide,(c)  Graphite,(d)  Nitroglycerine,Science and Technology,d,,,"Nitroglycerin (NG), (United States spelling) also known as nitroglycerine, (UK Spelling), trinitroglycerin, trinitroglycerine, 1, 2, 3-trinitroxypropane and glyceryl trinitrate, is a heavy, colorless, oily, explosive liquid obtained by nitrating glycerol. Since the 1860s, it has been used as an active ingredient in the manufacture of explosives, specifically dynamite, and as such is employed in the construction and demolition industries. Similarly, since the 1880s, it has been used by the military as an active ingredient, and a gellatinizer for nitrocellulose, in some solid propellants, such as Cordite and Ballistite.
 Nitroglycerin is also used medically as a vasodilator to treat heart conditions, such as angina and chronic heart failure."
73, <p>Consider the following:</p><p>1. Camphor.</p><p>2. Chicory .</p><p>3. Vanilla.</p><p>Which of the above is/are plant product(s) ?</p>,(a)  1 and 2 only,(b)  3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Science and Technology,d,,,"Camphor is a waxy, white or transparent solid with a strong, aromatic odor. It is found in wood of the camphor laurel (Cinnamomum camphora), a large evergreen tree found in Asia (particularly in Borneo and Taiwan, hence its alternate name). It also occurs in some other related trees in the laurel family, notably Ocotea usambarensis. It can also be synthetically produced from oil of turpentine. It is used for its scent, as an ingredient in cooking (mainly in India), as an embalming fluid, in religious ceremonies and for medicinal purposes. A major source of camphor in Asia is camphor basil.
 Common chicory (Cichorium intybus) is a bushy perennial herb with blue, lavender, or occasionally white flowers. It grows as a wild plant on roadsides in its native Europe, and in North America and Australia, where it has become naturalized Vanilla is a flavoring derived from orchids of the genus Vanilla native to Mexico. There are currently three major cultivars of vanilla grown globally, all derived from a species originally found in Mesoamerica, including parts of modern day Mexico."
74," <p>In the context of Indian wild life, the flying fox is a:</p>",(a)  Bat,(b)  Kite,(c)  Stork,(d)  Vulture,Ecology and Environment,a,Medium,Factual,"<ul><li>The Indian flying fox is one of the largest of all bats and has a wingspan of more than four feet. It does not prey on animals, feeling, instead, almost exclusively on a variety of fruit. The Indian flying fox was named for the shape of its head and its reddish brown fur, which resemble those of a fox. Flying forex are the largest of all bats and are found widely throughout Asia and Australia. The Indian flying fox lives in tropical forests and swamps, primarily in coastal areas. Where it does live inland, the bat is seldom found far from large areas of waster. It is wide spread throughout the Indian subcontinent and is also found on the Maldive Islands.</li></ul>"
75," <p>During which Five Year Plan was the Emergency clamped, new elections took place and the Janta Party was elected?</p>",(a)  Third,(b)  Fourth,(c)  Fifth,(d)  Sixth,Economics,c,Easy,Factual,"<ul><li style=""text-align: justify;"">The Fifth Five Year Plan of India was chalked out for the period spanning 1974 to 1979 with the objectives of increasing the employment level, reducing poverty, and attaining self-reliance. The Indian Emergency of 25 June 1975 – 21 March 1977 was a 21-month period (during the fifth five year plan period), when President Fakhruddin Ali Ahmed, upon advice by Prime Minister Indira Gandhi, declared a state of emergency under Article 352 of the Constitution of India, effectively bestowing on her the power to rule by decree, suspending elections and civil liberties. On January 23, 1977, Indira Gandhi called fresh elections for March and released all political prisoners. Emergency officially ended on March 23, 1977. The Janata Party’s 295 seats (of a total 542) gave it only a slim majority, but opposition candidates together represented more than two-thirds of the Lok Sabha. Morarji Desai became the first non-Congress Prime Minister of India.</li></ul>"
76, <p>Consider the following statements:</p><p>1. Infant mortality rate takes into account the death of infants within a month after birth.</p><p>2. Infant mortality rate is the number of infant deaths in a particular year per 100 live births during that year.</p><p>Which of the above statements is/are correct?</p>,(a)  1 only,(b) 2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,,d,,,"Infant mortality rate (IMR) is the number of newborns dying under a year of age divided by the number of live births during the year. The infant mortality rate is also called the infant death rate. It is the number of deaths that occur in the first year of life for 1000 live births. In past times, infant mortality claimed a considerable percentage of children born, but the rates have significantly declined in the West in modern times, mainly due to improvements in basic health care, though high technology medical advances have also helped. Infant mortality rate is commonly included as a part of standard of living evaluations in economics."
77," <p>If a Panchayat is dissolved, elections are to be held within ?</p>",(a)  1 month,(b)  3 months,(c)  6 months,(d)  1 year,Polity and Governance,c,,,"The 73rd Amendment Act provides for a five-year term of office to the Panchayat at every level. However, it can be dissolved before the completion of its term. Further, the fresh election to constitute a Panchayat shall be completed (i) before the expiry of its duration of five years, or (ii) in case of dissolution, before the expiry of a period of six months from the date of its dissolution."
78, <p>Consider the following statements :</p><p>1. The Governor of Punjab is concurrently the Administrator of Chandigarh.</p><p>2. The Governor of Kerala is concurrently the Administrator of Lakshadweep.</p><p>  Select the correct answer using the code given below.</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Polity and Governance,a,,,"Administration of union territories- (1) Same as otherwise provided by Parliament by law, every Union territory shall be administered by the President acting, to such extent as he thinks fit, through an administrator to be appointed by him with such designation as he may specify.
 (2) Notwithstanding anything contained in Part VI, the President may appoint the Governor of a State as the administrator of an adjoining Union territory, and where a Governor is so appointed, he shall exercise his functions as such administrator independently of his Council of Ministers. 
 Since 1985 the Governor of Punjab has acted as the administrator of Chandigarh. S.F. Rodrigues is the current administrator of Chandigarh from 16 Nov 2004 till date (May, 2009).
 The Administrator of Lakshadweep is the Head of the Union Territory of Lakshadweep. Mr. BV. Selvaraj is the current administrator of Lakshadweep from 22 December 2006 till date (May, 2009).
 R.S. Gavai is the current governor of Keral who assumed the office on 10 July 2008."
79," <p>Consider the following pairs : </p><p><span style=""text-decoration: underline;""><strong>Organization</strong></span>                                                          <span style=""text-decoration: underline;""><strong>Location of Headquarters</strong></span> </p><p>1. Asian Development Bank                               :                 Tokyo </p><p>2. Asia-Pacific Economic Cooperation               :                Singapore</p><p>3. Association of South East Asian Nations       :               Bangkok </p><p>Which of the above pairs is/are correctly matched?</p>",(a)  1 and 2 only,(b)  2 only,(c)  2 and 3 only,(d)  3 only,Economy: External Sector,b,,,"ASEAN (Headquarters: Jakarta, Indonesia): ASEAN is a geo-political and economic organization of 10 countries located in south-east Asia. It was established on 8 August 1967 in Bangkok by the five original member countries, namely, Indonesia, Malaysia, Philippines, Singapore and Thailand.
 APEC (Headquarters: Singapore): APEC is an economic forum for a group of Pacific Rim countries to discuss matters on regional economy, cooperation, trade and investment.
 Headquarters of Asian Development Bank is in Manila, Philippines."
80," <p>With reference to the United Nations, consider the following statements. </p><p>1. The Economic and Social Council (ECOSOC) of UN consists of 24 member States. </p><p>2. It is elected by a 2/3rd majority of the General Assembly for a 3 year term. </p><p>Which of the above statements is/are correct?</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,International Affairs and Institutions,b,,,"The ECOSOC is the Welfare Council which coordinates the economic and social activities of United Nations and its specialized agencies and other organizations. This council meets atleast thrice a year. It is composed of 54 members. General Assembly elects one-third members of ECOSOC every year for a period of 3 years. ECOSOC takes decision by a majority of those members present and voting. ECOSOC seeks to build a world of Greater prosperity, stability and justice."
81, <p>In which one of the following places is the Shompen tribe found?</p>,(a)  Nilgiri Hills,(b)  Nicobar Islands,(c)  Spiti Valley,(d)  Lakshadweep Islands,Geography,b,,,"<ul><li>The Shompen tribe is one of the two Mongoloid tribes that inhabit the Nicobar Islands in the union territory of Andaman and Nicobar Islands. The Shompens consist of two sub-divisions: the hostile Shompens and the Mawa Shompens. There have been instances in the past in which the hostile Shompens have declared wars with the Mawa Shompens. However, such wars are now a story of the past.</li></ul>"
82," <p>Consider the following statements: </p><p>1. The Advocate General of a State in India is appointed by the President of India upon the recommendation of the Governor of the concerned State.</p><p> 2. As provided in Civil Procedure Code, High Courts have original, appellate and advisory jurisdiction at the State level. </p><p>Select the correct answer using the code given below.</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Polity and Governance,d,,,"Article 165. Advocate-General for the State.
 The Governor of each State shall appoint a person who is qualified to be appointed a Judge of a High Court to be Advocated-General for the State.
 The Supreme Court has original, appellate and advisory jurisdiction. Certain High Courts, like those at Bombay, Calcutta and Madras, have original and appellate jurisdictions. Under the original jurisdiction suits, where the subject matter is valued at Rs. 25,000 or more, can be filed directly in the High Court. Most High Courts have only appellate jurisdiction."
83," <p>In India, the first Municipal Corporation was set up in which one among the following? </p>",(a)  Calcutta,(b)  Madras,(c)  Bombay,(d)  Delhi,History of Modern India,b,Medium,Factual,"The institutions of urban local government originated and developed in modern India during the period of British rule. The major events in this context are: (i) In 1687, the first municipal corporation in India was set up at Madras, (ii) In 1726, the municipal corporations were set up in Bombay and Calcutta."
84," <p>With reference to Lok Adalats, consider the following statements :</p><p>1. An award made by a Lok Adatal is deemed to be a decree of a civil court and no appeal lies against thereto before any court.</p><p>2. Matrimonial/Family disputes are not covered under Lok Adatal.</p><p>Select the correct answer using the code given below.</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Polity and Governance,a,,,"Award of Lok Adalat-
1. Every award of the Lok Adalat shall be deemed to be a decree of a civil court or, as the case may be, an order of any other court and where a compromise or settlement has been arrived at, by a Lok Adalat in a case referred to it under sub-section (1) of Section 20, the court-fee paid in such case shall be refunded in the manner provided under the Court Fees Act, 1870 (7 of 1870).
2. Every award made by a Lok Adalat shall be final and binding on all the parties to the dispute, and no appeal shall lie to any court against the award
The disputes which could be settled or compromised in a “Lok Adalat” include disputes regarding marriage and other family matters. The family disputes, specially disputes in respect of marriage require quick disposal for providing redressal to the woman who are suffering from injustice and are subject to torture and violence in their marital life.
Considering the plight of women to whom justice was denied due to long pendency of the proceedings before the court, The National Commission for Women evolved the concept of “Paribarik Mahila Lok Adalat” (PMLA). Marital disputes and other family disputes may be settled or compromised in the PMLA. Apart from pending cases, the dispute can also be resolved at the pre litigation stage and the parties can avail themselves of the opportunity to resolve their disputes without aid of any lawyer."
85," <p>With reference to Union Government, consider the following statements:</p><ol><li>The Constitution of India provides that all Cabinet Ministers shall be compulsorily the sitting members of Lok Sabha only.</li><li>The Union Cabinet Secretariat operates under the direction of the Ministry of Parliamentary Affairs.</li></ol><p>Select the correct answer using the code given below.</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Polity and Governance,d,Medium,Fundamental(F),"<ul><li>Article 75 (1) of the Constitution of India reads: ""The Prime Minister shall be appointed by the President and the other Ministers shall be appointed by the President on the advice of the Prime Minister."" While the Prime Minister usually is a member of the Lok Sabha, ministers are drawn from both Houses of Parliament. A person other than a member of Parliament may also be appointed as a minister, but he has to vacate the office after six months unless, in the meanwhile, he manages to get himself elected to either of the two houses. The Cabinet Secretariat is under the direct charge of the Prime Minister. The administrative head of the Secretariat is the Cabinet Secretary who is also the ex-officio Chairman of the Civil Services Board. The Cabinet Secretariat is responsible for the administration of the Govt. of India Rules, 1961. It facilitates smooth transaction of business in Ministries Departments. It assists in decision-making in Government by ensuring Inter-Ministerial coordination, ironing out differences and evolving consensus. It ensures that the President, the Vice-President and Ministers are kept informed. It helps in the Management of major crisis situations in the country.</li></ul>"
86," <p>Which one of the following Constitutional Amendment states that the total number of Ministers, including the Prime Minister, in the Council of Ministers shall not exceed fifteen percent of the total number of members of the House of the People?</p>",(a)  90th,(b)  91st,(c)  92nd,(d)  93rd,,b,,,"<ul><li>90th Amendment (2003): This Amendment provided that for elections to the Legislative Assembly of the State of Assam, the representation of the Scheduled Tribes and non-Scheduled Tribes in the constituencies included in the Bodoland Territorial Areas District, so notified, and existing prior to the Constitution of the Bodoland Territorial Areas District, shall be maintained. </li><li>91st Amendment (2003): This Article provides that the total number of Ministers, including the Prime Minister, in the Council of Ministers shall not exceed fifteen per cent of the total number of members of the House of the People. </li><li>92nd Amendment (2003): This Article provides for the inclusion of four new Ministers, viz. Bodo, Dogri, Maithili and Santhali in the Eighth Schedule of the Constitution. </li><li>93rd Amendment (2005): In this Amendment, a provision has been inserted that the state (i.e. Parliament or other legislatures) can make laws for the advancement of the SC, ST or the OBCs of citizens in matters of admission to educational institutions, including private unaided institutions.</li></ul>"
87, <p>Consider the following statements :</p><p>1. Central Administrative Tribunal (CAT) was set up during the Prime Ministership of Lal Bahadur Shastri.</p><p>2. The Members of CAT are drawn from both judicial and administrative streams.</p><p>Select the correct answer using the code given below.</p><p> </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,,b,,,"The Central Administrative Tribunal has been established for adjudication of disputes with respect to recruitment and conditions of service of persons appointed to public services and posts in connection with the affairs of the Union or other local authorities within the territory of India or under the control of Government of India and for matters connected therewith or incidental thereto. This was done in pursuance of the amendment of Constitution of India by Articles 323a. CAT was set up in 1985 during Rajiv Gandhi’s tenure. The Chairman of CAT who has been a sitting or retired Judge of a High Court heads the Central Administrative Tribunal. Besides the Chairman, the authorized strength consists of 16 Vice-Chairmen and 49 Members. All the members for CAT are drawn from judicial streams."
88," <p>With reference to Union Government, consider the following statements :</p><p>1. The number of Ministries at the Centre on 15th August 1947 was 18.</p><p>2. The number of Ministries at the Centre at present is 36.</p><p>Which of the statements given above is/are correct?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Polity and Governance,a,Medium,Factual,"The government consists of a number of ministries/departments, number and character varying from time to time on factors such as volume work, importance attached to certain items, changes of orientation, political expediency etc. On 15 August 1947, the number of ministries at the Centre was 18. The number of ministries at the Centre at present is 55."
89, <p>Consider the following statements :</p><p>1. The first telegraph line in India was laid between Kolkata (formerly Calcutta) and Diamond Harbour.</p><p>2. The first Export Processing Zone in India was set up in Kandla.</p><p>Which of the statements given above is/are correct?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,c,Medium,Factual,"<ul><li>The first telegraph line was opened in 1851 between Kolkata and Diamond Habour. By March 1884, telegraph message could be sent from Agra to Kolkata. The first automatic telephone exchange was commissioned at Shimla in 1913-14. Kandla Free Trade Zone in the first export-processing zone in India that has been set up in the year 1965. Seven other zones were later established in Mumbai, Chennai, Surat, Falta, Kochi, Noida and Vizag.</li></ul>"
90, <p>Which one of the following Union Ministries implements the Cartagena Protocol on Biosafety?</p>,(a)  Ministry of Science and Technology,(b)  Ministry of Health and Family Welfare,(c)  Ministry of Environment and Forests.,(d)  Ministry of Chemicals and Fertilizers.,Ecology and Environment,c,Medium,Factual,"<ul><li style=""text-align: justify;"">The Ministry of Environment and Forests (MoEF). Government of India, is implementing a GEF/World Bank funded project on Capacity Building on Biosafety in context of Cartagena Protocol on Biosafety. The project covers the assessment, management and long term monitoring and documentation of the risks to the sustainable use of biodiversity and to human health potentially posed by the introduction of Living Modified Organisms (LMOs).</li></ul>"
91, <p>Where is the headquarters of Animal Welfare Board of India located?</p>,(a)  Ahmedabad,(b)  Chennai,(c)  Hyderabad,(d)  Kolkata,Ecology and Environment,b,Easy,Factual,"<ul><li>A National Institute of Animal Welfare (NIAW) at Ballabhgarh, Faridabad has been established to impart training and education in animal welfare and veterinary sciene. Animal Welfare Board of India (AWBI) is a statutory body under the prevention of cruelty to Animals Act-1960 with its headquarters at Chennai.</li></ul>"
92, <p>Consider the following statements regarding Indian Planning :</p><p>1. The Second Five-Year Plan emphasized on the establishment of heavy industries.</p><p>2. The Third Five-Year Plan introduced the concept of import substitution as a strategy for industrialization.</p><p>Which of the statements given above is/are correct?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Economics,c,Medium,Factual,"<ul><li><strong>Second Plan (1956-1961):</strong> The second five-year plan focused on industry, especially heavy industry. Domestic production of industrial products was encouraged, particularly in the development of the public sector. The plan followed the Mahalanobis model, an economic development model developed by the Indian statistician Prasanta Chandra Mahalanobis in 1953. The need for foreign reserves was felt during the Fourth Five Year Plan (1969-1974). This facilitated growth in exports. Import substitution drew considerable attention. All these activities widened the industrial platform.</li></ul>"
93, <p>Consider the following statements :</p><p>1. The National School of Drama was set up by Sangeet Natak Akademi in 1959.</p><p>2. The highest honour conferred by the Sahitya Akademi on a writer is by electing him its Fellow.</p><p>Which of the statements given above is/are correct?</p><p> </p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Indian Art and Culture,c,Medium,Fundamental(F),"National School of Drama (NSD) is one of the foremost theatre institutions in the world and was set up by Sangeet Natak Akademi in 1959. In 1975, it became an autonomous organization, totally financed by Department of Culture. It has regional research centres at Bangalore and Pondicherry.
The highest honour conferred by the Sahitya Akademi on a write is by electing him its Fellow. This honour is reserved for the ‘Immortals of Literature’ and limited to 21 at any given time. So far 66 writes have been elected Fellows."
94, <p>With reference to Union Government consider the following statements:</p><ol><li>The Ministries/Departments of the Government of India created by the Prime Minister on the advice of the Cabinet Secretary.</li><li>Each of the Ministries is assigned to a Minister by the President of India on the advice of the Prime Minister.</li></ol><p>Which of the statements given above is/are correct ?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,Polity and Governance,b,Medium,,"<ul><li>The Government of India consists of a number of ministries/departments for its administration, each Ministry assigned to a Minister who runs it with the assistance of a Secretary in charge of the particular Ministry. The Ministries are created and assigned by the President on the advice of the Prime Minister under Article 77 of the Constitution.</li></ul>"
95, <p>A person has 4 coins each of different denomination. What is the number of different sums of money the person can from (using one or more coins at a time)?</p><p> </p>,(a)  16,(b)  15,(c)  12,(d)  11,gs_unclassified,b,,,
96, <p>How many numbers lie between 300 and 500 in which 4 comes only one time? </p>,(a)  99,(b)  100,(c)  110,(d)  120,gs_unclassified,a,,,
97, <p>How many letter of the English alphabet (capitals) appear same when looked at in a mirror?</p>,(a)  9,(b)  10,(c)  11,(d)  12,gs_unclassified,c,,,
98," <p>How many three-digit numbers can be generated from 1, 2, 3, 4, 5, 6, 7, 8, 9 such that the digits are in ascending order?</p><p> </p>",(a)  80,(b)  81,(c)  83,(d)  84,gs_unclassified,d,,,
99," <p>There are four persons A, B, C, D; and A has some coins. A gave half of the coins to B and 4 more besides. B gave half of the coins to C and 4 more besides. C gave half of the coins to D and 4 more besides. Both B and D end up with same number of coins. How many coins did A have originally?</p>",(a)  96,(b)  84,(c)  72,(d)  64,gs_unclassified,c,,,
100," <p>While adding the first few continuous natural numbers, a candidate missed one of the numbers and wrote the answer as 177. What was the number missed ?</p>",(a)  11,(b)  12,(c)  13,(d)  14,gs_unclassified,c,,,
101," <p>Four metal rods of lengths 78 cm, 104 cm, 117 cm and 169 cm are to be cut into parts of equal length. Each part must be as long as possible. What is the maximum number of pieces that can be cut?</p><p> </p>",(a)  27,(b)  36,(c)  43,(d)  480,gs_unclassified,b,,,
102," <p>In an examination, there are three subjects A, B and C. A student has to pass in each subject. 20% students failed in A, 22% students failed in B and 16% failed in C. The total number of students passing the whole examination lies between :</p>",(a)  42% and 84%,(b)  42% and 78%,(c)  58% and 78%,(d)  58% and 84%,gs_unclassified,b,,,
103," <p>There is a family of 6 persons A, B, C, D, E and F. There are two married couples in the family. The family members are lawyer, teacher, salesman, engineer, accountant and doctor. D, the salesman is married to the lady teacher. The doctor is married to the lawyer. F, the accountant is the son of B and brother of E. C, the lawyer is the daughter-in-law of A. E is the unmarried engineer. A is the grandmother of F. How is E related to F?</p><p> </p>",(a)  Brother,(b)  Sister,(c)  Father,(d)  Cannot be established (cannot be determined),gs_unclassified,d,,,
104, <p>How many times are an hour hand and a minute hand of a clock at right angles during the motion from 1.00 p.m. to 10.00 p.m.? </p>,(a)  9,(b)  10,(c)  18,(d)  20,gs_unclassified,c,,,
105," <p>There are 240 balls and n number of boxes B1, B2, B3, ……, Bn. The balls are to be placed in the boxes such that B1 should contain 4 balls more than B2, B2 should contain 4 balls more than B3, and so on. Which one of the following cannot be the possible value of n?</p>",(a)  4,(b)  5,(c)  6,(d)  7,gs_unclassified,d,,,
106," <p>In a carom broad game competition, m boys and n girls (m &gt; n &gt; 1) of a school participate in which every student has to play exactly one game with every other student. Out of the total games played, it was found that in 221 games one player was a boy and the other player was a girl. Consider the following statements :</p><p>1. The total number of students that participated in the competition is 30.</p><p>2. The number of games in which both players were girls is 78.</p><p>Which of the statements given above is/are correct ?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,gs_unclassified,c,,,
107," <p>There are three cans A, B and C. The capacities of A, B and C are 6 litres, 10 litres and 16 litres respectively. The can C contains 16 litres of milk. The milk has to be divided in them using these three cans only. Consider the following statements: </p><p>1. It is possible to have 6 litres of milk each in can A and can B.</p><p> 2. It is possible to have 8 litres of milk each in can B and Can C. </p><p>Which of the statements given above is/are correct? </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,gs_unclassified,c,,,
108, <p>Consider the following pairs:</p><p>1. Ashok Leyland                 :       Hinduja Group</p><p>2. Hindalco Industries         :        A.V. Birla Group</p><p>3. Suzlon Energy                   :       Punj Lloyd Group</p><p>Which of the pairs give above is/are correctly matched ?</p>,(a)  1 and 2 only,(b)  2 only,(c)  1 and 3 only,"(d)  1, 2 and 3",Economics,a,,,"Ashok Leyland is a commercial vehicle manufacturing company based in Chennai, India. Today the Company is the flagship of the Hinduja Group, a British-based and Indian originated transactional conglomerate.
 Established in 1958, Hindalco Industries Limited, the metals flagship company of the Aditya Birla Group, is an industry leader in aluminium and copper. Hindalco is the world’s largest aluminium rolling company and one of the biggest producers of primary aliminium in Asia. Its copper smelter is the world’s largest custom smelter at a single location.
 Suzlon Energy is wind power company in India. Tulsi Tanti, a former textile manufacturer, with the help of some of his friends of Rajkot moved into wind energy production and founded Suzlon energy in 1995 after facing increasing electricity costs."
109," <p>In the context of global economy, which one of the following pairs is <strong>not</strong> correctly matched ?</p>",(a)  JP Morgan Chase : Financial Services,(b)  Roche Holding AG : Financial Services,(c)  WL Rose and Co. : Private Equity Firm,(d)  Warburg Pincus : Private Equity Firm,Economy: External Sector,b,,,"JP Morgan Chase and Co. is a leading global financial services firm with operations in more than 60 countries. The firm is a leader in investment banking, financial services for consumers, small business and commercial banking, financial transaction processing, asset management, and private equity.
 F. Hoffmann–La Roche, Ltd. Is a Swiss global health-care company that operates worldwide under two divisions: Pharmaceuticals and Diagnostics. Its holding company, Roche Holding AG, has shares listed on the SIX Swiss Exchange (SIX: ROG). Its headquarters are in Basel.
 WL Ross and Company is a private equity firm which was opened by Wilbur Ross in 2000 in New York. The company recently added servicing of 185,000 loans from Citibank.
 Warburg Pincus is a private equity firm with offices in the United States, Europe, and Asia. It has been a private equity investor since 1966."
110, <p>Consider the following houses :</p><p>1. Christie’s </p><p>2. Osian’s</p><p>3. Sotheby’s </p><p>Which of the above is/are auctioneer/auctioneers?</p>,(a)  1 only,(b)  1 and 3 only,(c)  2 and 3 only,"(d)  1, 2 and 3",Economics,d,,,"Christie’s is a leading art business and a fine arts auctions house. Christie’s main London saleroom is on King Street in St. James’s, where it has been based since 1823. As of January 2009, Christie’s had 85 offices in 43 countries in the world.
 Established in 2000, Osian’s Action House and Archive redefines the role and responsibility of the traditional art auction house. Osian’s was conceived to function both as a corporate organization and as an institution for the arts. Moving away from the economics of patronage, Osian’s Auction House and Archive has established a holistic and financially self-sufficient model for creating an independent arts infrastructure in India.
 Sotheby’s is the world’s third oldest auction house in continuous operation. It was founded in London, Great Britain, on March 11, 1744 by Samuel Baker. Its Headquarter is in London, United Kingdom."
111, <p>Which one of the following is used as an explosive ?</p>,(a)  Phosphorous trichloride,(b)  Mercuric oxide,(c)  Graphite,(d)  Nitroglycerine,,d,,,"The Clean Development Mechanism (CDM) is an arrangement under the Kyoto Protocol allowing industrialized countries with a greenhouse gas reduction commitment (called Annex B countries) to invest in projects that reduce emissions in developing countries as an alternative to more expensive emission reductions in their own countries. A crucial feature of an approved CDM carbon project is that it has established that the planned reductions would not occur without the additional incentive provided by emission reductions credits, a concept known as “additionally”. The CDM allows net global greenhouse gas emissions to be reduced at a much lower global cost by financing emissions reduction projects in developing countries where costs are lower than in industrialized countries. However, in recent years, criticism against the mechanism has increased. The CDM is supervised by the CDM Executive Board (CDM EB) and is under the guidance of the Conference of the Parties (COP/MOP) of the United Nations Framework Convention on Climate Change (UNFCCC)."
112, <p>The concept of carbon credit originated from which one of the following?</p>,"(a)  Earth Summit, Rio de Janeiro",(b)  Kyoto Protocol,(c)  Montreal Protocol,"(d)  G-8 Summit, Heiligendamm",Ecology and Environment,b,,,"<ul><li>Carbon credits are a key component of national and international attempts to mitigate the growth in concentrations of greenhouse gases (GHGs). The mechanism of carbon credit was formalized in the Kyoto Protocol, an international agreement between more than 170 countries, and the market mechanisms were agreed through the subsequent Marrakesh Accords. The mechanism adopted was similar to the successful US Acid Rain Program to reduce some industrial pollutants.</li></ul>"
113, <p>Who among the following is the founder of World Economic Forum?</p>,(a)  Klaus Schwab,(b)  John Kenneth Galbraith,(c)  Robert Zoellick,(d)  Paul Krugman,Economics,a,Easy,Factual,"<ul><li>The World Economic Forum (WEF) is a Geneva-based non-profit foundation best known for its annual meeting in Davos, Switzerland which brings together top business leaders, international political leaders, selected intellectuals and journalists to discuss the most pressing issues facing the world including health and the environment. The World Economic Forum was founded in 1971 by Klaus M. Schwab, a business professor in Switzerland.</li></ul>"
114," <p>The Security Council of UN consists of 5 permanent members, and the remaining 10 members are elected by the General Assembly for a term of.</p><p> </p>",(a)  1 year,(b)  2 years,(c)  3 years,(d)  5 years,International Affairs and Institutions,b,,,"Security Council is the executive body of UN which is responsible for maintaining international peace in the world. Its session can be summoned at 24 hours notice and it functions almost continuously. The council consists of 15 members – 5 permanent (U.S.A., U.K., Russia, France and China) and 10 non-permanent members which are elected for a term of 2 years by the General Assembly."
115, <p>From which one of the following did Kosovo declare its independence?</p><p> </p>,(a)  Bulgaria.,(b)  Croatia.,(c)  Macedonia.,(d)  Serbia.,International Affairs and Institutions,d,,,"Kosovo officially declared independence from Servia on February 7, 2008. Kosovo’s Parliament voted to adopt a declaration of independence at an extraordinary session on the province’s independence from Serbia."
116, <p>Which one of the following pairs of countries fought wars over a region called Ogaden?</p>,(a)  Eritrea and Sudan,(b)  Ethiopia and Somalia,(c)  Kenya and Somalia,(d)  Ethiopia and Sudan,World History,b,,,"The Ogaden War was a conventional conflict between Somalia and Ethiopia in 1977 and 1978 over the Ogaden region of Ethiopia. In a notable illustration of the nature of Cold War alliances, the Soviet Union switched from supplying aid to Somalia to supporting Ethiopia, which had previously been backed by the United States, prompting the U.S. to start supporting Somalia. The war ended when Somali forces retreated back across the border and a truce was declared"
117, <p>In the middle of the year 2008 the Parliament of which one of the following countries became the first in the world to enact a Climate Act by passing “The Climate Change Accountability Bill”?</p>,(a)  Australia,(b)  Canada,(c)  Germany,(d)  Japan,Ecology and Environment,b,Easy,Factual,"<ul><li style=""text-align: justify;"">The Canadian House of Commons has become the first Parliament in the world to pass a climate act, which commits the county to reducing its greenhouse gas emissions by 80% from 1990 levels by 2050. The House Passed the Climate Change Accountability Bill on 4 June 2008. It was moved by the leader of the opposition New Democratic Party, Jack Layton. The bill sets an interim target of 25% reduction in greenhouse gases by 2020 and requires progress reports from the government every five years.</li></ul>"
118, <p>Which one among the following has the highest energy?</p><p> </p>,(a)  Blue light,(b)  Green light,(c)  Red light,(d)  Yellow light,Science and Technology,a,,,"VIGBYOR (V : Violet, I : Indigo, B : Blue, G : Green, Y : Yellow, O : Orange, R : Red) colour spectrum : shorter the wavelength, higher the energy. V has least wavelength but highest energy and R has maximum wavelength but maximum energy."
