Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
44, <p>Which one of the following activities of the Reserve Bank of India is considered to be part of 'sterilization'?</p>,(a) Conducting 'Open Market Operations',(b) Oversight of settlement and payment systems,(c) Debt and cash management for the Central and State Governments,(d) Regulating the functions of Non-banking Financial Institutions,Economics (Macroeconomics),a,Easy,Fundamental(F),"<p data-mce-style=""text-align: justify;"" style=""text-align: justify;"">To ease the threat of currency appreciation or inflation, central banks often attempt what is known as the ""sterilization"" of capital flows. In a successful sterilization operation, the domestic component of the monetary base (bank reserves plus currency) is reduced to offset the reserve inflow, at least temporarily. In theory, this can be achieved in several ways, such as by encouraging private investment overseas, or allowing foreigners to borrow from the local market. The classical form of sterilization, however, has been through the use of open market operations, that is, selling Treasury bills and other instruments to reduce the domestic component of the monetary base. </p>"
45, <p>Consider the following markets:</p><p>1. Government Bond Market</p><p>2. Call Money Market</p><p>3. Treasury Bill Market</p><p>4. Stock Market</p><p>How many of the above are included in capital markets?</p>,(a) Only one,(b) Only two,(c) Only three,(d) All four,Economics (Macroeconomics),b,Easy,Fundamental(F),"<p>A capital market is a financial market where long-term debt or equity-backed securities are bought and sold. It includes</p><p>1. Government Bonds - In India, fall under the broad category of government securities (G-Sec) and are primarily long term investment tools issued for periods ranging from 5 to 40 years. It can be issued by both Central and State governments of India.</p><p>2. Capital market refers to a broad spectrum of tradeable assets that includes the stock market as well as other venues for trading different financial products.</p><p>Treasury bills are money market instruments issued by the Government of India and call money market is an essential part of the Indian Money Market, where the day-to-day surplus funds (mostly of banks) are traded.</p>"
46, <p>Which one of the following best describes the concept of 'Small Farmer Large Field'?</p>,"(a) Resettlement of a large number of people, uprooted from their them a large cultivable land which they cultivable land which they cultivate collectively and share the produce",(b) Many marginal farmers in an area organize themselves into groups and synchronize and harmonize selected agricultural operations,(c) Many marginal farmers in an area together make a contract with a corporate body and surrender their land to the corporate body for a fixed term for which the corporate body makes a payment of agreed amount to the farmers,"(d) A company extends loans, technical knowledge and material inputs to a number of small farmers in an area so that they produce the agricultural commodity required by the company for its manufacturing process and commercial production",Economics (Macroeconomics),b,Difficult,tCurrent Affairs(CA),"<p data-mce-style=""text-align: justify;"" style=""text-align: justify;""><strong>Small Farmers Large Field (SFLF) is a collective action model to overcome the disadvantages faced by millions of small and marginal farmers due to diseconomies of scale and lack of bargaining power in the supply chain. This model is participatory and flexible and allows small farmers to benefit from achieving economies of scale by organizing themselves into groups and synchronizing and harmonizing selected operations.</strong> It was piloted in two villages of Odisha, with 112 farmers (35 females and 77 males). These farmers organized themselves into groups and synchronized their operations such as nursery bed management, transplanting, and harvesting collectively to achieve economies of scale. The SFLF farmers purchased inputs (seed and fertilizer) and sold paddy as a group to increase their bargaining power in price negotiations. The results from this pilot study showed that the participating farmers almost doubled their profits. Apart from the monetary benefits, these farmers saved time in many joint activities, including input (seed and fertilizer) purchase, paddy sale, and nursery bed management. Other important benefits of the harmonization and synchronization of farming operations were social harmony and sustainability of the farming system. <strong>Hence, option (b) is the correct answer.</strong></p>"
47, <p>Consider the following statements:</p><p>1. The Government of India provides Minimum Support Price for niger (Guizotia abyssinicia) seeds.</p><p>2. Niger is cultivated as a Kharif crop.</p><p>3. Some tribal people in India use niger seed oil for cooking.</p><p>How many of the above statements are correct? </p>,(a) Only one,(b) Only two,(c) All three,(d) None,Economics (Macroeconomics),c,Difficult,tFundamental(F),"<p><strong>One of the 14 kharif crops for which the Centre releases a minimum support price (MSP) every year is an unlikely plant called niger or ramtil (Guizotia abyssinica).</strong> This lesser known oilseed commands one of the highest MSPs, fixed on the basis of the cost of production and market demand.</p><p>Yet, the area under its cultivation has been steadily shrinking over the past three decades. In 1985-86, niger was cultivated on around 0.6 million hectares (ha). In 2020-21, the cultivated area shrunk by 80 per cent to a little over 0.1 million ha, the lowest among the 14 kharif crops with MSP.</p><p>The primary reason such a sparsely grown crop is part of the exclusive MSP list is because niger seed has traditionally “been the lifeline of tribal agriculture and economy in several states across India.</p><p><strong>The tribal population uses niger seed oil for cooking, the press cake post oil-extraction as livestock feed, and also consume the seeds as a condiment. </strong>Niger seed oil has medicinal properties, which is the reason for its commercial demand by the cosmetics, perfumeries and other allied industries.</p>"
48, <p>Consider the investments in the following assets:</p><p>1. Brand recognition</p><p>2. Inventory</p><p>3. Intellectual property</p><p>4. Mailing list of clients</p><p>How many of the above are considered intangible investments?</p>,(a) Only one,(b) Only two,(c) Only three,(d) All four,Economics (Microeconomics),c,Medium,Fundamental(F),"<p>An intangible asset is an identifiable non-monetary asset, without physical substance, held for use in the production or supply of goods or services, for rental to others, or for administrative purposes. Enterprises frequently expend resources, or incur liabilities, on the acquisition, development, maintenance or enhancement of intangible resources such as scientific or technical knowledge, design and implementation of new processes or systems, licences, intellectual property, <strong>market knowledge and trademarks (including brand names and publishing titles)</strong>. Common examples of items encompassed by these broad headings are computer software, <strong>patents, copyrights,</strong> motion picture films, <strong>customer lists,</strong> mortgage servicing rights, fishing licences, import quotas, franchises, customer or supplier relationships, customer loyalty, market share and marketing rights. Goodwill is another example of an item of intangible nature which either arises on acquisition or is internally generated.</p><p><strong>Tangible assets </strong>are typically physical assets or property owned by a company, such as equipment, buildings, and <strong>inventory.</strong></p>"
49," <p>Consider the following:</p><p>1. Demographic performance</p><p>2. Forest and ecology</p><p>3. Governance reforms</p><p>4. Stable government</p><p>5. Tax and fiscal efforts</p><p>For the horizontal tax devolution, the Fifteenth Finance Commission used how many of the above as criteria other than population area and income distance?</p>",(a) Only two,(b) Only three,(c) Only four,(d) All five,Economics (Indian Economy),b,Easy,Fundamental(F),"<p>Based on principles of need, equity and performance, overall devolution formula is as follows.</p><p><strong>Criteria Weight(%)</strong></p><p>1. Population - 15.0</p><p>2. Area - 15.0</p><p>3.<strong> Forest &amp; ecology - 10</strong></p><p>4. Income distance - 45</p><p>5. <strong>Tax &amp; fiscal efforts - 2.5</strong></p><p>6. <strong>Demographic performance - 12.5 </strong></p><p>On horizontal devolution, while XVFC agreed that the Census 2011 population data better represents the present need of States, to be fair to, as well as reward, the States which have done better on the demographic front, XVFC has assigned a 12.5 per cent weight to the demographic performance criterion. XVFC has re-introduced tax effort criterion to reward fiscal performance.</p>"
50, <p>Consider the following infrastructure sectors:</p><p>1. Affordable housing</p><p>2. Mass rapid transport</p><p>3. Health care</p><p>4. Renewable energy</p><p>On how many of the above does UNOPS Sustainable Investments in Infrastructure and Innovation (S3i) initiative focus for its investments?</p>,(a) Only one,(b) Only two,(c) Only three,(d) All four,Economics (Indian Economy),c,Difficult,tCurrent Affairs(CA),"<p>Sustainable Investments in Infrastructure and Innovation (‘S3i’)</p><p>In March 2020, Sustainable Investments in Infrastructure and Innovation (S3i) was formally established as a stand-alone business unit in the UNOPS governance structure, making UNOPS the first United Nations organization able to make direct investments from its own balance sheet.</p><p>In line with the UNOPS Strategic Plan, 2022-2025, the S3i office will seek to enhance and accelerate the effort of engaging public and private sector investors to work collectively to scale up infrastructure investments and consider co-creating innovative financing options. The UNOPS S3i will continue rolling out the initiative across its three focus-areas: (a) affordable housing; (b) renewable energy; and (c) health infrastructure.</p>"
51," <p>With reference to Home Guards, consider the following statements : </p><p>1. Home Guards are raised under the Home Guards act and Rules of the Central Government.</p><p>2. The role of the Home Guards is to serve as an auxiliary force to the police in maintenance of internal security.</p><p>3. To prevent infiltration on the international border /coastal areas, the Border Wing Home Guards Battalions have been raised in some States.</p><p>How Many of the above statements are correct?</p>",(a) Only one,(b) Only two,(c) All three,(d) None,Polity And Governance,b,Difficult,tFundamental(F),"<p><strong>Statement 1 is not correct: </strong>Home Guards’ is a voluntary force, first raised in India in December 1946, to assist the police in controlling civil disturbance and communal riots. Subsequently, the concept of the voluntary citizen’s force was adopted by several States. In the wake of Chinese aggression in 1962, the Centre advised the States and Union Territories to merge their existing voluntary organisation into one uniform voluntary force known as Home Guards. Thus the Central Government does not directly raise Home Guards. They are raised by the state governments under state acts. </p><p><strong>Statement 2 is correct:</strong> The role of Home Guards is to serve as an auxiliary Force to the Police in maintenance of internal security situations, help the community in any kind of emergency such as an air-raid, fire, cyclone, earthquake, epidemic etc., help in maintenance of essential services, promote communal harmony and assist the administration in protecting weaker sections, participate in socio-economic and welfare activities and perform Civil Defence duties. </p><p><strong>Statement 3 is correct:</strong> Fifteen Border Wing Home Guards (BWHG) Battalions (Bns.) have been raised in the border States viz. Punjab (6 Bns.), Rajasthan ( 4 Bns.), Gujarat (2 Bns.) and one each Battalion for Meghalaya, Tripura and West Bengal to serve as an auxiliary to Border Security Force for preventing infiltration on the international border/coastal areas, guarding of VA/VPs and lines of communication in vulnerable area at the time of external aggression. </p><p><strong>Hence only two statements are correct.</strong></p>"
52," <p>With reference to India, Consider the following pairs : </p><table border=""1"" style=""border-collapse: collapse; width: 100.04%;""><tbody><tr><td style=""width: 9.23361%;""><strong><em>Action The Act under</em></strong></td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><br/></td><td style=""width: 9.23361%;""><strong><em>Which it is covered</em></strong></td></tr><tr><td style=""width: 9.23361%;"">1. Unauthorized wearing of police or military uniforms</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">The Official Secrets Act, 1923</td></tr><tr><td style=""width: 9.23361%;"">2. Knowingly misleading or otherwise interfering with a police officer or military officer when engaged in their duties</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">The Indian Evidence Act, 1872</td></tr><tr><td style=""width: 9.23361%;"">3. Celebratory gunfire which can endanger the personal safety of others</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">The Arms (Amendment) Act, 2019</td></tr></tbody></table><p><br data-mce-bogus=""1""/></p><p>How many of the above pairs are correctly matched ?</p>",(a) Only one,(b) Only two,(c) All three,(d) None,Polity And Governance,b,Difficult,tFundamental(F),"<p><strong>Pair 1 is correctly matched:</strong> Section 6 of the Official Secrets Act 1923 clearly states that if any person is found to be unauthorizedly using the police or military uniforms, they will be held guilty of an offence under this section. </p><p><strong>Pair 2 is not correctly matched: </strong>Section 7 of the Official Secrets Act, 1923 clearly states that no person in the vicinity of any prohibited place shall obstruct, knowingly mislead or otherwise interfere with or impede, any police officer, or any member of (the Armed Forces of the Union) engaged on guard, sentry, patrol, or other similar duty in relation to the prohibited place. </p><p><strong>Pair 3 is correctly matched:</strong> The Arms (Amendment) Act, 2019 says that whoever uses firearm in a rash or negligent manner or in celebratory gunfire so as to endanger human life or personal safety of others shall be punishable with an imprisonment for a term which may extend to two years, or with fine which may extend to rupees one lakh, or with both. </p><p><strong>Hence only two pairs are correctly matched.</strong></p>"
53," <p>Consider the following pairs : </p><table border=""1"" data-mce-selected=""1"" style=""border-collapse: collapse; width: 100.04%;""><tbody><tr><td style=""width: 9.23361%;""><strong><em>Regions</em></strong></td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><br/></td><td style=""width: 9.23361%;""><strong><em>often Reason for being in news</em></strong></td></tr><tr><td style=""width: 9.23361%;"">1. North Kivu and Ituri</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">War between Armenia and Azerbaijan</td></tr><tr><td style=""width: 9.23361%;"">2. Nagorno-Karabakh</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">Insurgency in Mozambique </td></tr><tr><td style=""width: 9.23361%;"">3. Kherson and Zaporizhzhia</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">Dispute between Israel and Lebanon</td></tr></tbody></table><p>How many of the above pairs are correctly matched ?</p><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: nw-resize; margin: 0px; padding: 0px; left: -5px; top: 25px;"" id=""mceResizeHandlenw"" style=""cursor: nw-resize; margin: 0px; padding: 0px; left: -5px; top: 25px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: ne-resize; margin: 0px; padding: 0px; left: 1077.99px; top: 25px;"" id=""mceResizeHandlene"" style=""cursor: ne-resize; margin: 0px; padding: 0px; left: 1077.99px; top: 25px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: se-resize; margin: 0px; padding: 0px; left: 1077.99px; top: 110.486px;"" id=""mceResizeHandlese"" style=""cursor: se-resize; margin: 0px; padding: 0px; left: 1077.99px; top: 110.486px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: sw-resize; margin: 0px; padding: 0px; left: -5px; top: 110.486px;"" id=""mceResizeHandlesw"" style=""cursor: sw-resize; margin: 0px; padding: 0px; left: -5px; top: 110.486px;"" unselectable=""true""></div>",(a) Only one,(b) Only Two,(c) All three,(d) None,International Relations,d,Medium,Current Affairs(CA),"<p><strong>North Kivu and Ituri are provinces in the Democratic Republic of the Congo</strong> (DRC) that have been affected by conflict for decades. Since February 2023, violence and conflict in eastern DRC has increased in these regions. <strong>Hence pair 1 is not correctly matched. </strong></p><p><strong>Nagorno-Karabakh, known as Artsakh by Armenians,</strong> is a landlocked mountainous area in the South Caucasus. The territory is internationally recognised as part of oil-rich Azerbaijan, but its inhabitants are predominantly ethnic Armenians. <strong>The area is disputed between Azerbaijan and Armenia. Hence pair 2 is not correctly matched. </strong></p><p><strong>The regions Kherson and Zaporizhzhia </strong>were in news because in September 2022 <strong>Russia occupied Ukrainian regions of Luhansk, Donetsk, Zaporizhzhia, and Kherson.</strong> These oblasts make up about 15% of the territory of Ukraine. <strong>Hence pair 3 is not correctly matched. </strong></p>"
54, <p>Consider the following statements : </p><p>Statement-I :Israel has established diplomatic relations with some Arab States.</p><p>Statement-II : The 'Arab Peace Initiative' Mediated by Saudi Arabia was signed by Israel and Arab League.</p><p>Which one of the following is correct in respect of the above statements?</p>,(a) Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,(b) Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,(c) Statement-I is correct but Statement-II is incorrect,(d) Statement-I is incorrect but Statement-II is correct,International Relations,c,Medium,Current Affairs(CA),"<p>Till 2000s, the only two Arab countries Israel had signed peace treaties with are Egypt and Jordan, in 1979 and 1994 respectively. In 2020, United Arab Emirates (UAE) and Bahrain were the latest countries in the Arab region to formally establish diplomatic ties with Israel which is often referred as Abraham accords. <strong>Hence statement 1 is correct.</strong></p><p>The Arab Peace Initiative was presented at an Arab League summit in Beirut in March of 2002 and was revived at an Arab League summit in Riyadh in March 2007. The plan offers Israel full peace and normalization in return for full withdrawal from the occupied Palestinian territories. Israel, on the other hand, was in no position to seriously engage in a comprehensive peace settlement at the time, and found many points of contention with the Initiative and thus did not signed it. In 2022, The Saudi leadership has made clear that it continues to adhere to the API as the mainstay of its approach to formalizing relations with Israel.<strong> Hence statement 2 is not correct.</strong></p>"
55, <p>Consider the following pairs with regard to sports awards: </p><p>1. Major Dhyan Chand Khel Ratna Award : For the most Spectacular and outstanding performance by a sportsperson over period of last four years</p><p>2. Arujna Award : For the lifetime achievement by a sportsperson</p><p>3. Dronacharya Award : To honour eminent coaches who have successfully trained sportspersons or teams</p><p>4. Rashtriya Khel Protshan Puraskar : To recognize the contribution made by sportspersons even after their retirement </p><p>How many of the above pairs are correctly matched?</p>,(a) Only one,(b) Only two,(c) Only three,(d) All four,Current Affairs,b,Medium,Fundamental(F),"<p>National Sports Awards are given every year to recognize and reward excellence in sports.</p><ul><li>Following are included in list of National Sports Awards:<ul><li><strong>Major Dhyan Chand Khel Ratna Award is given for the spectacular and most outstanding performance over a period of the previous four years. Hence pair 1 is correctly matched.</strong></li><li><strong>Arjuna Award for outstanding performance in Sports and Games is given for good performance over a period of the previous four years </strong>and showing qualities of leadership, sportsmanship and a sense of discipline. <strong>Hence pair 2 is not correctly matched.</strong></li><li><strong>Dronacharya Award </strong>is given to <strong>coaches for doing outstanding and meritorious work on a consistent basis</strong> and enabling sportspersons to excel in International event. <strong>Hence pair 3 is correctly matched.</strong></li><li><strong>Dhyan Chand Award for Lifetime Achievement in Sports and Games</strong> is given to honour sportspersons who have contributed to sports by their performance and continue to contribute to the promotion of sports events after their retirement.</li><li><strong>Rashtriya Khel Protsahan Puruskar is given to corporate entities (both in the private and public sector), sports control boards, NGOs </strong>including sports bodies at the state and national level who have played a visible role in the area of sports promotion and development. <strong>Hence pair 4 is not correctly matched.</strong></li></ul></li></ul>"
56," <p>Consider the following statements in respect of the 44th Chess Olympiad, 2022 : </p><p>1. It was the first time that Chess Olympiad was held in India.</p><p>2. The official mascot was named 'Thambi'.</p><p>3. The trophy for the winning team in the open section is the Vera Menchik Cup.</p><p>4. The trophy for the winning team in the women's section is the Hamilton-Russell Cup.</p><p>How many of the statements given above are correct?</p>",(a) Only one,(b) Only two,(c) Only three,(d) All four,Miscellaneous,b,Medium,Current Affairs(CA),"<p><strong>Why in news? Recently, the Prime Minister declared the 44th Chess Olympiad at JLN Indoor Stadium, Chennai.</strong></p><p><strong>About the 44th Chess Olympiad</strong></p><p>The prestigious competition, which has been organized since 1927, is <strong>being hosted in India for the first time and in Asia after 30 years. Hence statement 1 is correct.</strong></p><p>It has the highest ever number of countries participating.</p><p>It has the highest ever number of teams participating.</p><p>It has the highest number of entries in the women’s section.</p><p>The first ever Torch Relay of the Chess Olympiad started this time.</p><p><strong>Mascot:</strong> The <strong>official mascot was named ""Thambi""</strong>, a chess knight dressed in the traditional Tamil male attire vetti with a white shirt. He was depicted with folded hands, extending the Tamil greeting ""Vanakkam""<strong>. Hence, statement 2 is correct.</strong></p><p><strong>Winner in the Open section: Hamilton-Russel Cup. Hence statement 3 is not correct.</strong></p><p><strong>Winner in the Women's section: Vera Menchik Cup. Hence statement 4 is not correct.</strong></p><p>1st place in combined classification: Nona Gaprindashvili Trophy </p><p>Number of teams: Open: 188 Women: 162.</p>"
57," <p>Consider the following pairs:</p><table border=""1"" data-mce-selected=""1"" style=""border-collapse: collapse; width: 100.04%;""><tbody><tr><td style=""width: 9.23361%;""><strong><em> Area of conflict mentioned in news</em></strong></td><td style=""width: 9.23361%;""><br/></td><td style=""width: 9.23361%;""><strong><em>Country where it is located</em></strong></td></tr><tr><td style=""width: 9.23361%;"">1. Donbas</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">Syria</td></tr><tr><td style=""width: 9.23361%;"">2. Kachin</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">Ethiopia</td></tr><tr><td style=""width: 9.23361%;"">3. Tigray</td><td data-mce-style=""width: 9.23361%; text-align: center;"" style=""width: 9.23361%; text-align: center;""><strong>:</strong></td><td style=""width: 9.23361%;"">North Yemen</td></tr></tbody></table><p>How many of the above pairs are correctly matched?</p><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: nw-resize; margin: 0px; padding: 0px; left: -5px; top: 25px;"" id=""mceResizeHandlenw"" style=""cursor: nw-resize; margin: 0px; padding: 0px; left: -5px; top: 25px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: ne-resize; margin: 0px; padding: 0px; left: 1077.99px; top: 25px;"" id=""mceResizeHandlene"" style=""cursor: ne-resize; margin: 0px; padding: 0px; left: 1077.99px; top: 25px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: se-resize; margin: 0px; padding: 0px; left: 1077.99px; top: 110.486px;"" id=""mceResizeHandlese"" style=""cursor: se-resize; margin: 0px; padding: 0px; left: 1077.99px; top: 110.486px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: sw-resize; margin: 0px; padding: 0px; left: -5px; top: 110.486px;"" id=""mceResizeHandlesw"" style=""cursor: sw-resize; margin: 0px; padding: 0px; left: -5px; top: 110.486px;"" unselectable=""true""></div>",(a) Only one,(b) Only two,(c) All three,(d) None,International Relations,d,Difficult,tCurrent Affairs(CA),"<p data-mce-style=""text-align: justify;"" style=""text-align: justify;"">The Donbas is a historical, cultural, and economic region in eastern Ukraine. It has two heavily industrialised regions of Donetsk and Luhansk which were occupied by Russian forces last year. <strong>Hence pair 1 is not correctly matched.</strong></p><p data-mce-style=""text-align: justify;"" style=""text-align: justify;"">Kachin State is the northernmost state of Myanmar. In 2022, Myanmar military air strikes reportedly killed dozens of people including civilians at a concert in Kachin State. <strong>Hence pair 2 is not correctly matched.</strong></p><p data-mce-style=""text-align: justify;"" style=""text-align: justify;"">Tigray is Ethiopia’s northernmost region. The region is at the center of an ongoing civil conflict involving ethno-regional militias, the federal government, and the Eritrean military that has attracted the concern of humanitarian groups and external actors since November 2020. In October 2022, the first formal African Union-led peace talks between an Ethiopian government team and Tigray forces happened in South Africa. <strong>Hence pair 3 is not correctly matched.</strong></p>"
58," <p>In the recent years Chad, Guinea, Mali and Sudan caught the international attention for which one of the following reasons common to all of them?</p>",(a) Discovery of rich deposits of rare earth elements,(b) Establishment of Chinese Military bases,(c) Southward expansion of Sahara Desert,(d) Successful coups,International Relations,d,Medium,Current Affairs(CA),"<p>In recent years, the spate of coups in Chad, Guinea, Mali and Sudan has sparked a flurry of media attention and concern. In April 2022, the Peace and Security Council (PSC) of the African Union (AU) adopted the political transition processes in Burkina Faso, Chad, Guinea, Mali and Sudan. <strong>Hence option (d) is the correct answer. </strong></p>"
59, <p>Consider the following heavy industries :</p><p>1. Fertilizer plants</p><p>2. Oil refineries</p><p>3. Steel plants</p><p>Green hydrogen is expected to play a significant role in decarbonizing how many of the above industries?</p>,(a) Only one,(b) Only two,(c) All three,(d) None,Environment,c,Medium,Fundamental(F),"<p>Green hydrogen is the<strong> hydrogen produced through electrolysis of water</strong> using electricity <strong>from renewable sources. Hydrogen use today is dominated by industry,</strong> namely<strong>: oil refining, ammonia production, methanol production and steel production.</strong> </p><p><strong>Central to a decarbonised India</strong> will be a widespread adoption of renewable power and vehicle electrification. Targets and policies such as the 500 GW non-fossil fuel electricity capacity by 2030, scheme for Faster Adoption and Manufacturing of Electric Vehicles- Phase II (FAME II) etc <strong>represent a concrete policy push towards fulfilling these ambitions.</strong></p><p>To further complement these ongoing efforts,<strong> India is prioritising green hydrogen as a potential solution to decarbonise hard-to-abate sectors such as refinery, ammonia, methanol, iron and steel </strong>and heavy-duty trucking. </p><p><strong>Hence, option (c) is the correct answer.</strong></p>"
60, <p>Consider the following statements about G-20:</p><p>1. The G-20 group was originally established as a platform for the Finance Ministers and Central Bank Governors to discuss the international economic and financial issues. </p><p>2. Digital public infrastructure is one of India's G-20 priorities. </p><p>Which of the statements given above is/are correct?</p>,(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,International Relations,c,Medium,Fundamental(F),"<p>The G20 group of 19 countries and the EU was established in 1999 as a platform for Finance Ministers and Central Bank Governors to discuss international economic and financial issues. Together, the G20 countries account for almost two-thirds of the global population, 75% of global trade, and 85% of the world's GDP. In the wake of the global financial and economic crisis of 2007, the G20 was elevated to the level of Heads of State/Government and was named the ""premier forum for international economic cooperation."" <strong>Hence statement 1 is correct.</strong></p><p>Digital Public Infrastructure is one of the key priorities during India’s G20 Presidency. It is a cross-cutting theme across various Working Groups including Digital Economy, Health, Education and Global Partnership for Financial inclusion. <strong>Hence statement 2 is correct. </strong></p>"
61," <p>With reference to the Indian History, Alexander Rea, A. H. Longhurst, Robert Sewell, James Burgess and Walter Elliot were associated with</p>",(a) archaeological excavations,(b) establishment of English Press in Colonial India,(c) establishment of Churches in Princely States,(d) construction of railways in Colonial India,History (Modern India),a,Medium,Fundamental(F),"<p data-mce-style=""text-align: justify;"" style=""text-align: justify;""><strong>Alexander Rea, A. H. Longhurst, Robert Sewell, James Burgess and Walter Elliot were associated with archaeological excavations.</strong></p><p data-mce-style=""text-align: justify;"" style=""text-align: justify;""><strong>Alexander Rea</strong> was a <strong>British archaeologist </strong>who<strong> worked mainly in South British India.</strong> He is known for unearthing a sarcophagus from the hillocks of Pallavaram in Tamil Nadu.</p><p data-mce-style=""text-align: justify;"" style=""text-align: justify;""><strong>Albert Henry Longhurst </strong>was a<strong> British archaeologist and art historian, </strong>working in<strong> India and Ceylon.</strong> Longhurst was the brother-in-law of Sir John Marshall, the Director-General of the Archaeology Survey of India (1902-1928). In October 1913 he was appointed the Superintendent of the Southern Circle, Archaeological Survey of India.From 1927 to 1931 he was in charge of the systematic digging of Nagarjunakonda.Longhurst served as the Archaeological Commissioner, Archaeological Survey of Ceylon between 1934 and 1940,[2] mainly working at Polonnaruwa but also at Anuradhapura and Sigiriya, concentrating more on conservation/restoration rather than excavation.</p><p data-mce-style=""text-align: justify;"" style=""text-align: justify;""><strong>Robert Sewell</strong> worked in the civil service of the Madras Presidency during the period of colonial rule in India. He was Keeper of the Madras Record Office. Sewell's specialism was the Vijayanagara Empire, about which he authored A Forgotten Empire Vijayanagar: A Contribution to the History of India (1900). Sewell undertook archaeological work, including at the Buddhist stupa at Amaravati, which had already been largely destroyed prior to his arrival. The site had previously been surveyed by Colin Mackenzie and Walter Elliot.</p><p data-mce-style=""text-align: justify;"" style=""text-align: justify;"">In <strong>1854, Walter Elliot, the commissioner of Guntur (Andhra Pradesh),</strong> visited Amaravati and<strong> collected several sculpture panels</strong> and took them away to Madras. <strong>(These came to be called the Elliot marbles after him.)</strong> He also <strong>discovered the remains </strong>of the western gateway and came to the conclusion that the structure at Amaravati was one of the largest and most magnificent Buddhist stupas ever built. </p>"
