Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
119, <p>Match List I with List II and select the correct answer using the codes given below the lists:</p><p>      List I (Important Day)                         List II (Date)</p><p>   A. World Environment Day                1. March 20</p><p>   B. World forestry Day                         2. June 5</p><p>   C. World Habitat Day                          3. September 16</p><p>   D. World Ozone Day                           4. October 3</p><p>                                                              5. December 10</p><p>    </p>,"(a) A-2, B-1, C-4, D-5","(b) A-1, B-2, C-4, D-3","(c) A-1, B-2, C-3, D-4","(d) A-2, B-1, C-4, D-3",Ecology and Environment,d,Difficult,tFundamental(F),"A – 2, B – 1, C – 4, D – 3"
120, <p>Match List I with List II and select the correct answer using the codes given below the lists:</p><p>List I (Books)                                       List II (Author)</p><p>A. The Struggle in My Life                         1. Leck Walesa</p><p>B. The Struggle and the Triumph.            2. Nelson Mandela</p><p>C. Friends and Foes.                                3. Leonid Brezhnev</p><p>D. Rebirt.                                                    4. Zulfikar Ali Bhutto.</p><p>                                                                    5. Sheikh Mujibur Rehman</p><p>             </p>,"(a) A-1, B-2, C-5, D-3","(b) A-2, B-1, C-5, D-3","(c) A-1, B-2, C-3, D-4","(d) A-2, B-1, C-3, D-4",gs_unclassified,b,Difficult,tFundamental(F),"A – 2, B – 1, C – 5, D – 3"
121, <p>A great landslide caused by an earthquake killed hundreds of people in January 2001 near</p>,(a)  San Salvador,(b)  San Jose,(c)  Managua,(d)  Gautemala City,Current Affairs,a,Easy,Fundamental(F),
122, <p>Falung Gong is</p>,(a)  An ethnic minority in Eastern China,(b)  An insurgency outfit in Western China,(c)  A pro-democracy movement in China,(d)  A spiritual movement in China,International Affairs and Institutions,d,Medium,Fundamental(F),Falun Gong is a spiritual movement in China.
123," <p>Match List I with List II and select the correct answer using the codes given below the lists:</p><p>List I (Person)                                                   List II (Achievements)</p><p>A. Deep Sen Gupta                     1. India’s youngest International Master in the Sangli International Chess</p><p>B. P. Harikrishna         2. The first Indian ever to win a gold in discuss in the World Junior Athletic Championship in Santiago, 2000</p><p>C. Seema Antil                    3. Won the title in the Asian Junior Chess Tournament in Mumbai, 2000</p><p>D. Tejas Bakre                    4. Won the under-12 title in the World Youth Chess Festival in Oropesa, 2000</p><p> </p>","(a) A-4, B-3, C-2, D-1","(b) A-2, B-4, C-1, D-3","(c) A-4, B-1, C-2, D-3","(d) A-2, B-1, C-3, D-4",Current Affairs,c,Medium,Fundamental(F),"A – 4, B – 1, C – 2, D – 3"
124, <p>Match List I with List II and select the correct answer using the codes given below the lists:</p><p>List I (Person)                                    List II (Distinguished as)</p><p>A. Santosh Yadav                               1. T.V. host</p><p>B. Oprah Winfrey                              2. Journalist</p><p>C. Oscar Wilde                                    3. Mountaineer</p><p>D. P. Sainath                                       4. Dramatist and Author</p><p>      </p>,"(a) A-3, B-1, C-4, D-2","(b) A-1, B-3, C-2, D-4","(c) A-3, B-1, C-2, D-4","(d) A-1, B-3, C-4, D-2",Current Affairs,a,Medium,Fundamental(F),"A – 3, B – 1, C – 4, D – 2"
125," <p>Match List I with List II select the correct answer using the codes given below the lists:</p><p>List I (Award/Prize)                                                                                                          List II (Recipient)</p><p>A. Indira Gandhi Prize for Peace, Disarmament and Development.                1. Archibiship Desmond Tutu</p><p>B. Jamnalal Bajaj Award.                                                                                          2. Dr. Gurudev Khush</p><p>C. International Gandhi Peace Prize.                                                                      3. Dr. M.S. Swaminathan</p><p>D. Wolf Prize.                                                                                                               4. Nelson Mandela</p><p><br/></p>","(a) A-1, B-3, C-4, D-2","(b) A-3, B-1, C-4, D-2","(c) A-1, B-3, C-2, D-4","(d) A-3, B-1, C-2, D-4",Current Affairs,b,Difficult,tFundamental(F),"A – 3, B – 1, C – 4, D – 2"
126, <p>Match List I with List II and select the correct answer using the codes given below the lists:</p><p>List I (Sports Women)                                                         List II (Sports)</p><p>A. Anjali Vedpathak .                                                            1. Athletics</p><p>B. Mouma Das.                                                                       2. Gymnastics</p><p>C. Neelam Singh.                                                                     3. Rifle Shooting</p><p>D. Tumpa Debnath.                                                                 4. Table Tennis.</p><p>                                                                                                    5. Chess</p>,"(a) A-3, B-4, C-2, D-5","(b) A-4, B-3, C-1, D-2","(c) A-4, B-3, C-2, D-5","(d) A-3, B-4, C-1, D-2",Current Affairs,a,Medium,Fundamental(F),"A – 3, B – 4, C – 2, D – 5"
127, <p>The Chess player Alexi Shirov represents</p>,(a)  Albania,(b)  Kazakhstan,(c)  Russia,(d)  Spain,Current Affairs,d,Medium,Fundamental(F),Alexi Shirov represent Spain.
128," <p>The theme of the World Development Report 2001, is</p>",(a) From Plan to Market,(b)  Knowledge for Development,(c)  Attacking Poverty,(d)  The State in the Changing World,International Affairs and Institutions,c,Medium,Fundamental(F),"The theme of the World Development Report 2001, is attacking poverty."
129, <p>Mekong Ganga co-operation project is</p>,(a)  An irrigation project involving India and Myanmar,(b) A joint tourism initiative of some Asian countries,"(c)  A hydroelectric power project involving India, Bangladesh and Myanmar",(d)  A defence and security agreement of India with its eastern neigbours,India and World,b,Medium,Fundamental(F),
130, <p>Who amongst the following was the Chairman of I.S.R.O. when INSAT – 3B was launched?</p><p> </p>,(a)  Anil Kakodkar,(b)  Abdul Kalam,(c)  K. Kasturirangan,(d)  U.R. Rao,Science and Technology,c,Medium,Fundamental(F),K. Kasturirangan was the Chairman of ISOR when INSAT-3B was launched.
