q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
69,"Which Article of the Constitution prescribes
the duties of the comptroller and Auditor
General of India?",Article 146,Article 147,Article 148,Article 149,M.P.P.C.S. (Pre),2019.0,d,"Exp) Option d is the correct answer.
Article 149 of the Indian Constitution prescribes the duties
and powers of the Comptroller and Auditor General
(CAG) of India. This article outlines the role, functions, and
responsibilities of the CAG in auditing and reporting on the
accounts of the Union and the States. It provides the CAG
with the authority to examine and audit the accounts related
to the receipt and expenditure of public funds.
Important Tips
Article 146 deals with the officers and servants and the
expenses of the Supreme Court. It states that the Chief
Justice of India can appoint officers and servants of the
Supreme Court in consultation with the President.
Article 147 covers the interpretation of the constitution
along with that of the government of India act, 1935.
Article 148 states that there shall be a CAG who shall be
appointed by the President by warrant under his hand and
seal and shall only be removed from office in like manner
and on like grounds as a Judge of the Supreme Court."
70,"Who is not a member of the committee
for the appointment of Chairperson and
members of the National Human Rights
Commission?",Speaker of the House of People,Chairman of the Council of States,Leader of opposition in the House of People,Leader of opposition in the Council of States,M.P.B.C.S. (Pre),2019.0,b,"Exp) Option b is the correct answer

The Chairman of the Council of States is not a member

of the committee. Section 2, 3 and 4 of The Protection of

Human Rights Act, 1993 lay down the rules for appointment

to the NHRC. The Chairperson and members of the

NHRC are appointed by the President of India, on the

recommendation of a committee consisting of:

e The Prime Minister (Chairperson)

* The Home Minister

e The Leader of the Opposition in the Lok Sabha (Lower
House)

« The Leader of the Opposition in the Rajya Sabha (Upper
House)

¢ The Speaker of the Lok Sabha (Lower House)

¢ The Deputy Chairman of the Rajya Sabha (Upper House}

Important Tips

The Protection of Human Rights (Amendment) Act,

2019

e NERC Composition: The Act allowed a former Chief
Justice or Judge of the Supreme Court to become
NHRC’s chairperson. The number of members
increased from two to three, with at least one member
being a woman. Chairpersons of commissions for
Backward Classes, Child Rights, and Disabilities would
also join NHRC as members.

« SHRC Chairperson: The Bill allowed a former Chief
Justice or Judge of a High Court to become the
chairperson of SHRC.

* Term of Office: The term of office for NHRC and
SHRC chairpersons and members was reduced to
three years or until seventy years of age. The limit on
reappointment for members was removed.

« Powers of Secretary-General: The Secretary-General
and Secretary of NHRC and SHRCs received broader
administrative and financial powers, excluding judicial
functions, under the respective chairperson’s control.

e« Union Territories: The central government could
assign human rights functions of Union Territories to
SHRCs, while Delhi’s human rights functions would

___remain under NHRC’s jurisdiction."
71,"Chairperson and Members of the State
Human Rights Commission are appointed
by-",Governor,President,Chief Justice of the High Court of the concerned State,Chief Justice of India,M.P.P.C.S. (Pre),2019.0,a,"Exp) Option a is the correct answer

Governor of the state appoints the chairperson and other

members of the State Human Rights Commission.
Important Tips

State Human Rights Commission: ;

¢ Composition: The Commission is made up of three
members: a chairperson and two members.

¢ Chairperson: The chairperson shall be a retired Chief
Justice of a High Court or a High Court Judge

« Members: Members should be a serving or retired High
Court judge or a District Judge. With a minimum of
seven year experience as a District Judge, as well as
someone with knowledge or practical experience in
human rights.

« Tenure: The chairperson and members are elected for
a three-year term or until they reach the age of 70,
whichever comes first.

« Removal: The governor appoints the chairperson |
and members of a State Human Rights Commission,
however, they can only be removed by the President |"
72,Who is not the ex-officio member of the National Human Rights Commission?,The Chairperson of the National Commission for Minorities,The Chairperson of the Law Commission of India,"The Chairperson of the National Commission for the Scheduled Castes
and Scheduled Tribes","The Chairperson of the National
Commission for Women",M.P.P.C.S. (Pre),2018.0,b,"Exp) Option b is the correct answer

The Chairperson of the Law Commission of India is not

the ex-officio member of the National Human Rights

Commission.

Ex-officio members of NHRC:

« Chairperson, National Commission for Scheduled Castes

e Chairperson, National Commission for Scheduled Tribes

e« Chairperson, National Commission for Minorities

e Chairperson, National Commission for Women

e Chairperson, National Commission for Backward Classes

¢« Chairperson National Commission for Protection of
Child Rights

¢ Chief Commissioner for Persons with Disabilities"
73,"A Sitting Judge of the High Court or a
Sitting District Judge can be appointed
as a member of the State Human Rights
Commission after consultation with?",the Governor,the Chief Justice of the High Court of the concerned State,the Chief Justice of the Supreme Court of India,the President,M.P.P.C.S. (Pre),2018.0,b,"Exp) Option b is the correct answer

A Sitting Judge of the High Court or a Sitting District Judge

can be appointed as a member of the State Human Rights

Commission after consultation with the Chief Justice of

the High Court of the concerned State."
74,"The State Human Commission submits its
annual report to the -",Governor,State Government,Chief Justice of the High Court,Chief Justice of India,M.P.P.C.S. (Pre),2018.0,b,"Exp) Option b is the correct answer

The State Human Rights Commission (SHRC) submits its

annual or special reports to the state government. These

reports are laid before the state legislature, along with a

memorandum of action taken on the recommendations of

the Commission and the reasons for nonacceptance of any of

such recommendations."
75,"Every member of the Commission, Sate
Commission and every officer appointed
or authorized by the Commission or State
Commission to exercise functions under
the Protection of Human Rights Act is to be
deemed-",Public Officer,Public Servant,Officer of Commission,None of the above,M.P.P.C.S. (Pre),2018.0,b,"Exp) Option b is the correct answer

Section 39 of the Protection of Human Rights Act, 1993 says

that Every Member of the Commission, State Commission

and every officer appointed or authorized by the Commission

or the State Commission to exercise functions under this Act

shall be deemed to be a public servant."
76,"In relation to offences described under
Section 175, Section 178, Section 179,
Section 180 or Section 228 of the Indian
Penal Code, the Human Rights Commission
is to be deemed-",Criminal Court,Civil Court,Revenue Court,None of the above,M.P.P.C.S. (Pre),2018.0,b,"Exp) Option b is the correct answer

As per the section 13 (4) of the national human rights

protection act, 1993, In relation to offences described under

Section 175, Section 178, Section 179, Section 180 or Section

228 of the Indian Penal Code, the Human Rights Commission

is to be deemed a civil court. This means that the Human

Rights Commission has the same powers as a civil court in

respect of these offences. For example, the Human Rights

Commission can issue summons, compel the attendance of

witnesses, and take evidence on oath.

Important Tips

Sections of IPC mentioned in the question:

e Section 175:- Omission to produce document to public
servant by person legally bound to produce it.

e Section 178:- Refusing oath or affirmation when duly
required by public servant to make it.

e Section 179:;- Refusing to answer public servant
authorized to question.

° Section 180:- Refusing to sign statement.

¢ Section 228:- Intentional insult or interruption to
public servant sitting in judicial proceeding."
77,"While dealing with complaints of violation
of Human Rights by the members of the
armed forces, the Commission either on its
own motion or on receipt of a petition will?",Enquire itself,"give directions to the concerned police
officers to enquire","seek a report from the Central
Government",None of the above,M.P.P.C.S. (Pre),2018.0,c,"Exp) Option c is the correct answer

The Protection of Hiuman Rights Act, 1993 (PHRA) provides

that while dealing with complaints of violation of Human

Rights by the members of the armed forces, the Commission

either on its own motion or on receipt of a petition, shall

seek a report from the Central Government. The Central

Government shall, within a period of three months, or

such longer period as may be specified by the Commission,

submit a report to the Commission. The Commission shall,
after considering the report of the Central Government,
take such action as it deems fit."
78,"What was the objective of the Protection of
Human Rights Act, 1993?",Better protection of Human Rights,"To constitute Human Rights Protection
Commission","To constitute Human Rights Protection
Commission in the State",All of the above,M.P.P.C.S. (Pre),2015.0,d,"Exp) Option d is the correct answer

The objective of the Protection of Human Rights Act, 1993,

was to achieve all of the following:

¢ The primary aim of the Act was to ensure improved
protection and promotion of human rights in India.

* The Act established the National Human Rights
Commission (NHIRC) at the national level to inquire into
human rights violations and recommend measures for
their prevention and redressal.

e Apart from the NHRC, the Act also allowed for the
creation of State Human Rights Commissions (SHRCs)
in each state to address human rights issues at the state
level.

Important Tips
key provisions of the Protection of Haman Rights Act,
1993:
e ‘The establishment of the NHRC and SHRCs
¢ The investigation of allegations of human rights
violations

« The taking of appropriate action against those
responsible for human rights violations
¢ The establishment of Human Rights Courts
« The training of law enforcement officials on human
rights
¢ The promotion of human rights education"
79,"Which one of the following is the ‘National
Voters Day’?",5th June,1st November,25th January,8th March,M.P.P.C.S. (Pre),2012.0,c,"Exp) Option c is the correct answer.
National Voters Day is celebrated every year on 25 January
in India to mark the foundation of the Election Commission
of India. The Election Commission of India was established
on 25 January 1950.
Important Tip
The main objective of celebrating National Voters Day is to
encourage people to participate in the electoral process and
to make them aware of their rights and responsibilities
as voters. On this day, various awareness programmes
are organized by the Election Commission of India and
other organizations to promote voter education and
participation."
80,"In India, which one of the following is
responsible for the implementation of the
Government of India’s policy in all matters
concerning telecommunications?",Digital Communications Commission,Telecom Regulatory Authority of India,Telecom Advisory Committee,"‘Telecommunications Consultants India
Limited",CDS,2022.0,b,"Exp) Option b is the correct answer
The Telecom Regulatory Authority of India (TRAI)
is responsible for the implementation of the
Government of India’s policy in all matters concerning
telecommunications in India. TRAI is an independent
regulatory body established under the Telecom Regulatory
Authority of India Act, 1997. It functions as the regulator for
the telecommunications sector in India and has the authority
to make regulations, issue guidelines, and ensure compliance
with the government's policies in the telecom sector."
81,"Which one of the following Commissions is
related to Article 338A?","The National Commission for Scheduled

Castes","The National Commission for Scheduled
Tribes","The National Commission for Backward
Classes",The National Commission for Women,CDS  (I1),2020.0,b,"Exp) Option b is the correct answer
Article 338A of the Indian Constitution deals specifically
with the establishment of the National Commission for
Scheduled Tribes (NCST). This article was inserted into
the Constitution through the 89th Amendment Act of 2003.
The NCST is a constitutional body tasked with safeguarding
the rights and interests of the Scheduled Tribes in India."
82,"Which one of the following is not correct
about Administrative Tribunals?","The Parliament may Constitute
Administrative Tribunals both at the
Union and State levels","Tribunals may look into complaints with
respect to recruitment and conditions of
service of persons appointed to public
services","Tribunals established by a law of the
Parliament can exclude the jurisdiction
of all courts to allow to special leave to
appeals.","The law establishing the Tribunals may
provide for procedures including rules of
evidence to be followed.",CDS Pre.  I,2019.0,c,"Exp) Option c is the correct answer.
Tribunals established by a law of the Parliament can exclude
the jurisdiction of all courts (except the jurisdiction of
Supreme Court under Article 136) to allow to special leave
to appeal.
Important Tips
« The dictionary meaning of the word ‘Tribunal’ is seat
of the Judge.
¢ The 42nd amendment act of 1976 added a new part |
XIV-A entitled as Tribunals.

¢ It consists of only two articles: article 323 A dealing
with administrative tribunals and article 323 B
dealing with tribunals for other matters.

« Article 323 A empowers the parliament to establish
the administrative tribunals in 1985.

« This article empowers the Central government to

| establish one central administrative tribunal and the
state administrative tribunals.

| ¢ Article 323 B empowers the parliament and state
legislature to establish tribunal for different disputes"
83,"The Prime Minister’s National Relief Fund
is operated by which one of the following
bodies?",The Prime Minister’s Office (PMO),"The National Disaster Management
Authority",The Ministry of Finance,"The National Development Council
(NDC)",CDS Pre.  I,2019.0,a,"Exp) Option c is the correct answer.

« Established in: 1948

« Used for: immediate relief to families of those killed in
natural calamities like floods, cyclones and earthquakes,
etc. and to the victims of the major accidents and riots

¢ Headed by: Prime Minister

« Administration: Administered on an Honorary basis by
Joint Secretary to the Prime Minister as Secretary of the
fund.

« PMNRF operates from the Prime Minister’s Office
(PMO) (option a is correct)

« Features:

(a) Consists entirely of public contributions and does not get
any budgetary support.

(b) Recognized as a Trust under the Income Tax Act

(c) Exempt under the Income Tax Act, 1961 under Section
10 and 139 for return purposes."
84,"Which of the following are the functions of
the National Human Rights Commission
(NHRC)?

1, Inquiry at its own initiative on the
violation of human rights.

2. Inquiry on a petition presented to it by a
victim.

3. Visit to jails to study the condition of the
inmates.

4, Undertaking and promoting research in
the field of human rights.

Select the correct answer using the codes given

below:",l and 2,"2,3 and 4","1,3 and 4",All of these,CDS Pre. 1,2018.0,d,"Exp) Option d is the correct answer.

The Commission shall, perform all or any of the following

functions, namely:-

¢ Inquire at its own initiative on the violation of human
rights

« Inquiry ona petition presented to it by a victim

« Visit to jails to study the condition of the inmates

¢ Undertaking and promoting research in the field of
human rights

e encourage the efforts of NGOs and institutions working
in the field of human rights

* review the factors, including acts of terrorism that inhibit
the enjoyment of human rights

« such other functions as it may consider necessary for the
promotion of human rights

Important Tips

e It is formed as per the statutory provisions of
Protection of Human Rights Act, 1993.

e It is a multi-member body consist of Chairman and
four members. President appoints the Chairman
and members of the NHRC on the recommendation
of the high-powered committee headed by the Prime
Minister."
85,"The National Commission for Women was
created by",an amendment in the Constitution of India,a decision of the Union Cabinet,an Act passed by the Parliament,an order of the President of India,CDS Pre. IT,2017.0,c,"Exp) Option c is the correct answer.

« ‘The National Commission for Women was set up as
statutory body in January 1992 under

e the National Commission for Women Act, 1990,

« The First Commission was constituted on 31st January
1992 with Mrs. Jayanti Patnaik as the Chairperson.

¢ The Functions of National commission for women:

a) It reviews the Constitutional and legal safeguards for
women;

b) Recommend remedial iegislative measures,

c) Facilitate redressal of grievances and advise the
Government on all policy matters affecting women."
86,"Which one of the following statements with
regard to the National Commission for
Scheduled Tribes is not correct","The Union and every State Government
shall consult the commission on all major
policy matters affecting Scheduled Tribes","All the reports of the commission and
its recommendations shall be laid only
before Lok Sabha","The commission, while investigating any
matter, has all the powers of a Civil Court","The commission has the power to regulate
its own procedures.",CDS Pre. IT,2016.0,b,"Exp) Option b is the correct answer.

¢ The commission presents an annual report to the
President of India.

e The president places all such reports before the
Parliament, along with a explaining the action taken on
the recommendations made by the commission.

e The president also forwards any report of the commission
pertaining to a state government to the state governor
and the governor turns places it before state legislature

Important Tip
+ National Commission for scheduled Tribes is an Indian
constitulional body, established through constitution
act, 2003.
* Its duty is to investigate and monitor all matters |
relating to the safeguards provided for the STs. |
¢ The commission require to include at least one woman
member."
87,"Which of the following are the essential
requirements for a person to be appointed
as a member of the Finance Commission?
1. A Supreme Court judge or one qualified to be appointed as such.

2. A person having wide experience in
financial matters and administration.

3. A person having special knowledge of
economics.

Select the correct answer using the code given

below:","1,2 and3",1 and 2 only,2 and 3 only,1 and 3 only,CAPE,2019.0,c,"Exp) Option c is the correct answer

The chairman of a finance commission is selected from

people with experience of public affairs. The other four

members are selected from people who:

« Are, or have been, or are qualified, as judges of a high
court,

« Have knowledge of government finances or accounts,
or

- Have had experience in administration and financial
expertise; or

e Have special knowledge of economics"
88,"Who among the following is not associated

to the Governing Council of NITI Aayog?",The Prime Minister,The President,The Chief Ministers of States,The Chief Ministers of Union Territories,CAPF,2018.0,b,"Exp) Option b is the correct answer

The President of India is not a member of the Governing

Council of NITI Aayog. The Governing Council of NITI

Aayog comprises the Hon’ble Prime Minister of India;
Chief Ministers of all the States and Union Territories with
legislature; Lt Governors of other U'I's; Ex-Officio Members;
Vice Chairman, NITI Aayog; Full-Time Members, NITI
Aayog; and Special Invitees."
89,"If‘One Nation One Electiow is to be realized
in India, which Article of the Indian
Constitution will require an amendment?",Article 83,Article 172 .,Article 356,Article 246 |,"67th B.P.S.C. (Pre) (Re-Exam),",2022.0,e,"Exp) Option e is the correct answer.
The Constitution of India does not provide for simultaneous
elections to the Lok Sabha and the state legislative assemblies.
Therefore, if ‘One Nation One Election’ is to be realized in
India, then Articles 83, 172, 356, and 246 would require an
amendment.
Important Tips
Article 83: This Article specifies the term of the Lok
Sabha. The term of the J.ok Sabha is currently five years. If
‘One Nation One Election’ is to be realized, then the term
of the Lok Sabha may have to be changed.
Article 172; This Article specifies the term of the state
legislative assemblies. The term of the state legisiative
assemblies is currently five years. If ‘One Nation One
Election’ is to be realized, then the term of the state
legislative assemblies may have to be changed.
Article 356: This Article empowers the President of India
to declare President’s Rule in a state. If ‘One Nation One
Election’ is to be realized, then the provisions of Article
356 may have to be amended to ensure that President’s Rule
cannot be imposed in a state during the period leading up
to or during the simultaneous elections.
Article 246: This Article specifies the legislative powers
of the Union and the states. If ‘One Nation One Election’
is to be realized, then the provisions of Article 246 may
| have to be amended to ensure that the Union and the states
| have concurrent powers to legislate on matters relating to
| elections."
90,"With reference to the Finance Commission of India, consider the following statements:


1. The Finance Commission is a statutory
body

2. The finance Commission was set up
under Article 280 of the Constitution

3. The recommendations made by the
Finance Commission are only advisory in
nature

4, The First Finance Commission was set up
in 1950

Which of the above statements are correct?",1 and 4 only,3 and 4 only,2 and 3 only .,2 and 4 only,"67th B.B.S.C. (Pre),",2021.0,c,"Exp) Option cis the correct answer
The finance commission is a constitutional body mandated
by article 280 of the constitution, The President of India
constitutes the Finance Commission every 5 years. The
recommendations made by the Finance Commission are of
an advisory nature only and therefore, not binding upon the
government. The first Finance Commission was constituted
in 1951,
| Important Tips
| e The cligibility of members of the Finance Commission
is determined by the Parliament of India.
| ¢ Composition of Finance Commission: Chairman and
4 members.
| ¢ It submits its report to the President of India
CN"
