q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
63,"Who among the following divided
governments into “Republican,
‘Monarchical and ‘Despotic”?",Aristotle,Hobbes,Montesquieu,St. Augustine,CAPF,2016,c,"Exp) Option c is the correct answer.

Montesquieu, a French political philosopher of the
Enlightenment era, categorized governments into three
types: Republican, Monarchical, and Despotic. He
discussed these forms of government in his influential work
“The Spirit of the Laws” (1748). Montesquieu’s ideas on
the separation of powers and the importance of checks and
balances in government greatly influenced political thought
and constitutional design.

Important Tips

« Aristotle was an ancient Greek philosopher and
polymath. He is known for his contributions to various
fields, including philosophy, politics, ethics, and more.
Aristotle’s works, such as “Politics,” explored different
forms of government and discussed the ideal forms of
governance.

« Thomas Hobbes was an English philosopher who is
best known for his book “Leviathan.” In his work,
Hobbes discussed social contract theory and the need
for a strong central authority to maintain order and
prevent the “state of nature”

e St. Augustine, also known as Augustine of Hippo, was
an early Christian theologian and philosopher. While
he made significant contributions to Christian theology
and philosophy, his writings do not specifically
focus on categorizing governments into Republican,
Monarchical, and Despotic forms. _"
64,"Which one of the following is under the
control of the Ministry of Defence?",Indo-Tibetan Border Police,Rashtriya Rifles,National Security Guard,Sashastra Seema Bal,CAPF,2015,b,"Exp) Option b is the correct answer.
Rashtriya Rifles is under the control of the Ministry of
Defence. The Rashtriya Rifles is a counter-insurgency force
of the Indian Army that operates in the state of Jammu
and Kashmir. It was established in 1990 with the objective
of conducting anti-insurgency operations and maintaining
peace in the region.

Important Tips

¢ The Indo-Tibetan Border Police (ITBP) is under the |
control of the Ministry of Home Affairs. It is primarily
responsible for guarding the Indo-Tibetan border. |

¢ The National Security Guard (NSG) is also under |
the control of the Ministry of Home Affairs. It is a""
specialized counter-terrorism force that deals with
specific security situations. |

¢ The Sashastra Seema Bal (SSB) is also under the |

control of the Ministry of Home Affairs. It is primarily
responsible for guarding the borders with Nepal and |
Bhutan."
65,"The provision under Article 350A of the
Constitution of India relates to the","right of any section of the citizens to
preserve its distinct language and culture","right of the Sikh community to carrying
and wearing of kirpans","provision for providing facilities for
instruction in mother-tongue at primary
stage","freedomofMinority-managed educational
institutions from discrimination in the
matter of receiving aid from the State",CAPF,2015,c,"Exp) Option c is the correct answer.

Article 350A of the Constitution of India states that it

shall be the endeavor of every State and of every local

authority within the State to provide adequate facilities

for instruction in the mother tongue at the primary stage

of education to children belonging to linguistic minority

groups. This provision aims to protect and promote the

linguistic rights of minority communities by ensuring that

children have the opportunity to receive education in their

mother tongue."
66,"Which of the following committees
submitted reports on Electoral reforms?
1. Dinesh Goswami Committee
2. ‘Tarkunde Committee
3. Indrajit Gupta Committee
4, Balwantrai Mehta Committee
Select the correct answer using the code given
below.","1,3 and 4",2 and 4,"1,2and3",3 and 4,CAPF,2015,c,"Exp) Option c is the correct answer.

The following committees submitted reports on electoral

reforms in India:

e Dinesh Goswami Committee (1990): This committee
made several recommendations on issues such as the
appointment of the Chief Election Commissioner, the
anti-defection law, the voting system, the model code of
conduct, the security deposit, etc.

« Tarkunde Committee (1975): This committee was
headed by Justice V.M. Tarkunde and consisted of
eminent citizens such as Jaya Prakash Narayan, A.G.
Noorani, R.D. Desai, etc. The committee suggested
changes in the procedure of appointment of the Chief
Election Commissioner, the reduction of voting age to 18
years, the use of electronic voting machines, etc.

« Indrajit Gupta Committee (1998): This committee
was headed by former Home Minister Indrajit Gupta
and dealt with the issue of state funding of elections.
The committee recommended partial state funding of
elections in kind such as petrol, paper, vehicles, etc. to
recognized political parties and candidates.

The Balwantrai Mehta Committee (1957) was not related to
electoral reforms, but to panchayati raj institutions."
67,"Under Section 10(26) of the Income Tax
Act, which of the following category of
people are exempted from income tax?","Members of the Scheduled ‘Tribes in
Chhattisgarh","Members of the Scheduled Tribes and
the Scheduled Castes in Special Category
States","Members from the Economically
Backward Class in All States","Members of the Scheduled Tribes in
States of Manipur, Mizoram, Nagaland
and Tripura",CAPF,2015,d,"Exp) Option d is the correct answer.
Section 10(26) of the Income Tax Act provides specific
exemptions from income tax for certain categories of
individuals. In this case, the exemption applies to members
of the Scheduled Tribes in the states of Manipur, Mizoram,
Nagaland, and Tripura."
68,"The major cleavage in global human rights
discourse has been between:",religious rights vs. civil rights,national rights vs. minority rights,gender rights vs. equal rights,"civil and political rights vs. economic,
social and cultural rights",CAPF,2014,d,"Exp) Option d is the correct answer.
The major cleavage in global human rights discourse is often
seen between civil and political rights on one hand, and
economic, social, and cultural rights on the other hand.
There is often a debate and tension between these two
categories of rights, as they require different approaches
and resource allocation. Some argue that civil and political
rights are fundamental and must be prioritized, while others
emphasize the importance of economic, social, and cultural
rights for achieving social justice and equality."
69,"Which one among among the following
Departments/Authorities is not under the
Ministry of Home Affairs?",The Department of States,The Department of Language Official,"The National Authority Chemical
Weapons Convention","The Department of Jammu, Kashmir and
Ladakh Affairs",CDS,2023,c,"Exp) Option ¢ is the correct answer

The National Authority for Chemical Weapons Convention

(NACWC) has been set up as an office of the Cabinet

Secretariat, Government of India in 1997 to fulfill, on

behalf of the Government of India, the obligations under the

Chemical Weapons Convention and to act as the national

focal point for effective liaison with the Organization for the

Prohibition of Chemical Weapons (OPCW) and other State

Parties on matters relating to the Convention."
70,"National Disaster Management Authority is
headed by",the Prime Minister,the Home Minister,the President,the Health Minister,CDS (1),2021,a,"Exp) Option a is the correct answer

The National Disaster Management Authority (NDMA) is

the apex statutory body for disaster management in India

and is headed by the Prime Minister. As the head of the
NDMaA, the Prime Minister oversees the overall functioning
of the organization and provides strategic direction for
disaster management initiatives.
[ Important Tips
| « Mandate: Its primary purpose is to coordinate response |
| to natural or man-made disasters and for capacity-
building in disaster resiliency and crisis response. It
| is also the apex body to lay down policies, plans and |
guidelines for Disaster Management to ensure timely |
| and effective response to disasters.
;* Vision: To build a safer and disaster resilient India by
| a holistic, proactive, technology driven and sustainable
development strategy that involves all stekeholders|
| and fosters a culture of prevention, preparedness and
| mitigation.

« Divisions: NDMA has 5 major divisions viz. Policy &

| Plans, Mitigation, Operations & Communications

& Information & Technology, Admiuistration and
| Finance.
Na RR Rr"
71,‘Legal PositivisnY theory was developed by,T.H. Green,Thomas Hobbes,John Austin,Patrick Devlin,CDS,2021,c,"Exp) Option c is the correct answer
John Austin is widely credited with developing the theory
of Legal Positivism, According to Legal Positivism, the law
derives its authority from the recognition and acceptance
by the legal system rather than from any inherent moral or
natural principles.

Important Tips

Here are few features of legal positivism as explained by

John Austin:

* Separation of Law and Morality: According to legal
positivism, the existence and validity of a law are not
dependent on its moral or ethical qualities.

« Command Theory of Law: Austin’s legal positivism is
based on the command theory of law, which suggests
that laws are essentially commands issued by a
sovereign to its subjects.

+ Legal Positivism and Legal Certainty: By separating
law from morality, he aimed to create a clear and concise
legal system based on explicit rules and commands,
enabling individuals to know their legal obligations.

¢ Criticism of Natural Law: He criticized natural law
concepts for being vague, subjective, and susceptible
to varying interpretations. In contrast, legal positivism
sought to provide a more concrete and objective
foundation for the understanding and application of
law."
72,"Who among the following said that
Democracy means a system of ‘Government
by Consent’?",John Locke,J.S. Mill,Jeremy Bentham,J.J. Rousseau,CDS,2021,a,"Exp) Option a is the correct answer

According to John Locke, democracy is a system of
government by consent because the authority of the
government is derived from the consent of the people it

governs. He believed that individuals enter into a social
contract with the government, willingly giving up some of
their freedoms in exchange for the protection of their rights
and the common good.

Important Tips

« Views of J.S Mill on Democracy: Mill believed in
the importance of democracy as a means to protect
individual liberties and promote social progress. He
argued that democracy serves as a safeguard against
the potential tyranny of the majority by providing
mechanisms for the protection of individual rights and |
freedoms.

« Views of Jeremy Bentham on Democracy: He saw |
democracy as a means to achieve the greatest happiness for |
the greatest number of people and promote the public interest.
Bentham favored representative democracy, where elected |
representatives make decisions on behalf of the people.

« Views of J.J Rousseau on Democracy: According to
him, a true democracy operates when the general will
guides decision-making processes. Rousseau favored
direct democracy, where citizens actively participate
in decision-making rather than relying on clected
representatives."
73,"Which one of the following is not an Indian
form of Socialism? -",Democratic Socialism,Radical Socialism,Communitarian Socialism,Nehruvian Socialism,CDS  (1),2022,b,"Exp) Option b is the correct answer.

While Democratic Socialism, Communitarian Socialism, and
Nehruvian Socialism represent different forms of socialism
in India, Radical Socialism is not recognized as an Indian
form of socialism.

Democratic Socialism refers to a system that combines
democracy with socialist principles, Communitarian
Socialism emphasizes community ownership and
participation, and Nehruvian Socialism refers to the
socialist policies and ideals advocated by India’s first Prime
Minister, Jawaharlal Nehru."
74,"Which one of the following statements is
not correct about “Totalitarianism”?","It is not akin to autocracy and
authoritarianism.","It usurps political freedom of the
individuals, but it doesn’t usurp personal
freedoms.",It implies abolition of civil society.,"It is usually identified with a one-party
state.",CDS  ID,2021,b,"Exp) Option b is the correct answer.

Totalitarianism sceks absolute control over all aspects
of public and private life. It aims to eliminate dissent and
extend authority into personal domains. This ideology
suppresses individual autonomy and freedom of expression,
Totalitarian rule spans political, social, cultural, economic,
and ideological spheres."
75,"Which of the following statements is
not correct regarding the Members of
Parliament Local Area Development
Scheme (MPLADS)? -","Members of the Parliament (MPs)

sanction, execute and complete works
under the scheme","Nominated Members of the Parliament
can recommend works for implementation
anywhere in the country","The scheme is fully funded by the
Government of India",The annual entitlement per MP is 5 crores,CDS  (I),2020,a,"Exp) Option a is the correct answer.

MPs do not personally sanction, execute, and complete works
under the Members of Parliament Local Area Development
Scheme (MPLADS). Their role is to recommend development
works to the District Authorities or District Collectors, who
are responsible for the implementation and execution of the
projects.

Important Tips

« MPLADS is a Central Sector Scheme introduced in |
December 1993.

« MPs receive Rs. 5 crores annually in two instalments
for MPLADS, and the funds are non-lapsable.

¢ Lok Sabha MPs are required to recommend projects
to the district authorities within their respective Lok
Sabha constituencies, whereas Rajya Sabha MPs are
expected to allocate funds within the state that elected
them to the House.

« Nominated Members of both the Rajya Sabha and
Lok Sabha have the authority to recommend works
anywhere in the country.

* MPLADS funds can be used for various schemes such
as Swacbh Bharat Abhiyan, Accessible India Campaign,
water conservation, and Sansad Aadarsh Gram Yojana.
The district authority must inspect a minimum of 10%
of works under implementation each year."
76,"Overseas Indians can exercise franchise in
an election to the Lok Sabha under which of
the following conditions?

1. They must be citizens of India.

2. Their names must figure in the electoral
roll.

3. They must be present in India to vote.

Select the correct answer using the codes

given below.","1,2 and 3",2 and 3,1 and 2,Only i,CDS  (1),2020,a,"Exp) Option a is the correct answer.
Statement 1 is correct - An overseas elector must be a citizen
of India to be eligible for voting in the Lok Sabha elections.
Statement 2 is correct - The name of the overseas elector
must be included in the electoral roll of the constituency
they would be voting from to be eligible to vote.
Statement 3 is correct - Overseas Indian voters are required
to be physically present in India for voting, as e-voting is not
allowed. They have the options of postal ballots and proxy
voting, with certain restrictions and eligibility criteria."
77,"The First Delimitation Commission in
India was constituted in-",1949,1950,1951,1952,CDS  (1),2020,d,"Exp) Option d is the correct answer.
The First Delimitation Commission in India was constituted
in 1952. The Delimitation Commission is responsible for
redrawing the boundaries of parliamentary and assembly
constituencies based on population changes and demographic
shifts.

Important Tips

* The Delimitation Commission is a statutory body in
India responsible for redrawing the boundaries of
parliamentary and assembly constituencies.

« The first Delimitation Commission was established in
| 1952, and subsequent commissions have been formed
| when needed.

¢ The purpose of the Delimitation Commission is to
ensure fair representation by redefining constituency
boundaries based on changes in population,
geographical factors, and other relevant considerations.

« The Delimitation Commission is appointed by the
President of India and consists of a Chief Election
Commissioner or Election Commissioner as the
ex-officio chairperson, along with other members
nominated by the President. ;

¢ The Delimitation Commission’s recommendations are
binding and come into effect after they are published
in the official gazette of the concerned state or
union territory. These recommendations determine
the allocation of seats and help maintain equitable
representation in democratic elections,"
78,"The formulation of policy in respect to
Intellectual Property Rights (IPRs) is the
responsibility of-",the Ministry of Law and Justice,"the Department of Science and
Technology","the Department for Promotion of
Industry and Internal Trade","the Ministry of Human Resource
Develonment",CDS  (1),2020,c,"Exp) Option c is the correct answer.

The Department for Promotion of Industry and Internal

Trade (DPIIT) is a department under the Ministry of

Commerce and Industry in the Government of India.

It is responsible for formulating policies and promoting

industrial development, foreign investments, and internal

trade in the country. One of its key areas of focus is the
protection and promotion of Intellectual Property Rights

(IPRs)."
79,"Which one of the following is not a
classified categury of political parties as
outlined by the Election Commission of
India?",National Parties,State Recognised Parties,Regional Parties,Registered Unrecognised Parties,CDS,2020,c,"Exp) Option c is the correct answer

While there are numerous political parties in India that

are based on regional interests and have a strong presence

in specific states or regions, the Election Commission
does not specifically classify them as “Regional Parties.”

The classification system mainly focuses on recognizing

parties at the national and state levels based on their

electoral performance and adherence to certain criteria."
80,"The ‘Gujral Doctrine’ relates to which one
of the following Issues?",Build trust between India and _ its neighbours,"initiate dialogue with all insurgent groups
in India","Undertake development activities in
Naxal-dominated areas",Ensure food security,CDS Pre.  I,2019,a,"Exp) Option a is the correct answer

¢ This doctrine is considered as epitome of India’s foreign
policy

* It was propounded by IK GUJRAL, the 12"" PM of India.

e« The doctrine advocates that India, being the biggest
country in South Asia, should extend unilateral
concessions to the smaller neighbours.

« In other words, the doctrine is formulated on India’s
accommodating approach towards its smaller neighbours
on the basis of the principle of non-reciprocity.

e It recognises the supreme importance of friendly and
cordial relations with India’s neighbours."
81,"The Prime Minister’s National Relief Fund
is operated by which one of the following
bodies?",The Prime Minister’s Office (PMO),"The National Disaster Management
Authority",The Ministry of Finance,The National Development Council (NDC),CDS Pre.,2019,a,"Exp) Option a is the correct answer

« Established in: 1948

e Used for: immediate relief to families of those killed in
natural calamities like floods, cyclones and earthquakes,
etc. and to the victims of the major accidents and riots

* Headed by: Prime Minister

¢ Administration: Administered on an Honorary basis by
Joint Secretary to the Prime Minister as Secretary of the
fund.

« PMNRE operates from the Prime Minister’s Office
(PMO) (option a is correct)

Features:

(a) Consists entirely of public contributions and does not get
any budgetary support.

(b) Recognized as a Trust under the Income Tax Act

(c) Exempt under the Income Tax Act, 1961 under Section
10 and 139 for return purposes."
82,"Which one of the following is not an
International Human Rights Treaty?","International Covenant on Civil and
Political Rights","Convention of the Elimination of All
Forms of Discrimination against Women","Convention on the Rights of Persons with
Disabilities",Declaration on the Right to Development,CDS Pre. I,2018,d,"Exp) Option dis the correct answer.

International Human Rights Treaty consists of 9 core

treaties that are responsible for the international system for

the promotion and protection of human rights.
Important Tips

| There are seven core international human rights treaties:

|

| International Convention on the Elimination

i | of A! Forms of Racial Discrimination (ICERD)

| International Covenant on Civil and Political

| Rights (ICCPR) 1966 |

| International Covenant on Economic, Social | 1966

i| and Cultural Rights (ICESCR)

| Convention on the Elimination of All Forms of | 1979

Discrimination against Women (CEDAW)

| Convention against Torture and Other

| Cruel, Inhuman or Degrading Treatment or

| Punishment (CAT)

Convention on the Rights of the Child (CRC) | 1989
International Convention on Protection of the | 2003

————
Their Families (ICMRW)"
83,"According to the Election Commission
of India, in order to be recognised as a
‘National Party’, a political party must be as
a recognised as a state party in how many
states?",At least two states,At least three states,At least four states,At least five states,CDS Pre. I,2018,c,"Exp) Option c is the correct answer.

As per the ECI’s Political Parties and Election Symbols, 2019

handbook, a political party would be considered a national

party if:

i. it is ‘recognised’ in four or more states; or

ii. if its candidates polled at least 6% of total valid votes in
any four or more states in the last Lok Sabha or

iii, Assembly elections and has at least four MPs in the last
Lok Sabha polls; or

iv, If it has won at least 2% of the total seats in the Lok Sabha
from not less than three states."
84,"Which one of the following intellectual
property rights is protected without making
any registration?",Copyright,Patent,Industrial design,Trademark,CDS Pre. (1),2017,a,"Exp) Option a is the correct answer.

e« Copyrights: A copyright exists from the moment the
work get created, so registration is voluntary hence it is
protected without making any registration

¢ Patent: A patent is used to prevent an invention from
being created sold or used by another party without
permission

e Industrial design: An industrial design right is an
intellectual property right that protects the visual design
of objects that are purely utilitarian. .

¢ Trademark: A trademark isa type of intellectual property
consisting of a recognizable sign, design, or expression
that identifies products or services from a particular
source and distinguishes them from others."
85,"Which among the following Acts were
repealed by Article-395 of the Constitution
of India?
1. The Government of India Act. 1935
2. The Indian Independence Act. 1947
3. The Abolition of Privy Council
Jurisdiction Act, 1949
4. The Government of India Act. 1919
Which of the statement(s) given above is/are
correct?",land 2,1 and 3,"1,2 and 3",All of these,CDS Pre.  IT,2016,a,"Exp) Option a is the correct answer.

As per Art 395 of the constitution of India- The Indian

Independence Act, 1947, and the Government of India

Act, 1935, together with all enactments amending or

supplementing the latter Act, but not including the Abolition

of Privy Council Jurisdiction Act, 1949, are hereby repealed."
86,"Which one of the following statements
about electoral government in India is not
correct?","The superintendence direction and
control of elections are vested in the
Election Commission of India","There is one general electoral roll for
every territorial constituency","The Parliament has the power to make
laws relating to the delimitation of
constituencies","The Supreme Court of India has the
authority to scrutinise the validity of a law
relating to delimitation of constituencies.",CDS Pre. IT,2015,d,"Exp) Option d is the correct answer.

e Article 324 provides for the superintendence, direction
and control of elections are vested in the Election
Commission of India (ECI) which prepares and
periodically revised one general electoral roll for every
territorial constituency.

e It is based on the delimitation act of Parliament. The
Supreme Court has no authority to scrutinise the validity
of this act. (statement d is incorrect)

Important Tips
| « The Election Commission of India (ECI) is a
| constitutional body. :
* It was established by the Constitution of India to |
; conduct and regulate elections in the country. |
+ Article 324 of the Constitution provides that the power |
of superintendence, direction, and control of elections
to parliament, state legislatures, the office of the |
president of India, and the office of vice-president of
India shall be vested in the election commission."
87,"Which of the following about the principles

of Panchsheel are correct?

1. These area set of five principles governing
relations between States.

2. The assumption of Panchsheel was
that newly independent States after

decolonisation would be able to develop
Oo a new and more principled approach to
international relations.
3. The first formal codification in treaty
. form was done in an agreement between
China and India.
Select the correct answer using the codes
given below: |",l and 2,2 and 3,"1,2and3 ©",land 3,CDS Pre. IT,2014,c,"Exp) Option c is the correct answer.

« The Panchsheel agreement is a set of principles that
govern relation between states. It is also known as five
principles of co-existence

e Their first formal codification in treaty form was in an
agreement between China and India on 29th April, 1954.

¢« An underlying assumption of the Five Principles was that
newly independent States after decolonisation would be
able to develop a new and more principled approach to
International relations.

) Import
The Panchsheel or ‘Five Principles of Peaceful Existence’ wa
visits to India in 1954.
It was the period marking end of colonialism and emergence
These five principles were as follows:
« Mutual respect for sovereignty and territorial integrity
e Mutual non-aggression
e Mutual non-interference in internal matters
e Equality and mutual benefit
e Peaceful co-existence

int Tips
3 a joint statement issued during Chinese premier Zhou Enlai’s
of new nations in Asia and Africa."
