q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
68,"Consider the following statements in regard to the Preamble of Constitution and select the correct one using the code given below:
1. The objectives Resolution by Jawaharlal Nehru finally became Preamble.
2. It is non-Justiciable.
3. It can’t be amended.
4, Preamble cannot override the specific provision of the Constitution.
Code:",Only 1 and 2,"Only 1, 2 and 4","Only 1, 2 and 3","Only 2, 3 and 4",U.P.P.C.S. Pre,2009.0,b,"Exp) Option b is the correct answer.

Statement 1 is correct- The Preamble of the Indian
Constitution is based on the “Objectives Resolution”
drafted by Jawaharlal Nehru and adopted by the Constituent
Assembly of India. It served as the foundation for the final
Preamble.

Statement 2 is correct- The Preamble is non-justiciable,
meaning that it cannot be enforced in a court of law. It is
not legally binding and does not grant enforceable rights
or remedies.

Statement 3 is incorrect- The Preamble can be amended,
but it requires a special majority in Parliament as prescribed
under Article 368 of the Constitution.

Statement 4 is correct- The Preamble cannot override the
specific provisions such as Article 13, Article 14, Article 16,
Article 32, Article 368, etc of the Constitution. If there is a
conflict between the Preamble and a specific provision, the
latter takes precedence."
69,"Under which of the following Acts, Dyarchy was introduced at Central level?",Act of 1909,"Government of India Act, 1919","Government of India Act, 1935","Indian Independence Act, 1947",UPPCS Pre,2008.0,c,"Exp) Option c is the correct answer.

Government of India Act, 1935 introduced the system of
dyarchy at the central level, which meant that some subjects
such as defence, foreign affairs, and ecclesiastical affairs were
reserved for the Governor-General and his executive council,
while other subjects such as finance, commerce, health, and
education were transferred to the Federal Legislature and the
Council of Ministers. This was the first time that dyarchy

was applied at the central level in British India, However,
this provision of the Act did not come into operation at
all. The act also abolished dyarchy in the provinces and
introduced ‘provincial autonomy’ in its place

Important Tips

Features of Government of India Act, 1935: -

¢ It provided for the establishment of an All-India
Federation consisting of provinces and princely states
as units.

e It introduced bicameralism in six out of eleven
provinces. Thus, the legislatures of Bengal, Bombay,
Madras, Bihar, Assam and the United Provinces were
made bicameral.

« It further extended the principle of communal
representation by providing separate electorates for
depressed classes (scheduled castes), women and
labour (workers),

« It extended franchise. About 10 per cent of the total
population got the voting right.

- It provided for the establishment of a Reserve Bank of
India to control the currency and credit of the country."
70,The Indian Legislature was made bicameral for the first time by,Indian Council Act of 1892,Indian Council Act of 1909,The Government of India Act of 1919,The Government of India Act of 1935,UPPCS (Mains),2008.0,c,"Exp) Option c is the correct answer.
The Government of India Act of 1919 was thus enacted,
which came into force in 1921. This Act is also known as
Montagu-Chelmsford Reforms (Montagu was the Secretary
of State for India and Lord Chelmsford was the Viceroy of
India).
The act introduced, for the first time, bicameralism and
direct elections in the country. Thus, the Indian Legislative
Council was repiaced by a bicameral legislature consisting
of an Upper House (Council of State) and a Lower House
(Legislative Assembly). The majority of members of both the
Houses were chosen by direct election.
$$
Important Tips

Features of Government of India Act of 1919:

« It relaxed the central control over the provinces by
demarcating and separating the central and provincial
subjects.

« It further divided the provincial subjects into two
parts—transferred and reserved.

¢ It required that the three of the six members of
the Viceroy’s executive Council (other than the
commander-in-chief) were to be Indian.

« It extended the principle of communal representation
by providing separate electorates for Sikhs, Indian
Christians, Anglo-Indians and Europeans.

* It created a new office of the High Commissioner for
India in London and transferred to him some of the
functions hitherto performed by the Secretary of State
for India. -

¢ It provided for the establishment of a public service
commission. Hence, a Central Public Service
Commission was set up in 1926 for recruiting civil
servants :"
71,The power of the President to issue ordinance is a relic of,"GOI Act, 1919","GOI Act, 1935","GOI Act, 1909","Indian Independence Act, 1947",UPPCS (Mains),2008.0,b,"Exp) Option b is the correct answer.

The President’s power to promulgate ordinances was

inspired from section 42 of the Government of India Act,

1935. The Act gave the President the authority to promulgate

ordinances during the recess of Parliament, if he was satisfied

that immediate action was necessary."
72,Theproposal forframing ofthe Constitution of India by an elected Constituent Assembly was made by,Simon Commission,"Government of India Act, 1935",Crips Mission,British Cabinet Delegation,UPPCS (Spl) (Mains),2008.0,c,"Exp) Option c is the correct answer.
The demand for Constituent Assembly was finally accepted
in principle by the British Government in what is known

as the ‘August Offer’ of 1940. In 1942, Sir Stafford Cripps, a

member of the cabinet, came to India with a draft proposal

of the British Government on the framing of an independent

Constitution to be adopted after the World War II.

Cripps Mission proposed that after the end of the war, a
constituent assembly would be convened to frame a new
constitution. Members of this assembly would be partly
elected by the provincial assemblies through proportional
representation and partly nominated by the princes."
73,Who was the Chairman of the Provincial Constitution Committee of the Constituent Assembly?,Dr. B. R. Ambedkar,Pt. Jawaharlal Nehru,Dr. Rajendra Prasad,Sardar Patel,UPPCS (Mains),2008.0,d,"Exp) Option d is the correct answer.
Sardar Patel was the Chairman of the Provincial
Constitution Committee of the Constituent Assembly, which
was set up to discuss and provide for a model Provincial
Constitution, which would determine the system and form
of government at the provincial level. The Committee held
several meetings in 1947 and discussed various issues such
as the role and functions of the Governor, the composition
of the provincial legislatures, and the division of powers
between the Centre and the provinces.
Important Tips

« Dr. B.R. Ambedkar was the Chairman of the Drafting
Committee, which was responsible for preparing a
draft of the new Constitution of India.

¢ Pt. Jawaharlal Nehru was the Chairman of both the
Union Powers Committee and the Union Constitution
Committee, which were responsible for determining
the main principles of the Union Constitution and its
structure and form.

« Dr. Rajendra Prasad was not the Chairman of any
major committee, but he was the President of the
Constituent Assembly and also chaired two minor
committees: the Rules of Procedure Committee and
the Steering Committee. |"
74,The feature of Federal system of the Indian Constitution is inspired by the constitution of-,Canada,United Kingdom,USA,Irel and,UPPCS (Mains),2006.0,a,"Exp) Option a is the correct answer

The Constitution of India is the lengthiest written

constitution in the world. Its provisions were borrowed from

the Government of India Act 1935 and the Constitutions

of the US, Ireland, Britain, Canada, Australia, Germany,

the USSR, France, South Africa, Japan, and other countries

The federal nature of the Indian constitution was adopted

from the Constitution of Canada."
75,Which one of the following describes India as a Secular State?,Fundamental Rights,Preamble to the Constitution,9th Schedule,Directive Principles,U.P.P.C.S. (Mains),2005.0,b,"Exp) Option b is the correct answer.

The Preamble to the Constitution of India states that India

is a secular state. The Preamble to the Constitution of India

begins with the words “WE, THE PEOPLE OF INDIA, having

solemnly resolved to constitute India into a SOVEREIGN,

SOCIALIST, SECULAR, DEMOCRATIC REPUBLIC”.

The word “secular” means that the state does not have an

official religion and does not favor any particular religion.

| Important Tips
Indian secularism is based on the principle of Sarva
Dharma Sambhava, which means “equal respect for
all religions.” This principle is reflected in the Indian
Constitution, which guarantees the freedom of religion
to all citizens. Western secularism, on the other hand, is
based on the principle of separation of church and state.
This principle means that the state should not be involved
in religious matters, and that religion should not be used
to justify state policies. ."
76,Which among the following is the correct expression of the term ‘Secular’ in India?,India has many religions.,Indians have religious freedom.,Following religion depends upon the will of an individual.,There is no religion of the State in India.,U.P.P.C.S. (Mains),2005.0,d,"Exp) Option d is the correct answer.

The term ‘Secular’ in India means that the State does not

have an official or designated religion. It implies that the

government treats all religions equally and does not favor or

promote any particular religion. This principle of secularism

allows individuals to practice their own religion freely and

grants religious freedom to all citizens."
77,The ideals and objectives outlined in the Preamble of the Indian Constitution have been further elaborated in-,The Chapter on Fundamental Rights,The Chapter on Directive Principles of ate Policy,"The Chapter on Directive Principles of State Policy, Fundamental Rights, and Fundamental Duties",Nowhere else in the text of the Constitution.,U.P. B.C.S. (Mains),2004.0,c,"Exp) Option c is the correct answer.

The Preamble to the Constitution of India sets out the

ideals and objectives of the Constitution. These ideals

and objectives are further elaborated in the Chapter on

Directive Principles of State Policy, Fundamental Rights,

and Fundamental Duties. The Directive Principles of State

Policy are a set of guidelines that the state should follow

in order to achieve the goals of the Constitution. The

Fundamenta! Rights are a set of rights that are guaranteed

to all citizens of India. The Fundamental Duties are a set of

responsibilities that all citizens of India have to the state

and to each other."
78,"Match the following:
A. Union List 1. Police and Public a Order
B. State List 2. Space Research
C. Concurrent 3. Census
List
D. Residuary 4. Population Control
___ Subject __and Family Planning Code: 
A B C D",3 1 4 2,2 3 1 4,1 2 3 4,4 1 2 3,UPPCS (Mains),2004.0,a,"Exp) Option a is the correct answer.

A. Union List- (3) Census falls under the Union List as the

central government has the authority to legislate on the
given subject.

B. State List- (1) Police and Public Order fall under the
State List as the state governments have the authority to
legislate on the given subject.

C. Concurrent List- (4) Population Control and Family
Planning falls under the concurrent list as both the
Central government and the state government have the
authority to legislate on the given subject.

D. Residuary Subject- (2) Space Research falls under
the residuary subject. It includes subjects that are not
specifically mentioned in any of the lists and are within
the domain of the central government."
79,"Match list-I with list-II and select the correct answer from the code given below the lists:
A. Establishment of | 1. Regulating Act, _ Board of Control 1773
B. Establishment of | 2. Pitt's India Act, Supreme Court 1784
C. Permission 3. Charter Act, 1813 to English Missionaries to
D. Appointment 4, Charter Act, 1833 of Law Member in Governor- General Council |Code: 
A B C D",1 2 3 4,2 1 3 4,1 2 4 3,2 4 1 3,UPPCS Pre,2003.0,b,"Exp) Option b is the correct answer.

e Establishment of Board of Control: This was done by
the Pitt’s India Act, 1784, which was the attempt by the
British Parliament to regulate the affairs of the East India
Company in India. The act created a Board of Control
consisting of six members appointed by the Crown, who
had the power to supervise and direct all civil, military,
and revenue matters in India.

« Establishment of Supreme Court: This was also done by
the Regulating Act of 1773, which established a Supreme
Court at Calcutta, consisting of one chief justice and
three other judges appointed by the Crown. The court
had jurisdiction over all British subjects in Bengal, Bihar,
and Orissa, and could hear appeals from the provincial
courts.

« Permission to English Missionaries to work in India:
The Charter Act, 1813 allowed English missionaries to
propagate Christianity in India, subject to the approval
of the local governments.

e Appointment of Law Member in Governor-General
Council: The Charter Act, 1833 added a fourth member
to the Governor-General’s Council, who was a law
member appointed by the Crown. The first law member
was Thomas Babington Macaulay.

[i a

| Important Tips

| Features of Charter Act, 1813:

« ‘The Act declared that the British territories in India
were held by the East India Company “in trust for His
Majesty, His heirs and successors”,

« The act empowered the local governments to impose
taxes on the persons subject to the jurisdiction of the
Supreme Court.

¢ Financial provision was made to encourage a revival
in Indian literature and for the promotion of science."
80,"By which of the following Act, Legislative Council of India received the power to discuss the budget?","Indian Council Act, 1861","Indian Council Act, 1892","Indian Council Act, 1909","Indian Council Act, 1919",UPPCS Pre,2003.0,b,"Exp) Option b is the correct answer.
Yadian Council Act, 1892 increased the functions of
legislative councils and gave them the power of discussing
the budget and addressing questions to the executive. It
increased the number of additional (non-official) members
in the Central and provincial legislative councils, but
maintained the official majority in them.

Important Tips

¢ For the first time, Indian Council Act, 1892 allowed
the council to discuss the budget and address questions
to the executive. However, these powers were very
limited and restricted.

« The council could not vote on the budget or move
any resolution on it. It could only ask questions for
information and not for criticism.

« The questions had to be submitted six days in advance
and could not be asked orally or supplemented by
further questions.

« The executive had the right to refuse to answer any
question if it deemed it inexpedient or injurious to
public interest."
81,"To give constitutional protection, state l and ‘reforms laws have been included in the-",7 Schedule,9% Schedule,8 Schedule,10 Schedule,UPPCS (Mains),2003.0,b,"Exp) Option b is the correct answer.

The Ninth Schedule currently contains 284 laws , including
land reforms laws, and laws relating to the Scheduled
Castes and Scheduled Tribes. The Ninth Schedule was
added to the Constitution in 1951, in order to protect land
reforms laws from being struck down by the Supreme Court.

Important Tips

e The Ninth Schedule contains a list of central and state
laws that are immune to court challenges.

« It was introduced by the Constitution (First
Amendment) Act, 1951.

« Article 31B of the Indian Constitution established
the Ninth Schedule, which shields specific laws
or enactments (unlike Article 31A, which extends
protection to ‘classes’ of laws).

« Article 31B operates retrospectively, meaning that
| if laws are added to the Ninth Schedule after being
| declared unconstitutional, they are considered valid
| from their commencement.

e Although Article 3iB excludes judicial review, the
| Supreme Court has asserted that laws under the Ninth
| Schedule can still be subject to scrutiny if they violate

Fundamental Rights or the basic structure of the
Constitution."
82,"In giving representation to talent,experience, and service in the composition of the Council of States, the constitution makers of India were influenced by the example of",Irish Republic,Canada,USA,Australia,UPPCS Pre,1998.0,a,"Exp) Option a is the correct answer
The makers of the Indian Constitution were influenced by the
Irish Republic in representing talent, experience, and service
in the formation of the Rajya Sabha or Council of state."
83,Who was the chairman of the National Flag Committee?,C. Rajagopalachari,Dr. Rajendra Prasad,J. B. Kripalani,Dr. B. R. Ambedkar,UPPCS Pre,1991.0,b,"Exp) Option b is the correct answer.
Dr. Rajendra Prasad was the chairman of the National Flag
Committee, which was an ad hoc committee constituted by
the Constituent Assembly to finalize the design of the Indian
National Flag. The National Flag Committee was appointed
on 23 June 1947 and had seven members, including Dr.

Rajendra Prasad. The other members were Abul Kalam
Azad, K.M. Panikkar, Sarojini Naidu, C. Rajagopalachari,
K.M. Munshi and B.R. Ambedkar."
84,Prevention of cruelty to animals is listed in which list of the India Constitution?,"Union List ,",State List,Concurrent List,"Preamble
(e) None of the above/More than one of the above","66""* BPSC (Pre, Re-Exam)",2020.0,c,"Exp) Option c is the correct answer.
Prevention of cruelty to animals is listed in the Concurrent
List of the Indian Constitution."
85,"January 26 was selected as the date for the inauguration of the Constitution, because",The Congress had observed it as the Independence Day in 1930.,On that day the Quit India Movement was started in 1942.,It was considered to be an auspicious day.,None of the above.,"53""4 to 55"" BPSC Pre",2011.0,a,"Exp) Option a is the correct answer.
January 26 was selected as the date for the inauguration of
the Constitution, because it was on that day in 1930 when
the Indian National Congress proclaimed the Declaration
of Indian Independence or Purna Swaraj at its Lahore
session. This declaration rejected the Dominion status
offered by the British and demanded complete independence
from British rule. The date was chosen to honour this historic
event and to mark India’s transition from a dominion to a
republic."
86,l and Reform comes under the subjects of-,Union List,Concurrent List,State List,None of these,43 BPSC Pre,1999.0,c,"Exp) Option c is the correct answer.
Land reform comes under the subjects of the State List in
the Indian Constitution. The State List contains subjects
over which the state governments have the authority to
legislate and implement policies. Land reform involves
measures aimed at redistributing land ownership, promoting
agricultural productivity, and improving the socio-economic
conditions of farmers.
Important Tips
Some of the important subjects under the State List include:
1. Police and public order.
2. Public health and sanitation
3. Agriculture and irrigation
4. Local government
5. Public works
6. Education
7. Land reforms
8. Water supply and sanitation
9. State taxation"
87,Which one of the following is matched correctly -,Article 17 —: Equality before Law,Article 78 — : Establishment of Parliament,Article 192: Salaries and Allowances of Parliament Members,Article 352  :ProclamationofEmergency,UP Lower Sub. Pre,2002.0,d,"Exp) Option d is the correct answer
Article 352 of the Constitution provides for the provision
of National Emergency which can be applied if any
extraordinary situation arises that may threaten the security,
peace, stability and governance of the country.
Important Tips
1. Article 17 of the Indian Constitution states that
“Untouchability” is abolished and its practice in any
form is forbidden.
2. Article 78 lays down a few duties and responsibilities
for the Prime Minister as stated:

ee
¢ To inform the President of all significant decisions made
by the Council of Ministers regarding the management of
Union affairs and other legislative proposals.

« To share information regarding the Union's
management of its affairs and legislative proposals as
the President may require.

« Any matter on which a Minister has made a decision
but the Council has not yet considered it must be
submitted, if the President so requests, for the Council
of Minister’s consideration,

3. Article 192 deals with the decision on questions as to
disqualifications of members"
88,"The goal of Constitution is to secure/assure all its citizens-
1. Justice, Social and Economic
2. Liberty of Thought and Expression
3. Equality of Opportunity
4. Dignity of the Individual
Choose the correct answer by using code:",l and 2,"1,2 and 3","2,3 and4",All of the above,U.P. Lower Sub. Pre,1998.0,d,"Exp) Option d is the correct answer.

Statement I} is correct- The Constitution promises justice -
social, economic, and political - to all. This means that all
people should have equal opportunities in society, regardless
of their social status or economic background.

Statement 2 is correct- The Constitution of India guarantees
Liberty of thought, expression, belief, faith and worship.
This means that people should be free to think and express
their thoughts without fear of censorship or reprisal.
Statement 3 is correct- The Constitution of India strive to
provide Equality of status and of opportunity. This means
that all people should be treated equally under the law,
regardless of their social status or economic background.
Statement 4 is correct- The Constitution of India aims to
establish Fraternity assuring the dignity of the individual
and the unity and integrity of the nation, This means that
all people should feel a sense of brotherhood or sisterhood,
and that the nation should be united and integrated."
89,Indian Constituent Assembly wasestablished under-,"Government of India Act, 1935","Cripps Mission, 1942","Cabinet Mission, 1946","Indian Independence Act, 1947",Uttarakhand PCS Pre,2012.0,c,"Exp) Option c is the correct answer.

The Indian Constituent Asseinbly was established under
the Cabinet Mission Plan of 1946, which wasa constitutional
scheme proposed by the British Cabinet Delegation that
visited India in 1946 to find a solution to the constitutional
deadlock and the demand for independence. The Cabinet
Mission Plan provided for the election of a Constituent
Assembly by indirect vote through provincial assemblies.
The Constituent Assembly was to frame a constitution for
independent India, with provisions for a federal structure
and safeguards for minorities. The Cabinet Mission Plan
was accepted by both the Congress and the Muslim League,
although with some reservations"
90,"Under the Constitution of India, Economic Planning is a subject:",In the State List,In the Union List,In the Concurrent List,Not Specified any list,Uttarakhand PCS Pre,2002.0,c,"Exp) Option c is the correct answer.

Under the Constitution of India, Economic Planning is a
subject included in the Concurrent List. The Concurrent
List comprises of 66 subjects on which both the central and
state governments have the authority to legislate. Feonomic
planning involves the formulation and implementation

of plans for the economic development of the country,
which requires coordination between the central and state
governments.
Important Tips
Union List- It has 98 subjects like defence, banking,
foreign affairs, currency, atomic energy, insurance,
communication, inter-state trade and commerce, census,
audit and so on.
State List- It has 59 subjects like public order, police, public
health and sanitation, agriculture, prisons, local government,
fisheries, markets, theaters, gambling and so on.
Concurrent List- [t has 52 subjects like criminal law
and procedure, civil procedure, marriage and divorce,
population contro] and family planning, electricity, labour
welfare, economic and social planning, drugs, newspapers,
books and printing press, and others."
91,Which among the following introduced the Provincial Autonomy in British India?,Cabinet Mission,Simon Commission,"Government of India Act, 1935","Government of India Act, 1919",Jharkhand PCS Pre,2021.0,c,"Exp) Option c is the correct answer.
Government of India Act of 1935 abolished dyarchy in
the provinces and introduced ‘provincial autonomy’ in
its place. The provinces were allowed to act as autonomous
units of administration in their defined spheres."
92,"Which of the following was inserted in the ‘Preamble’ of the Constitution of India, through 42°¢ Constitutional Amendment Act?",Sovereignty,Dignity of person,"Socialist, Secular",Privacy,Jharkhand PCS (Mains),2016.0,c,"Exp) Option c is the correct answer.
The 42nd Constitutional Amendment Act, 1976 inserted
the words “socialist” and “secular” in the Preamble to the
Constitution of India. The word “socialist” was inserted
to emphasize the commitment of the Indian state to the
principles of social justice and equality. The word “secular”
was inserted to emphasize the commitment of the Indian
state to the principle of religious neutrality."
93,"The provision that “no bill imposing tax can be introduced in the Legislature except
on the recommendation of the President” is covered in the Constitution of India under-",Article 117,Article 266,Article 306,Article 307,Jharkhand PCS Pre,2013.0,a,"Exp) Option a is the correct answer
Under Article 117 of the Indian Constitution, no bill
imposing tax can be introduced in the legislature except on
the recommendation of the President.
A I I I IT
Important Tips |
l
e Article 266 is related with Consolidated Funds and
public accounts of India and of the States. ;
« Article 306 is related to the Power of certain States |
in Part B of the First Schedule to impose restrictions |
on trade and commerce. It was Repealed by the
Constitution (Seventh Amendment) Act, 1956."
94,Concurrent List included in Indian Constitution is given by:,The Soviet Union,Australia,Italy,Canada,Jharkhand PCS Pre,2003.0,b,"Exp) Option b is the correct answer
Concurrent List in the Indian Constitution has been
adopted from the Constitution of Australia. Central
Government and State Government both can make laws on
the subjects under this list. In case of any conflict, the law
made by the Central Government will prevail."
95,Which of the following Act for the first time rovided for communal representation in British India?,"Indian Councils Act, 1892","Morley-Minto Reforms, 1909","Montague-Chelmsford Reforms, 1919","Govt. of India Act, 1935",MPPCS Pre,2019.0,b,"Exp) Option b is the correct answer.
Minto-Morley Reforms, 1909 introduced the system
of separate electorates for Muslims, which meant that
Muslims could vote only for Muslim candidates in certain
constituencies. This was the first time that communal
representation was provided for in British India.
It also provided for the separate representation of presidency
corporations, chambers of commerce, universities and
zamindars."
96,Which of the following Acts introduced the ‘Principle of Constitutional Autocracy’?,The Indian Councils Act of 1909,The Government of India Act of 1919,The Government of India Act of 1935,The Indian Independence Act of 1947,MPPCS Pre,2017.0,c,"Exp) Option c is the correct answer.
The Government of India Act of 1935 introduced the
principle of constitutional autocracy, which meant that the
executive authority of the provinces and the centre was vested
in the Governors and the Governor-General respectively, on
behalf of the British Crown. The Act gave them absolute
power over all matters of administration and legislation, and
they were not accountable to any elected body or the people"
97,Who was the Chairman of Advisory Committee on Fundamental Rights and Minorities constituted by the Constituent Assembly?,Pandit Nehru,Sardar Patel,B. N. Rao,B. R. Ambedkar,MPPCS Pre,2014.0,b,"Exp) Option b is the correct answer.
Sardar Patel was the Chairman of the Advisory Committee
on Fundamental Rights and Minorities constituted by
the Constituent Assembly, which was set up to deal with
the issues of fundamental rights, minorities and tribal
and excluded areas in the new Constitution of India. The
Advisory Committee was appointed on 24 January 1947 and
had 64 members, including Sardar Patel.
B. N. Rao was not the Chairman of any committee, but he was
the Constitutional Advisor to the Constituent Assembly,
who prepared a draft of the text of the Constitution based on
various sources and suggestions"
98,The Constitution of India was adopted on which date?,"26 January, 1950","26 November, 1949","26 January, 1949","15 July, 1947","MPPCS Pre , MPPCS Pre 1998",2010.0,b,"Exp) Option b is the correct answer.
The Constitution of India was adopted by the Constituent
Assembly of India on 26 November, 1949, after almost
three years of deliberations and drafting. The Constituent
Assembly was a body of elected representatives from the
provinces and princely states of India, which was formed
in December 1946 to frame a constitution for independent
India. The Constitution of India came into effect on 26
January 1950, making India a sovereign, democratic republic.
Important Tips
+ The resolution for giving a Constitution to India was
adopted by the Constituent Assembly on January 22,
1947. ¢ This resolution, also known as the Objective Resolution,
was moved by Jawaharlal Nehru on December 13, |
1946. and it laid down the basic principles and values |
of the Constitution of India.
¢ 24 January 1950: Last meeting of Constituent |
Assembly. The Constitution was signed and accepted |
by 284 members of the assembly"
99,"Which one of the following said, “A Constitution, like a machine, is a lifeless thing. It acquires life because of the men who control it, and India needs today nothing more than a set of honest men who will have the interest of the country before them”?",Dr. Rajendra Prasad,Jawahar Lal Nehru,Dr. B. R. Ambedkar,Mahatma Gandhi,RAS/RTS Pre,2021.0,a,"Exp) Option a is the correct answer.

Dr. Rajendra Prasad said “A Constitution, like a machine,

is a lifeless thing. It acquires life because of the men who

control it, and India needs today nothing more than a set of
honest men who will have the interest of the country before
them” in his speech on 26th November 1949, when the

Constituent Assembly adopted the Constitution of India, He

was also the first President of India and played an important

role in drafting the Constitution"
100,One amongst the following was not a salient feature of the Government of India Act 1935:,The Act provided for an All-India Federation,Residuary subjects were allocated to provincia] Legislatures.,It marked the beginning of the Provincial Autonomy.,It abolished Diarchy at the Provincial level and introduced it at the Centre.,RAS/RTS Pre,2016.0,b,"Exp) Option b is the correct answer.

Residuary subjects were allocated to provincial Legislatures

was not a salient feature of the Government of India Act,

1935. On the contrary, the Act vested the residuary powers

in the Governor-General, who could exercise them on behalf

of the British Crown. The Act did not give any autonomy to
the provinces in matters of residuary subjects."
101,"Match List-I with list-II and select the correct answer by using the codes given below:
A. First Vice- 1. V. T. President of Krishnamachari Constituent
Assembly B. Originally the | 2. Jawaharlal Nehru  only Congress Member of |Drafting  Committee
C. Member of 3. K. M. Munshi Constituent Assembly representing Rajasthan’s Princely State
D. Chairman 4, H.C. Mukherjee of Union Constitution Committee
Code: 
A B C D",1 4 2 3,4 3 1 2,"1 2 3 4
(4) 3 4 1 2",,RAS/RTS Pre,2013.0,b,"Exp) Option b is the correct answer.

« H.C. Mukherjee was a Christian leader and a member
of the Bengal Legislative Assembly who was elected as
the first Vice-President of the Constituent Assembly on
11. December 1946. He later resigned from this post and
became the Governor of West Bengal in 1952.

« K.M. Munshi was a lawyer, writer and politician who
was elected to the Constituent Assembly from Bombay
Presidency as a Congress member. He was originally
the only Congress member in the Drafting Committee,
which was chaired by B. R. Ambedkar. He also served as
a member of several other committees such as the Union
Powers Committee, the Union Constitution Committee,
and the Advisory Committee on Fundamental Rights.

e V.T. Krishnamachari was a businessman and politician
who was nominated to the Constituent Assembly by
the Maharaja of Bikaner, one of the princely states of
Rajasthan. He later became a member of the Provisional
Parliament and served as a minister in various portfolios
such as finance, commerce and industry, and defence
production.

e¢ Jawaharlal Nehru was the first Prime Minister of India
and a prominent leader of the Indian National Congress.
He was elected to the Constituent Assembly from
the United Provinces and served as the Chairman of
several important committees such as the Union Powers
Committee, the Union Constitution Committee, and
the States Committee. He also moved the Objectives
Resolution in the Assembly, which laid down the guiding
principles of the Constitution."
102,"What is/are true in relation to Autonomous Districts?
1. Each Autonomous District Council has 30 members
2. 24 members of Autonomous District Council are elected via voting and rest 6 are nominated by Governor
3. Rights to direct the Acts passed by Parliament of India in Autonomous Districts of Assam lies with Governor
Code:","1,2 and 3",1 and 3 only,l and 2 only,1 only,Chhattisgarh PCS Pre,2021.0,b,"Exp) Option b is the correct answer.

Statement I is correct- Each Autonomous District Council

has 30 members, An Autonomous District Council is a local

self-government body established in tribal areas of India to
provide autonomy and govern the affairs of the region.
Statement 2 is incorrect- Out of the 30 members in the
Autonomous District Council, 26 are elected on the basis of
adult franchise and rest 4 are nominated by the Governor,
Statement 3 is correct- In the case of Autonomous Districts in
Assam, the Governor has the power to direct the Acts passed
by the Parliament of India specifically for these districts.
The Governor has the authority to reorganize and arrange
the Autonomous Districts, which includes altering their
boundaries, changing their names, or adjusting their areas.
$e
Important Tips

As per Article 244, the Autonomous District Councils are

established for Sixth Schedule States (Assam, Tripura,

Meghalaya, Mizoram) of the Indian Constitution. The

Governor is empowered to increase, decrease the area, or

change the name of Autonomous Districts.

There are a total of 10 ADCs in India, located in the

following areas:

e Assam: Karbi Anglong Autonomous Council, Dima
Hasao Autonomous District Council, Bodoland
Territorial Council.

¢ Meghalaya: Khasi Hills Autonomous District Council,
Jaintia Hills Autonomous District Council, Garo Hills
Autonomous District Council.

¢ Mizoram: Chakma District Council, Lai District |
Council, Mara District Council, Pawi District Council,
Riang District Council.

« Tripura: Tripura Tribal Areas Autonomous District
Council"
103,By which Amendment of the Constitution of India forests were transferred from the State list to the Concurrent List?,"41""",4274,"43""4","45""",Chhattisgarh PCS Pre,2020.0,b,"Exp) Option b is the .orrect answer.

Forests were transferrea trom the State list to the
Concurrent List of the Constitution of India through the
42nd Amendment of 1976. The Act made changes to the
distribution of powers between the central government
and the state governments. It shifted the subject of forests
from the State list to the Concurrent list, allowing both
the central and state governments to legislate and exercise
control over forest-related matters"
104,"Match list-I with list-II and select the correct answer using the codes given below the lists:
List-I (Subjects) > | List:Il. “(Parts (of Eee eed
A. Abolition of Titles | 1. Directive
Principles of |
State Policy
B. Organisation of 2. The Union and
village panchayats its Territories
C. To provide the 3. Fundamental
opportunities Rights
for education to
the child/ward
between 6 to 14
years of age
D. India, that is 4. Fundamental
Bharat, is the Duties
Union of States |
Code: 
A B C D",1 2 3 4,3 1 4 2,4 3 2 1,2 4 1 3,Chhattisgarh PCS Pre,2019.0,b,"Exp) Option b is the correct answer

Option A matches with Option 3: Article 18 of the Indian
Constitution, titled “Abolition of Titles,” forbids the State
from bestowing titles on anyone, whether a citizen or not. It
comes under Fundamental Rights.

Option B matches with Option 1: Article 40 deals with
Organization of village panchayats.It requires the State to
take steps to organise village panchayats and endow them
with such powers and authority as may be necessary to enable
them to function as units of self-government. It comes under
Directive Principles of State Policies.

Option C matches with Option 4: 86th Constitutional
Amendment Act amended article 51A and it inserted a
fundamental duty that states “ parent or guardian to provide
opportunities for education to his child or, as the case may
be, ward between the age of six and fourteen years.”
Option D matches with Option 2: Article 1 provides for
name and Territory of the Union. It talks about India, that is
Bharat, is the Union of States It comes under Part 1 which is
related with Union and its Territories."
105,In which list of the Indian Constitution the ‘Panchayati Raj’ subject is included?,Union List,State List,Concurrent List,Residuary List,Chhattisgarh PCS Pre,2011.0,b,"Exp) Option b is the correct answer.

The subject of “Panchayati Raj” is included in the State
List of the Indian Constitution. ‘he State List contains
subjects over which only the state governments have the
authority to legislate. Panchayati Raj refers to the system of
local self-government at the village or rural level, and its
establishment, organization, and functioning are primarily
governed by laws made by the state governments."
